score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
6.423503507000797,-6.423503507000797,300,1.7857967445759722,0.3782526601170356,0.7707087346853989,0.15390659242111293,0.0,0.4051987253718127,12.0,5.964601905910031,3.3307446381638797,20.0,15.0,20.0,11.0,246.6351494513523,2169.882533881486,28.715998336357266
6.406062196444673,-6.406062196444673,227,1.793445413430388,0.36217880214707476,0.8149810078514236,0.1432170486936292,0.0,0.3352059857987236,12.0,6.6596476477187005,3.3685929489512274,20.0,15.0,20.0,15.0,246.30384343135412,2276.064615345058,37.354865261794494
6.401927991715146,-6.401927991715146,292,1.7858242567906635,0.3746870671231866,0.8528548266824406,0.14796514164921537,0.0,0.35149923086407925,12.0,5.613403191727498,3.3381026017541346,20.0,15.0,19.0,12.0,247.33668089393998,2371.0052717937456,29.269298798173246
6.399965590062778,-6.399965590062778,299,1.7708598949368966,0.39622717589343426,0.8581731774321418,0.16670103066161684,0.0,0.42211111113233873,12.0,7.307357070932065,3.352145185026462,20.0,15.0,18.0,12.0,249.92956329862966,2477.380481909272,29.074914671022334
6.398995856966098,-6.398995856966098,293,1.8211992246778832,0.343064647212718,0.8675364036127171,0.11549706208916505,0.0,0.36290934490001053,12.0,5.449745860335851,3.3480268470598054,20.0,15.0,16.0,12.0,252.2322014247446,2388.571434751549,30.312478858115746
6.398051720955752,-6.398051720955752,249,1.8185993914466676,0.3523965685528235,0.46967487324182833,0.09730199782859603,0.0,0.3923737246370711,12.0,6.335328472515134,3.3513493541474455,20.0,15.0,20.0,15.0,251.4046987289654,2180.854882367478,26.207500466720347
6.390957455800661,-6.390957455800661,239,1.7919425011016712,0.3798059873025414,0.8373443629285605,0.1720550472584893,0.0,0.44087150367077166,12.0,5.423501179668382,3.3227700433728264,20.0,15.0,20.0,12.0,247.57840401128556,2316.5567011721023,31.80546627863169
6.389620340425337,-6.389620340425337,249,1.8155073455681259,0.3630472076512516,0.5448538739311732,0.24676634364319264,0.0,0.4353852990731733,12.0,5.431738438129715,3.2995600174486315,20.0,15.0,20.0,13.0,246.73371295165472,2313.3805607686663,31.81413727259608
6.381407377208484,-6.381407377208484,241,1.8286837175837802,0.3548370616316121,0.4415426399889696,0.26083545800234015,0.0,0.4016610840767642,12.0,5.308994605841224,3.305089256952034,20.0,15.0,20.0,15.0,246.85162291574096,2228.3698834564566,28.008122442253914
6.374131353266822,-6.374131353266822,277,1.812473614804345,0.37697361415212616,0.7743385660482681,0.1187412867856513,0.0,0.5405095618387151,12.0,5.4154668994150645,3.3515429778096637,20.0,15.0,20.0,12.0,255.4808382929282,2295.3912995738874,24.920334181220056
6.367940137693319,-6.367940137693319,231,1.8006882853649695,0.3442984330995047,0.7709377963680288,0.15237472144701097,0.0,0.5002224698984856,12.0,5.874671381019434,3.346289752955426,20.0,15.0,20.0,12.0,254.50549734574014,2233.049782536395,29.540081410128938
6.367940137693319,-6.367940137693319,291,1.8006882853649695,0.3442984330995047,0.7709377963680288,0.15237472144701097,0.0,0.5002224698984856,12.0,5.874671381019434,3.3462897529554265,20.0,15.0,20.0,12.0,254.50549734574014,2233.049782536395,29.540081410128938
6.366345212524793,-6.366345212524793,293,1.7693586439223314,0.38778987129640186,0.8153253575458796,0.21727438295948331,0.0,0.3432265404774837,12.0,7.36241537694887,3.2677221314823557,20.0,15.0,18.0,12.0,248.07094583778087,2248.828186257933,27.445767941724494
6.364180719633058,-6.364180719633058,280,1.810868622301469,0.3805629062695496,0.549192610720483,0.09994337534451667,0.0,0.5196432258305395,12.117063157951051,5.026971570430367,3.3272169788778836,20.0,15.0,17.0,12.0,253.86606812235664,2196.1367709152555,24.60163863631638
6.360323684017785,-6.360323684017785,239,1.7943702289173198,0.37962983657001115,0.6245210034865625,0.10423248759240217,0.0,0.5896649593741772,12.0,5.7668369361218135,3.3419355673031266,20.0,15.0,19.0,12.0,246.03490948367607,2140.833814269402,37.32624549927334
6.360323684017785,-6.360323684017785,291,1.7943702289173198,0.37962983657001115,0.6245210034865625,0.10423248759240217,0.0,0.5896649593741772,12.0,5.766836936121814,3.3419355673031266,20.0,15.0,19.0,12.0,246.03490948367607,2140.833814269402,37.32624549927334
6.351819429714453,-6.351819429714453,290,1.79352299619202,0.3800340148903514,0.6746585064198717,0.21121036280803646,0.0,0.3531415089642214,12.00705843181144,6.381664269159,3.3365813714373673,20.0,15.0,20.0,15.0,250.33876130686855,2181.984487405642,36.96102411305684
6.345238956290865,-6.345238956290865,289,1.8105212671348674,0.3554645630718999,0.823577290325633,0.18851849105559293,0.0,0.5027469924712498,12.0,4.728433835416678,3.3577524501839773,20.0,15.0,20.0,15.0,247.05410232756293,2191.564039991381,36.00069134545157
6.343969738329305,-6.343969738329305,245,1.8122000297409322,0.3770057040337049,0.4493402884886473,0.22231736922353415,0.0,0.3861599606221997,12.0,4.909186494937133,3.338858671423268,20.0,15.0,20.0,15.0,252.85012377471128,2187.745081798958,18.631884554115228
6.343011016266584,-6.343011016266584,296,1.7905705277189878,0.364887038121244,0.773526385224962,0.18791329657038724,0.0,0.34273660859444255,12.0,4.088885489668651,3.343481888382148,20.0,15.0,18.0,12.0,247.98303207069054,2419.9048476488742,30.06343856923117
6.336867769000968,-6.336867769000968,228,1.7894121531254714,0.3746968470357188,0.5077000671100526,0.09801552549762926,0.0,0.33995355974780056,12.0,5.953506450982768,3.3699228817536238,20.0,15.0,20.0,13.0,252.1596130222654,2587.290065278059,38.257795646306406
6.336086282176593,-6.336086282176593,241,1.8205531505787502,0.37132374131754176,0.6539902989491182,0.13022915417023814,0.0,0.4926754367486113,12.0,5.593313895063878,3.3405464270880065,20.0,15.0,20.0,15.0,253.81767684902547,2200.3554649899547,27.6725444615597
6.334031886284037,-6.334031886284037,179,1.7932545031033922,0.379128672956342,0.6245210034865625,0.13341138154858465,0.0,0.5714494458268659,12.0,6.891783361420927,3.339455322779867,20.0,15.0,19.0,12.0,248.5354776251,2367.617310106085,24.79358682150537
6.332432336439814,-6.332432336439814,286,1.8092435494551782,0.35447225753573397,0.6077137542287314,0.20693657866628046,0.0,0.42479110486523713,12.0,6.331663508777156,3.3346618461436934,20.0,15.0,21.0,13.5,247.7246085090493,2360.873941452361,38.86445645397124
6.328318283019645,-6.328318283019645,286,1.8066486839282305,0.38120086032441564,0.6167309658638719,0.2005230741120306,0.0,0.347952646719643,12.0,4.648648688112397,3.363683619416853,20.0,15.0,20.0,15.0,255.18385180401933,2378.2222496614895,29.62748649270186
