extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
0,6.423503507000797,-6.423503507000797,300,0,1.7857967445759722,0.3782526601170356,0.7707087346853989,0.15390659242111293,0.4051987253718127,12.0,5.964601905910031,3.3307446381638797,20.0,15.0,20.0,11.0,246.6351494513523,2169.882533881486,28.715998336357266
