rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,takeoff_flap_deflection_deg,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
444,621,-6.227604802434416,6.227604802434416,6.166176511196566,True,1.812857834838368,0.3175190795303032,0.4964588633166961,0.2296208896083375,28.329677643384656,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
445,594,-6.227458612621403,6.227458612621403,6.166176511196566,True,1.8090769730233203,0.25719933472161344,0.7000082257411444,0.14854778886286976,35.720190622261086,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
446,528,-6.230894929167995,6.230894929167995,6.166135248262277,True,1.8154543004220787,0.31399269645299543,0.8597561732865315,0.2026650797501228,28.38221903284972,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
447,631,-6.230369647406793,6.230369647406793,6.166135248262277,True,1.828502946758059,0.3164298806731573,0.3628992401851887,0.12417525856648189,23.327518811164822,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
448,194,-6.227276998280939,6.227276998280939,6.166135248262277,True,1.7649800139146952,0.3339638721717187,0.5274909757316916,0.25494238704145133,24.648697345165495,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
449,79,-6.230926314375435,6.230926314375435,6.166093990205981,True,1.822232371987356,0.3117480835974645,0.7007841618997508,0.09643179924525587,19.81519262522552,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
450,172,-6.227565901566766,6.227565901566766,6.166093990205981,True,1.7894585579685431,0.32337252346993955,0.6141432161129464,0.22888219730142267,22.042237652712018,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
451,339,-6.225474085894706,6.225474085894706,6.166093990205981,True,1.8119106925040005,0.25680924356363793,0.5164208431409929,0.15810802159660206,4.861988684686608,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
452,838,-6.230798287330785,6.230798287330785,6.166052737026813,True,1.8180017400072577,0.31267264820406493,0.8255784534814823,0.2939376831836133,17.35817559887159,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
453,53,-6.230385874772029,6.230385874772029,6.166052737026813,True,1.8265539945804152,0.31451473485638176,0.41882832554302435,0.27454601583571714,34.73882597656218,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
454,411,-6.227606514118966,6.227606514118966,6.166052737026813,True,1.7803634433570967,0.325706022215966,0.7552904737330222,0.2826585863819603,21.788881999741445,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
455,746,-6.227544317759159,6.227544317759159,6.166052737026813,True,1.786334744826429,0.3244163471089645,0.6149642150778626,0.2918916910566857,30.801448655888134,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
456,695,-6.227731221974594,6.227731221974594,6.166011488723906,True,1.7985949376190655,0.31915618891958775,0.7276482469346974,0.13398413152185817,25.110211420202553,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
457,159,-6.212440483920741,6.212440483920741,6.166011488723906,True,1.7868160412703187,0.26244024177455866,0.82562014664079,0.25083433681775463,32.19055644563099,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
458,145,-6.227276833927868,6.227276833927868,6.165970245296396,True,1.788592916672827,0.32259261163753816,0.685668020453726,0.24068519516776996,15.681861706672343,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
459,840,-6.230657139543976,6.230657139543976,6.165929006743421,True,1.8207411667881344,0.3127300038659525,0.5665345117233052,0.2879341944349241,30.00295563797326,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
460,443,-6.227346832261891,6.227346832261891,6.165929006743421,True,1.8202989198765505,0.3142755802202424,0.4837274200225483,0.26466156044578876,22.406706557410104,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
461,144,-6.227314653657003,6.227314653657003,6.165929006743421,True,1.7803341226644664,0.3262820350396635,0.5997240930355595,0.1829913067947001,22.339843473068115,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
462,670,-6.227258564149257,6.227258564149257,6.165929006743421,True,1.7841522772227212,0.32396863311962426,0.6981880347582933,0.11172223506495357,16.375459097325802,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
463,431,-6.227458962157713,6.227458962157713,6.1658877730641155,True,1.8054239211471719,0.3175574324793064,0.5760721069977668,0.26984519041634486,30.752945108962333,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
464,477,-6.230693117768065,6.230693117768065,6.165846544257614,True,1.8267154777226398,0.30920430252113185,0.7387958644108141,0.19663690350363205,35.049227353671725,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
465,280,-6.227412160093033,6.227412160093033,6.165846544257614,True,1.7915142017975703,0.3208005648636272,0.7946262367751016,0.19178779494571588,18.620794831307098,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
466,726,-6.227069154626688,6.227069154626688,6.165846544257614,True,1.816611564933414,0.31603013722493034,0.4509960418270621,0.20467408631308998,20.17728093468363,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
467,616,-6.226879389025925,6.226879389025925,6.165846544257614,True,1.7882936324171508,0.32221312745411645,0.6862278731837057,0.2439503194548546,11.524353827901784,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
468,519,-6.2271208852396915,6.2271208852396915,6.165805320323055,True,1.8255629763765802,0.2525779368759132,0.6171569317149341,0.17150818244966448,32.99632553222726,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
469,509,-6.230613080069271,6.230613080069271,6.165764101259574,True,1.827931452614138,0.3085191290848973,0.7903997676459653,0.2531210419154746,18.69481551959687,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
470,15,-6.227452245933921,6.227452245933921,6.165764101259574,True,1.7908441136296847,0.3206620513956133,0.7969841490843177,0.20282411190540267,23.796665009260323,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
471,755,-6.227316177583334,6.227316177583334,6.165764101259574,True,1.8176907982061952,0.3138227750185881,0.5189843873692108,0.1582929563206584,27.147352844217224,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
472,728,-6.22716452193567,6.22716452193567,6.165764101259574,True,1.7770160199083556,0.3261085766951125,0.6700801878389264,0.22107511615813374,19.405269738314452,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
473,750,-6.226012697378683,6.226012697378683,6.165764101259574,True,1.781917014790508,0.32486989138984335,0.6119938029221581,0.15417471486590223,5.567293014982081,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
474,741,-6.227170350969591,6.227170350969591,6.165722887066308,True,1.7602636389241513,0.3315826351240521,0.7813936624629566,0.0869769176764167,29.370591417296538,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
475,710,-6.226971762346316,6.226971762346316,6.165722887066308,True,1.792570267484402,0.32064793059598246,0.6384319860488177,0.17593537632457537,15.305535626474619,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
476,313,-6.226124689655528,6.226124689655528,6.165722887066308,True,1.80109116084719,0.3170217671609453,0.7653165907252253,0.25986669022209363,4.5918809571136485,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
477,854,-6.229611585264514,6.229611585264514,6.165681677742394,True,1.825955891453538,0.31174716878753184,0.4690065761411505,0.2425879419967532,31.661894264864273,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
478,855,-6.229611585264514,6.229611585264514,6.165681677742394,True,1.825955891453538,0.31174716878753184,0.4690065761411505,0.2425879419967532,31.661894264864276,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
479,41,-6.228895647196412,6.228895647196412,6.165681677742394,True,1.8237652395847326,0.3128120572327068,0.4580410755677263,0.18802633735852653,10.525046983919637,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
480,39,-6.227288947918895,6.227288947918895,6.165681677742394,True,1.8182676544911458,0.312107549564837,0.6094410925116399,0.2826013564549056,36.14609996025896,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
481,547,-6.227187880817874,6.227187880817874,6.165681677742394,True,1.7759011323556506,0.32589599469974095,0.6992687217918291,0.16350372067908944,28.212189348270712,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
482,56,-6.230655136492587,6.230655136492587,6.1656404732869685,True,1.8285248198052,0.30800190479895473,0.8742235668118895,0.1883041629850379,27.37137556383072,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
483,450,-6.229559464154249,6.229559464154249,6.1656404732869685,True,1.820305865502779,0.3111465151317354,0.6230750095271348,0.11373017359404787,15.665147234667247,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
484,336,-6.229415103188994,6.229415103188994,6.1656404732869685,True,1.824136919027512,0.31276065114494045,0.44412309697623864,0.2968085343845682,19.877014091467085,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
485,68,-6.227052286775796,6.227052286775796,6.1656404732869685,True,1.7730295267874028,0.327345316577625,0.6306989791236151,0.2688317286964566,30.604919711374702,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
486,604,-6.226962710456033,6.226962710456033,6.1656404732869685,True,1.801359159386905,0.318972000923466,0.5137515563517809,0.11117659364308928,20.924699514129223,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
487,765,-6.226383872446401,6.226383872446401,6.1656404732869685,True,1.816726552340036,0.31713513042878055,0.3905799675947943,0.19998419238437862,14.915120801786328,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
488,537,-6.227115024640838,6.227115024640838,6.165599273699169,True,1.8117520709229507,0.31489377865202944,0.5350377271354964,0.13928159072804303,31.981095275728944,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
489,532,-6.2270981288094,6.2270981288094,6.165599273699169,True,1.818190824961662,0.3132845672054947,0.498482484364712,0.11836921223741849,26.505530150028854,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
490,488,-6.226830577034965,6.226830577034965,6.165599273699169,True,1.809909361439197,0.2556193902004817,0.6863313856376483,0.21063015764905996,23.90982571994565,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
491,84,-6.226823829521377,6.226823829521377,6.165599273699169,True,1.7973867600288354,0.3207181557269114,0.48366087521214096,0.22768236072057393,21.41929280895782,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
492,240,-6.226642703856034,6.226642703856034,6.165599273699169,True,1.8067380579811836,0.3166484350145198,0.5241228500757319,0.23233286265357384,13.98775398462925,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
493,197,-6.226807396204663,6.226807396204663,6.1655168891229994,True,1.8173395642260415,0.2537484245791295,0.7174231038124366,0.27204393170303853,35.81169842075392,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
494,179,-6.226781029518066,6.226781029518066,6.1655168891229994,True,1.8193653660633915,0.25339709896338397,0.7840348090312865,0.24342567579164456,23.53958668071284,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
495,103,-6.226828255675182,6.226828255675182,6.165475704132904,True,1.8214863885922736,0.3118918569021045,0.4918266387255229,0.2409450714236344,37.021533950990246,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
496,55,-6.226595156873389,6.226595156873389,6.165475704132904,True,1.757117556030577,0.3318148321858285,0.8120013585822724,0.2800604647111888,15.01409123740872,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
497,347,-6.225473354973116,6.225473354973116,6.1654345240069865,True,1.809117931864106,0.3179672974225428,0.4146763993038072,0.16263087639860885,6.82237199226757,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
498,712,-6.212443133336667,6.212443133336667,6.165393348744385,True,1.8140527344187942,0.3183562526641371,0.3604644344049487,0.13082297862058795,38.37333839039892,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
499,413,-6.227131128644785,6.227131128644785,6.165311012805683,True,1.811154740728933,0.3122258973114677,0.7379397170493069,0.1831785991252331,28.334533780621726,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
500,86,-6.226775588284856,6.226775588284856,6.16526985212786,True,1.775786805579017,0.32422403306199027,0.7223943977969733,0.23414683816766624,32.541365647827014,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
501,590,-6.229346770585861,6.229346770585861,6.165228696309908,True,1.8233241064469925,0.3094148803081685,0.5495654224670491,0.13881013727650082,32.06079918566153,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
502,671,-6.226306217591609,6.226306217591609,6.165228696309908,True,1.757091283944814,0.3327471499790031,0.5429551048892088,0.11439183385324751,22.02882733777415,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
503,569,-6.226524989866053,6.226524989866053,6.1651875453509675,True,1.8001282707629662,0.31792530977080297,0.4951471538234239,0.22253585262497788,31.215064198637332,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
504,65,-6.2264454180831725,6.2264454180831725,6.1651875453509675,True,1.804574586917573,0.31685385418854345,0.4756844413441237,0.09877244888429412,21.556864592681396,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
505,533,-6.226359698827022,6.226359698827022,6.1651875453509675,True,1.796886378712575,0.3198260491968418,0.4597934414129875,0.15656686593961933,32.98060621268405,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
506,99,-6.226290911742864,6.226290911742864,6.1651875453509675,True,1.7659587650202222,0.32947795557715687,0.5360040940289161,0.2847889940565938,20.887324810423028,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
507,659,-6.226823695502455,6.226823695502455,6.165146399250176,True,1.8187560067258053,0.3095665980695589,0.6389113025336792,0.24908098597908634,35.1979327755307,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
508,60,-6.226815729515901,6.226815729515901,6.165146399250176,True,1.8073679129908584,0.3133122522454026,0.6465153680648111,0.284060669866214,29.580686811994173,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
509,572,-6.226426014899092,6.226426014899092,6.165146399250176,True,1.826134728549766,0.3106703297268045,0.4313906573080094,0.1817501146678938,22.057341304721724,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
510,221,-6.226290610441768,6.226290610441768,6.165146399250176,True,1.8275690554869424,0.25063725396939407,0.7866966192541794,0.13221535453215366,39.90279724023846,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
511,434,-6.226285303007319,6.226285303007319,6.165146399250176,True,1.8007913144747394,0.3158591449542013,0.5998011389016631,0.283514844132957,13.283628945777606,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
512,864,-6.228981516159173,6.228981516159173,6.165105258006674,True,1.8267154777226398,0.30920430252113185,0.46990625979153555,0.17767651516163316,35.049227353671725,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
513,389,-6.226834498619493,6.226834498619493,6.165105258006674,True,1.8129304941157038,0.3110617658868432,0.6856832157669387,0.12521176532147746,33.51073620300293,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
514,748,-6.229353951499056,6.229353951499056,6.1650641216196025,True,1.8227118014900736,0.30805549584655195,0.6419465719877737,0.1971657912271954,26.263627754556722,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
515,579,-6.226479404548025,6.226479404548025,6.1650641216196025,True,1.824318383616679,0.3101997164122976,0.4547964005107437,0.11029360668510071,26.995041090180784,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
516,513,-6.226477754641502,6.226477754641502,6.1650641216196025,True,1.8022504018071694,0.3141609763008278,0.7735130468474825,0.13782760410454414,15.270963874718998,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
517,706,-6.2263654218267535,6.2263654218267535,6.1650641216196025,True,1.8200108593709996,0.31186968978400925,0.4488341049317651,0.24109297428549384,33.806405356220694,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
518,93,-6.2265491903087415,6.2265491903087415,6.1650229900881,True,1.8142045105580709,0.3119015367427323,0.522245004037475,0.23771620950400596,25.991202688006293,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
519,483,-6.212197284266488,6.212197284266488,6.1650229900881,True,1.8090220804547457,0.31914492447549203,0.34734804165329525,0.1400954958844197,25.683989856760313,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
520,186,-6.229293775198887,6.229293775198887,6.164981863411308,True,1.8215094357854908,0.3080174408332368,0.662462687412989,0.16975980650177125,28.38505664704538,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
521,629,-6.228791467014059,6.228791467014059,6.164981863411308,True,1.8282560965637897,0.30928102348858555,0.4333406099520761,0.11013358089057798,23.017580660650854,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
522,651,-6.226440780444634,6.226440780444634,6.164981863411308,True,1.8057160539344457,0.31412516873684376,0.556911460939505,0.27936119013090144,20.467474665141843,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
523,24,-6.226297157425159,6.226297157425159,6.164981863411308,True,1.7994616306128344,0.3159205338950657,0.5728093923086005,0.2753102549769502,17.6088378947453,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
524,567,-6.2261017989191725,6.2261017989191725,6.164981863411308,True,1.775527063416078,0.32590931733570616,0.49095367227057685,0.17678361639380452,23.39282264988849,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
525,364,-6.2250963261647945,6.2250963261647945,6.164981863411308,True,1.7854330627164168,0.32149236098309225,0.5274287824548965,0.1649074559772661,5.742321222536626,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
526,150,-6.226261353043442,6.226261353043442,6.164940741588366,True,1.8283422364674982,0.24998047441428037,0.7523453365148556,0.23491195524556102,35.08646383160438,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
527,130,-6.226234935240265,6.226234935240265,6.164899624618417,True,1.8069910760911263,0.314793996753415,0.4788606602601728,0.25751713205254007,31.847406013881546,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
528,265,-6.225826276055773,6.225826276055773,6.164899624618417,True,1.8244525098894733,0.2508623305327048,0.7989403025285868,0.2708863644657149,17.502180706884168,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
529,752,-6.224882283939701,6.224882283939701,6.164899624618417,True,1.8003173172781852,0.3200632332522785,0.38369744972229514,0.2561644149366531,8.012273242902738,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
530,540,-6.211180149404687,6.211180149404687,6.1648174052340545,True,1.8111130428350743,0.2536896626481257,0.5717345197663443,0.10150528624901815,38.34062066111183,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
531,749,-6.211101675994477,6.211101675994477,6.164776302817925,True,1.8016870631121877,0.256497569624938,0.467918079014076,0.19006920432053204,27.70886692903021,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
532,764,-6.22588786337702,6.22588786337702,6.164694112533478,True,1.803733008566239,0.3158785629934703,0.443924736053808,0.18982968803888672,29.34730876698429,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
533,699,-6.2256194689102635,6.2256194689102635,6.164694112533478,True,1.800714518364025,0.3172895805883625,0.4321847907558094,0.15188697630751258,17.151444267603942,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
534,745,-6.225886997609292,6.225886997609292,6.164653024663444,True,1.8095349913966636,0.31401880140203625,0.4386765716270442,0.2288790252075028,31.22411167629614,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
535,113,-6.225407115133172,6.225407115133172,6.164529790131807,True,1.7971371359181647,0.31867616597410603,0.41093790313577927,0.2732473752759521,18.291952673181193,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
536,178,-6.209077756284214,6.209077756284214,6.164283451844475,True,1.7919865280847396,0.25700203987782766,0.5579269486724572,0.1992090969159371,6.735915131692147,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
537,626,-6.225201576937255,6.225201576937255,6.164242412405697,True,1.825702856632701,0.30974236774102265,0.3597272428984083,0.12529603813989626,20.67902919736494,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
538,223,-6.223490763840234,6.223490763840234,6.1628090741529835,True,1.7812777209925619,0.26738166050101736,0.502491795165563,0.23460904126312465,28.532031002819792,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
539,316,-6.221950475194856,6.221950475194856,6.161259546702426,True,1.8208148901405523,0.2544496214974465,0.43731067472766594,0.22642802195938488,25.900774968736975,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
540,2,-6.222819914048506,6.222819914048506,6.160325028490238,True,1.7950124845301987,0.23021055486320524,0.5126177329170704,0.2958274830330807,18.573976175614693,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
541,342,-6.222919744654051,6.222919744654051,6.1602438851133385,True,1.782993195339408,0.23254029190687364,0.753204570301363,0.141101059820503,19.92922526609378,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
542,164,-6.222819243310079,6.222819243310079,6.160081655419047,True,1.8193852301372027,0.2256580612133543,0.395597394356646,0.25987704457293337,24.58654076880945,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
543,558,-6.206050095136562,6.206050095136562,6.160081655419047,True,1.7987270948223197,0.25593375852639993,0.802845448427947,0.10184432797315131,38.86300640886078,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
544,285,-6.222083436541421,6.222083436541421,6.160000569088283,True,1.7259194591559375,0.24591355448339985,0.3733389688655734,0.2828062319729957,20.02602437103907,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
545,397,-6.222957221158274,6.222957221158274,6.159797936380562,True,1.823149618044181,0.22364313487193122,0.7211818013925487,0.12530463874621378,35.94999590164309,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
546,331,-6.221275912243473,6.221275912243473,6.15858462831507,True,1.7569984906463922,0.2346716898649757,0.6494425306589062,0.19295566790216528,39.23735534164483,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
547,343,-6.21701341947197,6.21701341947197,6.158382824031305,True,1.7721021091568447,0.23135081676575484,0.4880834249966896,0.1589109689213365,38.116155387684174,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
548,247,-6.216724126502704,6.216724126502704,6.158221465519895,True,1.7769107880338504,0.23054511491368732,0.40433742575078613,0.2668585445384789,37.64714542443195,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
549,46,-6.216147019015939,6.216147019015939,6.157134265708411,True,1.8173038238797308,0.3906637054075877,0.6904796504094466,0.29060478172609,16.729874689443342,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
