score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,takeoff_flap_deflection_deg,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
6.235617913495807,-6.235617913495807,67,1.8102002991471602,0.3222059476250517,0.5721075611119466,0.24077884508462902,23.04039411393188,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235617424324045,-6.235617424324045,61,1.8008117095569103,0.325140009906126,0.6119979332212173,0.22140412235872345,31.832874284957455,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235611633465305,-6.235611633465305,65,1.7986884885329222,0.3251206302138243,0.6771813963369219,0.1586531450006607,21.926460692101692,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.2356116223694045,-6.2356116223694045,93,1.7437061579838922,0.33853800280108376,0.44774620250896413,0.19046417587889078,29.712010926740625,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235601264230338,-6.235601264230338,99,1.7973210687938708,0.33655977986353497,0.36945063068648576,0.20524286116372098,32.728618075467885,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235586525429773,-6.235586525429773,45,1.797336675894098,0.32566545090429855,0.7882816420970953,0.1802196802774013,15.924610885385086,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235562148406367,-6.235562148406367,67,1.7812162457997944,0.33391905671385674,0.7505811786614749,0.25183827293285993,30.158099941751203,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.23554433530467,-6.23554433530467,1,1.7930126697108149,0.33194114323705437,0.46873529478907583,0.2792004206031561,22.77599658817053,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235543973421195,-6.235543973421195,97,1.8043969606240662,0.3343379612361802,0.35281997429905376,0.18948403766383384,23.181566403505776,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235541808307205,-6.235541808307205,29,1.8256594107449216,0.3870748330615342,0.4421214113830451,0.14460196283900353,15.181850102316021,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235541808307205,-6.235541808307205,75,1.8256594107449216,0.3870748330615342,0.44212141138304506,0.14460196283900353,15.181850102316021,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235539334772555,-6.235539334772555,91,1.7832243589946972,0.3391112290900341,0.4805973286203036,0.1117286399649378,25.838517776058133,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.23550546801289,-6.23550546801289,62,1.7764808483756882,0.33798495007988766,0.7650192356933726,0.2690578336021443,11.458020395723995,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235500898682333,-6.235500898682333,65,1.760270876168933,0.35028561716012835,0.7092446734794033,0.09771719894404941,15.33362273281966,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235494473078611,-6.235494473078611,7,1.7500907354673616,0.3535578052033948,0.7523088253394135,0.23372131551835995,20.303742534764115,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235483633975377,-6.235483633975377,88,1.7918341707655765,0.3308916850270324,0.5238386839708158,0.26532140897959766,16.33125843991998,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235481173567657,-6.235481173567657,81,1.7939678882017702,0.32994649902170103,0.5980375202217907,0.12796901402895697,10.771328306468266,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.23547977848678,-6.23547977848678,91,1.802783449287451,0.32240445278449215,0.7583312973441516,0.0994932753269636,31.59232417175233,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235475610500331,-6.235475610500331,100,1.8115925986805772,0.31945495332940294,0.6965711428789354,0.18040531310240146,30.657367441989877,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235473983863223,-6.235473983863223,57,1.8129117644021087,0.30693461429364777,0.7933683288909713,0.15572100473603798,11.195328387278881,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235469152896068,-6.235469152896068,92,1.8083976698197848,0.329524425488809,0.38955961397977973,0.10113154932299599,27.628980757153432,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.23543115562525,-6.23543115562525,24,1.801091453836163,0.32706016566574325,0.49851284464757795,0.18709049447291898,22.267560251057148,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235415589160807,-6.235415589160807,68,1.7820880772929921,0.3343826750128856,0.6399380519413701,0.2635660466861218,22.709622812842575,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235407220797648,-6.235407220797648,30,1.7943803364920994,0.3275921928830308,0.6316798404848978,0.2739929487020405,39.8382299318591,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235405158003992,-6.235405158003992,87,1.799154749780905,0.3242172205963668,0.667466200897967,0.23647326431341115,20.666222709609777,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235404047408046,-6.235404047408046,62,1.7765499330592063,0.33535393794084145,0.7515587982504193,0.2879900818453108,32.32086510577294,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.2353823086562175,-6.2353823086562175,63,1.777420482738855,0.3388784653636742,0.581013694914789,0.28460785176558195,14.576784871926954,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235381461949872,-6.235381461949872,88,1.8069986289296704,0.3976537077549165,0.48262834479832356,0.2045526343960999,7.409499878301027,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
6.235372578252582,-6.235372578252582,18,1.7611810772020369,0.34838881443968095,0.7152812966765245,0.2502544317021966,21.690233405500784,0.0,0.2667,0.07619999999999999,9.54,7.02,3.342,20.0,15.0,20.0,15.0,246.75,2029.36
