rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
260,1283,-1.704287218332404,1.704287218332404,1.704287218332404,True,1.801847919554597,0.3880907524093104,0.8947008781113444,0.1760908657765363,2.0,0.6601623244088377,4.899294017521775,3.470049605326765,24.095512780104475,13.821672689184389,257.6284844258656,1320.438017133053,0.9537379794301081,0.6961682618381082,6
261,2193,-1.689536016431762,1.689536016431762,1.689536016431762,True,1.385316421435966,0.3601723668665421,0.6525923936519491,0.20395549974251098,0.0,0.3282592246658379,8.99934537180088,3.917533187485263,18.850547350639125,10.38702793277883,444.2579138114206,2815.8577890625725,0.8834843574673301,0.6666083573579795,6
262,1847,-1.6819401075857145,1.6819401075857145,1.669917621437813,True,1.5604497672654687,0.28804274885777703,0.49005155861377714,0.13225887527933494,4.0,0.4052500850986893,2.102454006169025,3.0284650465541687,14.5145541323848,8.37368264492327,345.0401149690151,1644.2128155874668,0.8995667332783341,0.9848967918797888,8
263,2972,-1.6577661261040415,1.6577661261040415,1.6455647984744157,True,1.595074057604559,0.27743644182230665,0.701529115831443,0.13229193540053544,3.0,0.27599363698163126,2.06491254701839,2.6391099193297074,20.348695626040563,14.299353158725202,276.5684590745748,2102.3742145204624,0.7358917546384682,0.8115065500225135,8
264,1059,-1.647688237654485,1.647688237654485,1.6342101533569098,True,1.6556253764369824,0.2819277129994704,0.8285431057723833,0.22838279548106621,4.0,0.2556356353661322,1.763336078640668,2.583560957528854,18.366426393419815,10.34266600507293,420.96344774960755,2802.1566844410836,0.7962124017921228,0.7346843300178141,8
265,62,-1.6534015541114444,1.6534015541114444,1.6279040945713659,True,1.776146669292317,0.3845007543706015,0.6048747205790229,0.18188519850890866,2.0,0.5033988930202089,3.8909874237103272,2.810200715723798,18.02405647750188,9.149716752673594,346.15458850049356,1550.1327686393,0.866875739869686,0.8860461861236176,8
266,2295,-1.624536542729523,1.624536542729523,1.624536542729523,True,1.1737445512901077,0.28238396316444764,0.4429160425051678,0.19314561202557387,0.0,0.22710788465465204,11.022344049147515,2.547556536556097,23.172339761345114,12.974247610414025,483.7989625645183,2700.0548424340445,0.7131736399809484,0.8749397089704871,6
267,3083,-1.614379387052777,1.614379387052777,1.614379387052777,True,1.4792621592429844,0.25512931769833663,0.42187089453579685,0.22842961915499022,5.0,0.1650835260081034,1.5004506980982608,3.2071436888568186,15.761813896691422,9.14265440027167,313.14495976242387,1306.0486199593036,0.8434336128177687,0.7365939826704562,8
268,250,-1.607671817374948,1.607671817374948,1.607671817374948,True,1.657012007587403,0.33411053612828256,0.8784750094637275,0.2944793393276632,1.0,0.4595357725001871,5.4549006869101415,4.495527850929648,24.434928577393293,12.512812356848842,399.2749959230423,2188.5077580809593,0.8623110074549913,0.956887086853385,6
269,1799,-1.598600008664154,1.598600008664154,1.5979500459691067,True,1.7550713039174355,0.3796658596289987,0.473407995240246,0.1539516841708837,3.0,0.4002784196296435,2.5062768945448983,3.2553148158482896,17.555598764163644,11.049693488281308,331.7495455684167,1171.2583151224035,0.9065565274547508,0.9738625283062512,6
270,1517,-1.6001358691285112,1.6001358691285112,1.5961559513502177,True,1.7443767141364466,0.3610988874507101,0.6322326698139366,0.2654405670823137,5.0,0.8675507748851228,1.2364254235271064,2.6852355491217637,16.91728215125938,7.107150272798368,470.6985408381501,1420.0833634381775,0.7121622068334036,0.7070435565531712,8
271,1598,-1.5939132584493612,1.5939132584493612,1.5935597913041564,True,1.460967872473757,0.29782937983133057,0.45785331368771087,0.19516959321954702,5.0,0.35253473187993006,0.6519438521382765,3.0498251486569643,16.73652369845614,9.134653940793317,451.9948008729515,1988.191111220565,0.8495172156569983,0.8654052616305385,6
272,1538,-1.5803664325746598,1.5803664325746598,1.5803664325746598,True,1.731232346384113,0.3118677342770674,0.8779172736484964,0.26703955305470617,1.0,0.5325103843812652,4.669106538477613,3.783926464438105,22.140440446564355,12.316577859416082,416.52510881158315,1542.1636421890526,0.8370432267981025,0.640270464323758,6
273,1986,-1.5897823936649402,1.5897823936649402,1.5738562778539942,True,1.240958782568268,0.3670717233271127,0.5614592453810635,0.2743592840991914,0.0,0.18988574209804837,6.029073105737554,1.6236933784997278,13.782349848164099,6.673469328065769,497.1105455389119,2324.488325539425,0.7004190171137452,0.8725982563309642,8
274,2835,-1.5589067376315469,1.5589067376315469,1.5589067376315469,True,1.6065955215887588,0.3306155498507081,0.4033219833922497,0.17443913766009397,1.0,0.24368075548395451,4.585200459381166,1.4742645629645463,22.442843369294444,13.422821146276604,255.67063144126433,1811.2020403940137,0.979236607222389,0.6973547276937141,6
275,267,-1.5542308727985485,1.5542308727985485,1.5542308727985485,True,1.6911663322677992,0.3587697288850393,0.8230710837113318,0.28211133454566106,1.0,0.7369829725070756,6.134018696920088,1.9941771986550594,17.55758725477918,12.186912036672963,266.4913828592635,1898.6331982552392,0.9911348042835576,0.7286656538429539,8
276,2883,-1.5470542966202232,1.5470542966202232,1.5404122317189626,True,1.200276125953925,0.3546364374799674,0.5682982727248274,0.20183401008563587,0.0,0.29836921114456916,1.407711340198925,2.7468246219805477,19.32065598832457,12.547384179586984,336.379508830298,2069.743606698652,0.8066646950319409,0.7771870588350309,8
277,3084,-1.5421221873553979,1.5421221873553979,1.534718136122824,True,1.7632805647890049,0.2580913576941558,0.6400977844191469,0.2542805109173059,1.0,0.1590754625800861,5.590682361569648,1.5436778923732009,22.96591839522654,14.83961767245071,271.7717098618865,1090.0147184729576,0.964857235771768,0.9124809045382887,6
278,2859,-1.5337918109107145,1.5337918109107145,1.5337918109107145,True,1.5032869499425987,0.33933623023062087,0.46450028102672347,0.25742220108406544,1.0,0.4758539484623052,6.640003407437536,3.378378378378378,19.20002273636608,8.94982136682717,304.56187666312263,1749.2315754544863,0.8472675369511287,0.7829990290827976,8
279,3024,-1.5195894575920859,1.5195894575920859,1.5195894575920859,True,1.4023705506040474,0.32372396610677245,0.8511106163263322,0.09460828456651074,1.0,0.2796023720783891,4.613386360086615,2.3158999430015683,17.741307570345345,12.135188210267842,353.61396013914356,1652.1025506435803,0.915316524582751,0.6897353890632169,6
280,47,-1.507636043647865,1.507636043647865,1.507636043647865,True,1.6245775545779322,0.3398351793378033,0.7169626076751636,0.10525270560862826,0.0,0.5919541007995897,9.427244112804365,3.2138502230414603,20.88136201897684,11.461635254865959,324.16556692403924,1534.2628963601283,0.9444280785084554,0.7558833543906474,6
281,1002,-1.497142857142857,1.497142857142857,1.497142857142857,True,1.4127413540501148,0.3735743031278253,0.7710986070334912,0.24604832442477342,0.0,0.654479847112298,15.830607344061079,2.845209239050746,11.654072534292936,7.307077409508638,245.44166717678308,1120.1609950512648,0.6932472689077258,0.891653114464134,6
282,1841,-1.5039000212818152,1.5039000212818152,1.4970840520361515,True,1.3976738406730977,0.3621047834726139,0.652103398820053,0.11391030459652976,0.0,0.40868493542120543,3.7226175493455065,4.4637671032227075,21.663597905013106,9.336418258498158,454.8898016167889,1179.9054735784293,0.8667009234136561,0.9927184125806956,6
283,3040,-1.547091759618084,1.547091759618084,1.4964766174910844,True,1.5860722726609209,0.3229009918845632,0.7085661214918674,0.20473592401158405,0.0,0.3919473901394662,8.009371976598908,1.3603342509182577,20.513612047905422,12.552029998660744,349.4983308017254,1661.2712283383346,0.7150281232643441,0.6280185132818212,8
284,2529,-1.4914285714285715,1.4914285714285715,1.4914285714285715,True,1.320411619371855,0.361450080047072,0.5277282512221955,0.09495984752784578,0.0,0.555798704772815,15.739769993019369,3.721492776806734,18.39483633870204,8.754823485882133,351.3746395314559,1833.9063338935375,0.8204705651984263,0.6832834245082683,6
285,2070,-1.4874628843213857,1.4874628843213857,1.4874628843213857,True,1.6801475356975262,0.3338765333909382,0.54118667462001,0.2820073891041182,5.0,0.30861433532695437,1.4363769595198468,2.8449721408210236,19.99235186069229,8.439429415940653,457.9897865046288,1677.8975806335352,0.914914861698563,0.6229371575706353,6
286,2942,-1.4874285714285715,1.4874285714285715,1.4874285714285715,True,1.7167502236348804,0.32182714586391825,0.3159434220368367,0.08954769046528355,0.0,0.3746201166271568,15.676151056192808,2.271317509972614,12.273041920085179,5.2261459241230295,486.59607597845354,2105.3421601143905,0.8349637801292943,0.515906609905636,6
287,3085,-1.4874285714285715,1.4874285714285715,1.4874285714285715,True,1.4767373422209173,0.15673620862929397,0.7551871878054675,0.08954769046528355,0.0,0.29722999148200396,15.676151056192808,1.3449413861122517,12.273041920085179,7.5469580392803355,289.20182259753346,2105.3421601143905,0.8349637801292943,0.515906609905636,6
288,2269,-1.4862857142857142,1.4862857142857142,1.4862857142857142,True,1.0948442054915266,0.30157899476587774,0.8993225656449795,0.1756984399336535,0.0,0.3888391265235839,15.656839680723031,2.8752530387109565,22.539540217100548,15.032969976214105,251.0361219969363,2680.6243357873627,0.6661923709872584,0.6415738934583965,6
289,2038,-1.4854285714285713,1.4854285714285713,1.4854285714285713,True,1.3015509964739356,0.3264960977585539,0.8890290867560418,0.1091586215964424,0.0,0.262347851029166,15.643226517632622,3.3413132384001774,15.96056328962573,8.76964738793579,402.01799576695896,2137.825381010771,0.7911681505639726,0.8166139475787562,6
290,1462,-1.507825643460432,1.507825643460432,1.4843651487449074,True,1.7275772733546795,0.28622843090444805,0.557365837879479,0.10951961066573858,2.0,0.3633996564444154,3.257580928332307,1.3786274981684983,21.477041617035866,9.446441937415504,484.7657350823283,2346.870794892311,0.7139928410761058,0.6673785275779665,6
291,1738,-1.4797142857142855,1.4797142857142855,1.4797142857142855,True,1.0846744642406703,0.332587536975423,0.4602265409061648,0.256701193600893,0.0,0.24154089550650537,15.554624177280479,2.22655618459428,19.75736589806497,9.506015161089307,396.75048319622874,2024.7683133929968,0.9417469759247771,0.6567583889304557,8
292,886,-1.4841585194488829,1.4841585194488829,1.4763858684492188,True,1.29374288043327,0.29774195721779856,0.5765845136851513,0.11660317290942103,0.0,0.19952467231554172,6.629288463206124,3.447280503866496,11.880813702380841,8.37624580738861,476.98710352150385,2678.1072057783604,0.8719734743712465,0.9765376949105788,6
293,2452,-1.4714285714285715,1.4714285714285715,1.4714285714285715,True,1.690904069565271,0.19416814685817174,0.5932553541597194,0.16840426137097814,0.0,0.1801310430326074,15.419938365947228,4.179595236638262,20.41029083556378,13.952047334233313,216.45522405118163,2348.8362595069234,0.6948422397419338,0.6805218778168849,6
294,3086,-1.4714285714285715,1.4714285714285715,1.4714285714285715,True,1.4570704376892312,0.3917612015257776,0.5932553541597194,0.16840426137097814,0.0,0.41431127663901324,15.419938365947228,3.0971007497009584,20.513073687843338,10.680684861744117,323.946033213312,1121.9599954783916,0.6948422397419338,0.6024096597696005,6
295,3087,-1.4700000000000002,1.4700000000000002,1.4700000000000002,True,1.2913191081099813,0.16742632495322454,0.8666347173973918,0.2742049526896422,0.0,0.23161256508305667,15.400414247016764,3.339427994467357,19.88654646091163,9.97532047485587,263.1628448101116,1884.5321357128591,0.7923155413009226,0.9890558480973339,6
296,2592,-1.466857142857143,1.466857142857143,1.466857142857143,True,1.4668644161317141,0.3065859427220925,0.7048094317976686,0.16818045600141213,0.0,0.22251624892881916,15.349634146733095,2.4209351694127963,17.738511765725676,10.106085675260614,261.55928573221036,1008.6241687896361,0.579467244883132,0.5970819910663,8
297,2540,-1.4654285714285713,1.4654285714285713,1.4654285714285713,True,1.2612742041883176,0.2547324873404898,0.6699379386287936,0.12977749522825552,0.0,0.25612176014649424,15.327914782596686,4.2752899335080325,23.79448228981346,13.625475140138018,218.05745285030602,2940.7245547336915,0.9859723707744645,0.536626776214689,6
298,476,-1.4614285714285713,1.4614285714285713,1.4614285714285713,True,1.261563951692499,0.24121154916236093,0.7505778048444267,0.0914254414989437,0.0,0.3697079093006703,15.263218793204754,3.1196978168603704,17.18717538944825,11.71659738280319,274.2714557751349,1705.5314520744046,0.8153594225254862,0.8570526757095556,6
299,3088,-1.4531428571428573,1.4531428571428573,1.4531428571428573,True,1.6605983625345582,0.2956494517564235,0.7898404832741385,0.2743592840991914,0.0,0.40324203424146043,15.132952378349636,3.1039755521768315,11.716378572650736,6.673469328065769,238.57726838524303,2324.488325539425,0.7004190171137452,0.6955453082919121,6
300,295,-1.4442857142857142,1.4442857142857142,1.4442857142857142,True,1.4276277341938903,0.38383981281659235,0.37851554169868673,0.15506755316583798,0.0,0.27003404742424836,14.992174680127421,1.2063668868126454,19.47432736899156,8.66296908341857,277.04123774038214,2057.978086552496,0.6905680092580508,0.7959121269706311,6
301,1290,-1.444,1.444,1.444,True,1.5830352977838367,0.3927426678314805,0.7310240417718887,0.2040405849739909,0.0,0.5761050469983369,14.984638099388174,2.432866781949997,17.435506507754326,7.7695784337800795,310.9091242775321,2910.5188213288784,0.8939072228968143,0.9141357918269932,6
302,1707,-1.443142857142857,1.443142857142857,1.443142857142857,True,1.5228650946906324,0.37150371037423613,0.7863111819094324,0.15972691284492613,0.0,0.3936967660268308,14.973187779507079,1.848540629246451,22.698180773374226,13.257745174973538,257.79699128873597,1121.0708117413335,0.6722682486938665,0.6202448448166251,6
303,2364,-1.4422857142857142,1.4422857142857142,1.4422857142857142,True,1.2710283092226833,0.22909525909866502,0.5093833169647695,0.27924405619986925,0.0,0.21386432643008363,14.95856706184183,2.7745116180740297,16.372357504442334,7.075620153072858,303.81929395561656,1550.6054513788463,0.6640426362864673,0.7727358226621606,6
304,3005,-1.44,1.44,1.44,True,1.5215912323339877,0.3511531909650592,0.7689986733490235,0.10874681508558245,0.0,0.5558565645026158,14.922828859252995,1.3247366326449304,20.636102494435683,12.101985380076329,283.40605493144204,1822.982631336568,0.6280051269561974,0.6522607275771943,8
305,3089,-1.437526697413054,1.437526697413054,1.437526697413054,True,1.8267905844801076,0.22662570810527338,0.5634020095691086,0.1912419750727713,0.0,0.20810791342382606,14.132203677329969,2.4209351694127963,22.61141682428641,13.817341267468246,291.86722954918815,1008.6241687896361,0.8785621989389345,0.7968476409918199,6
306,153,-1.4362857142857144,1.4362857142857144,1.4362857142857144,True,1.6070297299637963,0.3630150806247512,0.8485614091157914,0.1749284206643074,0.0,0.6710755592375994,14.862011896041638,3.7898168931295366,16.20215591269405,10.831543019445892,430.5033620714199,1285.8618861937173,0.6749298786744475,0.5853219597028994,6
307,2212,-1.4340000000000002,1.4340000000000002,1.4340000000000002,True,1.373700818625486,0.2585607358843859,0.6706657008169956,0.11274174608290195,0.0,0.24976660871944423,14.828594206255689,3.378378378378378,19.247312083733114,12.111634845857141,218.32641521468756,2625.589633636373,0.6004096591274293,0.835572916436166,6
308,3090,-1.4273417978082383,1.4273417978082383,1.4273417978082383,True,1.34159728618823,0.33470962386578323,0.8391312366351487,0.08916740106418729,5.0,0.2627871510531753,2.02424624379353,2.433994222432375,20.219593588262796,10.367552844400784,492.1030276454985,2415.1763059198856,0.854224975220859,0.5281970631331205,6
309,2846,-1.4262857142857144,1.4262857142857144,1.4262857142857144,True,1.6819086577468105,0.26216268450143204,0.6542381074269247,0.1567399591954307,0.0,0.2988125048813031,14.703818798913494,2.149126144207332,21.989629810223775,15.577919727918658,301.85944986148894,1269.3215311373135,0.5833480649345034,0.5574004258475849,6
310,2832,-1.426117823437902,1.426117823437902,1.426117823437902,True,1.0891088509214413,0.2923853978514671,0.3273713931441307,0.2076874115386929,0.0,0.27437045518068726,9.090148558514793,3.974725031822084,18.770274687249458,13.118532118112288,287.8382501192391,1940.6976747130523,0.9583590064257121,0.6733042348711322,6
311,1378,-1.4245714285714284,1.4245714285714284,1.4245714285714284,True,1.396470435056463,0.31602003529667855,0.3831127222627401,0.23426521562039848,0.0,0.3483856277871877,14.68018056414552,1.873698381241411,23.311709784902632,12.929423002313856,315.4429585672915,1899.755671620369,0.5375620950944722,0.6016178373247385,8
312,1907,-1.424,1.424,1.424,True,1.6968383118022232,0.3025730546191335,0.3085033714771271,0.08956403186544776,0.0,0.16790559283420442,14.669424338123488,2.3810985209420323,19.306583357974887,8.93750951071421,315.8959096297622,2873.744485899806,0.8769487906247377,0.6747346729971468,6
313,536,-1.4226303036513341,1.4226303036513341,1.4223978726717874,True,1.2445872140844598,0.3911008799449939,0.7646888527601059,0.21406874319675318,4.0,0.35430151634822915,0.880734291221211,3.052550610160896,23.072052775305977,13.299002694120158,319.9596970608268,2410.828586373631,0.826991420706364,0.685162735667812,8
314,710,-1.4182857142857144,1.4182857142857144,1.4182857142857144,True,1.714191083430499,0.3530704841541105,0.8471595342495938,0.27938200193731866,0.0,0.5299481326484218,14.576689574353244,4.12300665266393,15.620822686869882,9.86926577095024,316.443814638171,2237.272953166805,0.8165450512244838,0.9007075525180734,6
315,2427,-1.4213449725531078,1.4213449725531078,1.4175162402106398,True,1.7366332276705136,0.33032550297612556,0.45865206102803063,0.25963472829594636,4.0,0.2934935038849711,2.091552558441842,3.216530583135339,14.839627781420116,11.438609478183876,428.16416805989485,1771.7591146225707,0.7215256027909116,0.8493443049844444,6
316,2397,-1.4165714285714286,1.4165714285714286,1.4165714285714286,True,1.2207154377319298,0.2893345261737704,0.43074066359549756,0.15403412491083146,0.0,0.43564165753099615,14.551840348313881,2.637167558321268,24.646471203304827,14.870823590582216,206.0833845430695,1186.3048989325762,0.9034798578359187,0.599338648840785,6
317,2861,-1.4227936393397318,1.4227936393397318,1.4160530817648116,True,1.5831283120817943,0.26550501220084743,0.674377667933198,0.1316321476779802,2.0,0.4370244655474616,3.2379571523490736,2.920950298228001,18.990875842956157,13.135598185327137,382.0882258936763,1073.781982690573,0.922955678952212,0.8634300680621494,6
318,399,-1.413762878621327,1.413762878621327,1.413762878621327,True,1.7450772703312336,0.29863431084901093,0.8215938169509174,0.11502433655783534,0.0,0.6653541911613197,15.548982161977507,3.5842096023261547,12.055449844338,6.377094660225654,296.69818691909313,1866.2592824548483,0.9366577318869531,0.9498327104374766,6
319,2005,-1.4137142857142857,1.4137142857142857,1.4137142857142857,True,1.4703046695431847,0.21024256610816044,0.3877381949884854,0.08642256128802137,0.0,0.17672715852933202,14.506970328367196,3.5061614400896453,21.124933766380284,11.977498036567766,410.8465419937369,1140.4931786889706,0.5667096302555912,0.7354717554953291,6
320,2852,-1.4042857142857144,1.4042857142857144,1.4042857142857144,True,1.1913705932095646,0.3624869433790445,0.5808095735747318,0.1078754299879976,0.0,0.4946307571470737,14.357598748198448,3.5204337839968503,12.55593395613139,5.226769915106892,431.66572310179987,2037.5085103080246,0.745107312675478,0.9517008368857205,6
321,1397,-1.4040000000000001,1.4040000000000001,1.4040000000000001,True,1.6508825944769023,0.2947205454662736,0.34562533188640204,0.20647715397822974,0.0,0.23623628041075811,14.351822310328394,2.052045410618466,18.535082363685003,9.618699978897897,298.6923483919229,1284.9070834521422,0.6907952908265036,0.7111626831085976,8
322,1650,-1.427364618522172,1.427364618522172,1.4002562701934824,True,1.45891273787716,0.30755062026920643,0.6781898716787602,0.2034484092329257,0.0,0.32015675933662335,4.5072603143080165,1.8194162331058714,20.150734692669012,10.302351966595928,426.08488681454133,1071.221955256917,0.785165110203492,0.8533662756066627,6
323,688,-1.3988571428571428,1.3988571428571428,1.3988571428571428,True,1.2362399913650197,0.26063693652798153,0.8649375548953504,0.26062802887743214,0.0,0.34799697588372847,14.27156578515634,2.9716248220804773,15.49514887052402,9.551998213341014,429.53800819814205,1909.5712897346716,0.5454627510511738,0.5283834339266867,6
324,744,-1.3971428571428572,1.3971428571428572,1.3971428571428572,True,1.1380876127146184,0.33118950512260203,0.3356868144124746,0.2567442129179835,0.0,0.3212190099522471,14.241084669734219,1.3293896317481995,18.362954342737794,7.700424000077158,365.6426382251084,1318.0584274232388,0.603220768738538,0.9205029169097543,6
325,2073,-1.3968571428571428,1.3968571428571428,1.3968571428571428,True,1.7011728857371957,0.3767085256054998,0.7936538480222226,0.10858602005988359,0.0,0.5113990562237799,14.240355202316382,1.9021483971737325,23.399220947176218,10.686505885077718,220.94140695407987,2504.18196991086,0.9577618362382054,0.7026740568690002,6
326,2838,-1.3934285714285715,1.3934285714285715,1.3934285714285715,True,1.523062656633556,0.34480938186169185,0.7329102562428402,0.24649096502146273,0.0,0.3201726854401351,14.18236426615685,1.6762564217017388,18.76842840921347,8.585451534191401,319.42780560599874,2070.336399970178,0.7064022189103101,0.6851522326899608,6
327,3091,-1.3934285714285715,1.3934285714285715,1.3934285714285715,True,1.523062656633556,0.30859030891209843,0.6242530737072229,0.1072690251842141,0.0,0.6720076951213181,14.18236426615685,1.9140108162537217,13.059078198857605,8.585451534191401,328.50040132179856,2244.2933805286884,0.8407078441232443,0.9705734443850815,6
328,1622,-1.3928571428571428,1.3928571428571428,1.3928571428571428,True,1.3699793213033322,0.35612021958233364,0.8832655301118943,0.22625997940993342,0.0,0.2266981727543158,14.17312398358894,3.0926556984631475,23.931095297090657,14.817742742807543,401.4591170395618,2279.3597261738746,0.8019491421328719,0.9583471615772207,6
329,3092,-1.3914285714285715,1.3914285714285715,1.3914285714285715,True,1.660907403464988,0.3809447141736746,0.5078407650813461,0.1008896697498858,0.0,0.2678025685675442,14.150337259721304,3.378378378378378,20.452088667079806,9.19310730631615,336.19785057380795,2663.626588881016,0.515081481076777,0.6748058255761862,8
330,3093,-1.3914285714285715,1.3914285714285715,1.3914285714285715,True,1.6305764551023096,0.301834249244737,0.7610169458844416,0.10768230397033816,0.0,0.3733039389332381,14.151265411946753,1.5907823650358035,13.095476397810366,7.1567409802834145,314.60240319064144,2092.9847158599177,0.9916939512803777,0.7398721126696258,6
331,3018,-1.3888571428571428,1.3888571428571428,1.3888571428571428,True,1.4973160432602388,0.3123689362686525,0.5166599487885832,0.08874285516226357,0.0,0.3758779111262037,14.111412393083121,2.595996783513384,23.387483740225434,11.513925165759654,214.55800723920464,1630.5362917482853,0.8264202982329274,0.7752549059017736,8
332,2105,-1.388,1.388,1.388,True,1.47271609250664,0.2988346783618196,0.39800956594625747,0.17274375457194852,0.0,0.28628900920748934,14.097483980436303,2.382704848154475,14.735693594658418,6.965378507293252,448.72972557245646,1263.3950378767945,0.6756332402097003,0.5206336087417411,6
333,2896,-1.388,1.388,1.388,True,0.956003380362317,0.3880689906328917,0.8528019464219745,0.10633863416940319,0.0,0.2878138827268034,14.099223859279473,1.0878746691595833,16.40988779227713,8.178009223442858,207.58074981425654,1679.1337858885527,0.6046342463568158,0.8186078894784152,8
334,2457,-1.386337930592084,1.386337930592084,1.386337930592084,True,1.745874596779905,0.3907354850200858,0.728643943412121,0.23068461531221515,3.0,0.3984586485000392,2.0112853034145655,2.0966823592810444,19.495061910092275,11.50960789437637,331.61879969351185,2946.6681934474996,0.926174865808198,0.6556577797730498,6
335,2935,-1.3794285714285714,1.3794285714285714,1.3794285714285714,True,1.214833508190274,0.3116189855258163,0.4211728962121514,0.2097297233901918,0.0,0.38135032334113644,13.963582112028742,1.463900611050045,14.367301624122536,6.967039135583223,351.42474299000685,2980.335719883442,0.6680717156329776,0.5141821684870012,8
336,950,-1.3774285714285714,1.3774285714285714,1.3774285714285714,True,1.6473129429373796,0.3628399267792702,0.8759548559115562,0.17586607928444462,0.0,0.18849962070139265,13.931688708440626,3.2515366764553373,17.69181364619695,13.649896480642738,312.92402399430216,2523.156857270089,0.6317559099719542,0.6613556569100824,6
337,1108,-1.375142857142857,1.375142857142857,1.375142857142857,True,1.1516163540583104,0.3670664931833744,0.6804482633247972,0.15981537984684108,0.0,0.6880750396974384,13.89337338492087,1.7645885520614684,11.062670927494764,6.124666211131544,295.2569949440658,2792.577177286148,0.9517730874940753,0.8556513194926083,6
338,1213,-1.3778890490381244,1.3778890490381244,1.3743076694723175,True,1.2706397204122233,0.3656996030783926,0.6190702238217733,0.10985637537738079,0.0,0.2041914902138548,5.203542273220288,3.3774088761797465,24.19758693105454,13.477948158581496,419.1263963896304,1227.0607896095357,0.7006994932889938,0.8495916499995603,6
339,5,-1.3708571428571428,1.3708571428571428,1.3708571428571428,True,1.4287579946584246,0.3084847921845445,0.6695058055552009,0.18012817499650252,0.0,0.4802512879522463,13.8242683736905,3.378378378378378,16.804435239173472,12.131914271840685,230.12883867795014,1279.2597831622834,0.5700040167133473,0.7642143043207743,6
340,8,-1.3685714285714285,1.3685714285714285,1.3685714285714285,True,1.6628149404979244,0.22377989243716,0.46106706038117407,0.14744247682392597,0.0,0.29721550373725114,13.790085578557427,2.44618405101708,23.616243877932224,12.479574074866482,315.91621283043037,1023.8716006278992,0.783599519636482,0.5201781536452472,8
341,2632,-1.3677142857142857,1.3677142857142857,1.3677142857142857,True,1.08272570602037,0.32256268806755545,0.6717019183561206,0.22527111830189822,0.0,0.5436520136442036,13.77498763680725,1.6263101054355502,16.772798751480877,12.581503643274619,316.421733237803,2000.729100778699,0.7952128225006163,0.8705014567822218,6
342,164,-1.3659999999999999,1.3659999999999999,1.3659999999999999,True,1.7003574768724166,0.27839867128758483,0.7305741409145379,0.15586430448179564,0.0,0.37063467590791876,13.746790492308216,3.378378378378378,12.82065032653445,9.457589119525718,335.38199903923265,2806.391871677558,0.9453042717344573,0.9410310262429482,6
343,3094,-1.3659999999999999,1.3659999999999999,1.3659999999999999,True,1.574206570092216,0.27839867128758483,0.7437296746698647,0.2608174269127401,0.0,0.23122341093756255,13.746790492308216,3.378378378378378,12.82065032653445,6.139242899242169,385.8293643221259,1257.98449665308,0.9961642726222797,0.630131345271461,6
344,1061,-1.3611195699336678,1.3611195699336678,1.3611195699336678,True,1.5830715129083546,0.3854420986244519,0.709614749615266,0.10766625837308007,1.0,0.4315009380091317,4.978286805573619,2.839311815471945,15.317097794744537,8.313224886603937,314.0092058356394,2711.2089448578945,0.9052853808611252,0.8769413725055286,8
345,2688,-1.359142857142857,1.359142857142857,1.359142857142857,True,0.9752858634825796,0.30640974960985734,0.6263017401809589,0.21283715786025836,0.0,0.2895784014304705,13.640667374726556,2.219979038616077,13.358230963349342,9.249017917789926,225.788324854311,1742.8104342530235,0.9501711225862258,0.8561490815195925,6
346,2093,-1.3537142857142856,1.3537142857142856,1.3537142857142856,True,1.384373447764665,0.30687572579830885,0.686164227873087,0.263119919039309,0.0,0.34478769577257334,13.551431511173156,2.795899168588221,17.729876013472676,13.644587101542717,399.0290854126215,1756.4830835908651,0.655797241255641,0.9391816230490804,8
347,3095,-1.3448571428571428,1.3448571428571428,1.3448571428571428,True,1.4352278448652156,0.2594274310155676,0.5419289858222833,0.2064565166529735,0.0,0.4083934731881733,13.410543331350016,2.164243658290319,24.073853764888327,17.435677347174547,455.54542406695856,2019.26508030744,0.8486888390697349,0.8366172108799219,6
348,850,-1.3368571428571427,1.3368571428571427,1.3368571428571427,True,1.423788325814257,0.2079572846172305,0.5132230205652542,0.22558195961639282,0.0,0.30017432249232906,13.286903473148644,2.151912119253517,15.458694962817246,6.258648035442584,342.18601393554275,1677.030875126496,0.5006971398806024,0.8334605209088337,6
349,3096,-1.3368571428571427,1.3368571428571427,1.3368571428571427,True,1.5424829141557217,0.3752846901316601,0.7182762729004026,0.22558195961639282,0.0,0.20953907906413077,13.286903473148644,1.3775968200418902,15.198390856385231,6.258648035442584,342.18601393554275,2571.549954722454,0.5365379396613633,0.6666846005646583,6
350,2115,-1.3345402700678268,1.3345402700678268,1.3345402700678268,True,1.3375987173233286,0.37355689227581024,0.5622914388540428,0.16834557738155126,0.0,0.6451661499210389,15.039457903314757,3.378378378378378,22.205181753927455,16.76410814741181,245.11889357847184,2414.1472806261527,0.7147529953363576,0.8384804595261812,6
