rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
407,1660,12.296779104874197,-12.296779104874197,-12.296779104874197,True,1.8094748111159171,0.310870419831867,0.5859405119406714,0.2644408552314944,0.0,0.48869052629211474,0.05203590197980158,4.9526566858680425,3.510585677042833,1.9794541165328332,16.0,7.0,13.0,5.5,500.089733270796,2865.242081518653
408,3288,12.296779104874197,-12.296779104874197,-12.296779104874197,True,1.8094748111159171,0.310870419831867,0.5859405119406714,0.2644408552314944,0.0,0.48869052629211474,0.05203590197980158,4.9526566858680425,3.510585677042833,1.9794541165328332,16.0,7.0,13.0,5.5,500.089733270796,2865.242081518653
409,1337,12.342698531253916,-12.342698531253916,-12.342698531253916,True,1.7561865312118135,0.38800873551291937,0.890591808955293,0.13181166274683426,2.0,0.44762473388015667,0.09076766597764084,1.080928081787583,0.4733661617467817,2.006637827338046,22.0,13.0,17.0,12.0,268.6676021724554,2523.528187339003
410,3289,12.342698531253916,-12.342698531253916,-12.342698531253916,True,1.7561865312118135,0.38800873551291937,0.890591808955293,0.13181166274683426,2.0,0.44762473388015667,0.09076766597764084,1.080928081787583,0.4733661617467817,2.006637827338046,22.0,13.0,17.0,12.0,268.6676021724554,2523.528187339003
411,234,12.38132464709619,-12.38132464709619,-12.38132464709619,True,1.6958939982834802,0.33475943887178683,0.6482627239379275,0.12434914694273858,0.0,0.44276102216775914,0.05955972076338872,5.174312708496878,1.2253695519779768,1.79769105200289,20.0,8.0,21.0,13.5,334.47176704602674,2918.1216226215233
412,3290,12.38132464709619,-12.38132464709619,-12.38132464709619,True,1.6958939982834802,0.33475943887178683,0.6482627239379275,0.12434914694273858,0.0,0.44276102216775914,0.05955972076338872,5.174312708496878,1.2253695519779768,1.79769105200289,20.0,8.0,21.0,13.5,334.47176704602674,2918.1216226215233
413,291,12.412884303112877,-12.412884303112877,-12.412884303112877,True,1.3785289356904076,0.26820636845987983,0.4625804514311003,0.15538583750276241,0.0,0.4416901344884906,0.10917097040756205,6.246665782838129,4.682491021140038,2.551999602260384,20.0,15.0,19.0,12.0,377.53901258099916,1934.828076071003
414,3291,12.412884303112877,-12.412884303112877,-12.412884303112877,True,1.3785289356904076,0.26820636845987983,0.4625804514311003,0.15538583750276241,0.0,0.4416901344884906,0.10917097040756205,6.246665782838129,4.682491021140038,2.551999602260384,20.0,15.0,19.0,12.0,377.53901258099916,1934.828076071003
415,3292,12.4199891303041,-12.4199891303041,-12.4199891303041,True,1.6964393975395335,0.39401057037266585,0.7671996425342864,0.28624494203128237,0.0,0.4152189768821719,0.11350558648973769,10.915580294154843,5.313915249830636,2.6535448055328277,20.0,12.0,22.0,13.0,310.6834708293835,2054.2839867317266
416,1849,12.430478757895315,-12.430478757895315,-12.430478757895315,True,1.4867762929455794,0.30211328909355795,0.3562883246855488,0.21876561703160402,1.0,0.22639665805101908,0.0819611817727571,1.179694016183042,0.8226021395233403,2.5042974454500215,18.0,12.0,14.0,8.5,486.6598918013199,2043.0377744297507
417,3293,12.430478757895315,-12.430478757895315,-12.430478757895315,True,1.4867762929455794,0.30211328909355795,0.3562883246855488,0.21876561703160402,1.0,0.22639665805101908,0.0819611817727571,1.179694016183042,0.8226021395233403,2.5042974454500215,18.0,12.0,14.0,8.5,486.6598918013199,2043.0377744297507
418,3294,12.443328891025626,-12.443328891025626,-12.443328891025626,True,1.812959424618434,0.35139124678807415,0.7441201754120437,0.2534870808333448,1.0,0.28350934597048516,0.09051827066031844,4.219235845545548,3.192141558235207,3.127616012050706,20.0,11.0,25.0,12.5,305.3725045949361,1792.8485312484627
419,71,12.457405909620316,-12.457405909620316,-12.457405909620316,True,1.4680246888076098,0.2677948239203526,0.4889677012976202,0.2223367681839281,0.0,0.4009291148900551,0.1144501140754279,5.724394760058317,3.498606381843395,1.7713979649094351,13.0,8.0,20.0,13.0,342.27901114283276,1110.3841392896975
420,3295,12.457405909620316,-12.457405909620316,-12.457405909620316,True,1.4680246888076098,0.2677948239203526,0.4889677012976202,0.2223367681839281,0.0,0.4009291148900551,0.1144501140754279,5.724394760058317,3.498606381843395,1.7713979649094351,13.0,8.0,20.0,13.0,342.27901114283276,1110.3841392896975
421,778,12.464973539483001,-12.464973539483001,-12.464973539483001,True,1.4928790324388304,0.36954283513039,0.7802007117056278,0.17993622001841575,0.0,0.599422139894277,0.07932758304653999,3.6961136069028697,3.132279736736592,1.4735794313892674,14.0,8.5,18.0,12.0,374.64071233560765,2143.8760908132326
422,3296,12.464973539483001,-12.464973539483001,-12.464973539483001,True,1.4928790324388304,0.36954283513039,0.7802007117056278,0.17993622001841575,0.0,0.599422139894277,0.07932758304653999,3.6961136069028697,3.132279736736592,1.4735794313892674,14.0,8.5,18.0,12.0,374.64071233560765,2143.8760908132326
423,539,12.474203683683724,-12.474203683683724,-12.474203683683724,True,1.3430980313818903,0.3592171687485172,0.6668699031695724,0.14747791117160694,0.0,0.5392623360165302,0.09576735739841914,6.013943403747582,5.967502818454342,2.03415409342632,14.0,10.0,13.0,8.0,374.6483299552135,2805.3850002951194
424,3297,12.474203683683724,-12.474203683683724,-12.474203683683724,True,1.3430980313818903,0.3592171687485172,0.6668699031695724,0.14747791117160694,0.0,0.5392623360165302,0.09576735739841914,6.013943403747582,5.967502818454342,2.03415409342632,14.0,10.0,13.0,8.0,374.6483299552135,2805.3850002951194
425,2794,12.479866896567085,-12.479866896567085,-12.479866896567085,True,1.7130373253881555,0.38940304559579797,0.7323859030448636,0.18430721414373621,0.0,0.25457981695085763,0.07423625625440124,7.674593109119527,4.658017932110035,3.0080878060009026,19.0,12.0,22.0,13.0,392.27030361841355,1403.2191144040125
426,3298,12.479866896567085,-12.479866896567085,-12.479866896567085,True,1.7130373253881555,0.38940304559579797,0.7323859030448636,0.18430721414373621,0.0,0.25457981695085763,0.07423625625440124,7.674593109119527,4.658017932110042,3.0080878060009026,19.0,12.0,22.0,13.0,392.27030361841355,1403.2191144040125
427,3299,12.479866896567085,-12.479866896567085,-12.479866896567085,True,1.7130373253881555,0.38940304559579797,0.7323859030448636,0.18430721414373621,0.0,0.25457981695085763,0.07423625625440124,7.674593109119527,4.658017932110035,3.0080878060009026,19.0,12.0,22.0,13.0,392.27030361841355,1403.2191144040125
428,2672,12.487207327164038,-12.487207327164038,-12.487207327164038,True,1.7897087829734841,0.38023662644519185,0.662349037823193,0.28219003846091745,0.0,0.300811939992477,0.09022937488549777,8.720612632908434,7.039726308777269,2.916631247707219,22.0,13.0,20.0,15.0,302.147324865462,1695.3376118859155
429,3300,12.487207327164038,-12.487207327164038,-12.487207327164038,True,1.7897087829734841,0.38023662644519185,0.662349037823193,0.28219003846091745,0.0,0.300811939992477,0.09022937488549777,8.720612632908434,7.039726308777269,2.916631247707219,22.0,13.0,20.0,15.0,302.147324865462,1695.3376118859155
430,2917,12.489740341352194,-12.489740341352194,-12.489740341352194,True,1.4045317437018472,0.38131119140185027,0.5754718936127442,0.23828051133067932,0.0,0.41313052680864926,0.11632223014719784,7.425179824101058,6.4242973512913935,2.0596283237157165,22.0,13.0,18.0,12.0,245.62498333358857,2430.8135933461695
431,3301,12.489740341352194,-12.489740341352194,-12.489740341352194,True,1.4045317437018472,0.38131119140185027,0.5754718936127442,0.23828051133067932,0.0,0.41313052680864926,0.11632223014719784,7.425179824101058,6.4242973512913935,2.0596283237157165,22.0,13.0,18.0,12.0,245.62498333358857,2430.8135933461695
432,37,12.490738439577878,-12.490738439577878,-12.490738439577878,True,1.6315761761398895,0.25950573283475775,0.40250793684472663,0.08841799752569951,1.0,0.1710860406227409,0.10146269943490624,0.5931509028352409,0.34728524462625643,2.210183916830843,18.0,10.0,18.0,12.0,390.20476509538724,1167.8065348820073
433,3302,12.490738439577878,-12.490738439577878,-12.490738439577878,True,1.6315761761398895,0.25950573283475775,0.40250793684472663,0.08841799752569951,1.0,0.1710860406227409,0.10146269943490624,0.5931509028352409,0.34728524462625643,2.210183916830843,18.0,10.0,18.0,12.0,390.20476509538724,1167.8065348820073
434,1719,12.505714610480952,-12.505714610480952,-12.505714610480952,True,1.5241572795048355,0.30545469939708714,0.7727772993966937,0.26918760290647054,0.0,0.3876050315031324,0.0830872057874687,5.186602220392274,4.596176051512963,2.4640379709975613,15.0,7.0,22.0,12.0,630.5331797244689,2287.738031324542
435,3303,12.505714610480952,-12.505714610480952,-12.505714610480952,True,1.5241572795048355,0.30545469939708714,0.7727772993966937,0.26918760290647054,0.0,0.3876050315031324,0.0830872057874687,5.186602220392274,4.596176051512963,2.4640379709975613,15.0,7.0,22.0,12.0,630.5331797244689,2287.738031324542
436,1227,12.575576406842014,-12.575576406842014,-12.575576406842014,True,1.3605529947225006,0.25403409741157723,0.7827267576397228,0.1927020584233105,0.0,0.2650826525537863,0.10377517726001037,1.4802899740471105,1.4334164662553306,2.8015540427151495,21.0,12.0,21.0,13.5,319.515455241047,2568.5192634252508
437,3304,12.575576406842014,-12.575576406842014,-12.575576406842014,True,1.3605529947225006,0.25403409741157723,0.7827267576397228,0.1927020584233105,0.0,0.2650826525537863,0.10377517726001037,1.4802899740471105,1.4334164662553306,2.8015540427151495,21.0,12.0,21.0,13.5,319.515455241047,2568.5192634252508
438,1691,12.605186846690646,-12.605186846690646,-12.605186846690646,True,1.3404368744259707,0.3785371526310346,0.5904780403376093,0.285265685508168,0.0,0.5552879340207271,0.09158566793858887,9.133188319452778,7.150313745357479,2.712493091801706,14.0,8.5,22.0,10.0,447.97579852924633,2610.876379159334
439,3305,12.605186846690646,-12.605186846690646,-12.605186846690646,True,1.3404368744259707,0.3785371526310346,0.5904780403376093,0.285265685508168,0.0,0.5552879340207271,0.09158566793858887,9.133188319452778,7.150313745357479,2.712493091801706,14.0,8.5,22.0,10.0,447.97579852924633,2610.876379159334
440,2329,12.606254377614828,-12.606254377614828,-12.606254377614828,True,1.7723995181002938,0.29712369810789824,0.31621396243572236,0.2535171140337644,1.0,0.36152231543473895,0.040050310191672295,3.431504871996637,2.9519516112825315,2.6914547003899205,13.0,8.0,21.0,12.0,497.4541093688458,1432.946803048253
441,3306,12.606254377614828,-12.606254377614828,-12.606254377614828,True,1.7723995181002938,0.29712369810789824,0.31621396243572236,0.2535171140337644,1.0,0.36152231543473895,0.040050310191672295,3.431504871996637,2.9519516112825315,2.6914547003899205,13.0,8.0,21.0,12.0,497.4541093688458,1432.946803048253
442,3066,12.624813727787023,-12.624813727787023,-12.624813727787023,True,1.3583837919157091,0.34314097040884783,0.6447657380738913,0.2596709274713516,0.0,0.5424623817533254,0.07372417117636651,7.813926077836449,6.740608438690863,2.340783988301818,20.0,11.0,25.0,12.5,292.0383454994204,1340.6716178933295
443,3307,12.624813727787023,-12.624813727787023,-12.624813727787023,True,1.3583837919157091,0.34314097040884783,0.6447657380738913,0.2596709274713516,0.0,0.5424623817533254,0.07372417117636651,7.813926077836449,6.740608438690863,2.340783988301818,20.0,11.0,25.0,12.5,292.0383454994204,1340.6716178933295
444,3308,12.624813727787041,-12.624813727787041,-12.624813727787041,True,1.3583837919157091,0.3431409704088478,0.6447657380738913,0.2596709274713516,0.0,0.5424623817533254,0.07372417117636651,7.813926077836456,6.740608438690863,2.340783988301818,20.0,11.0,25.0,12.5,292.0383454994204,1340.6716178933295
445,2872,12.649064367556212,-12.649064367556212,-12.649064367556212,True,1.4345816292211768,0.3616047867598803,0.6676644466241304,0.24572096444154187,0.0,0.2568602103298918,0.1194854214799507,3.18453280172492,1.7360970406125702,2.6527293774345937,22.0,12.0,18.0,10.0,487.8370134872084,2437.089528282754
446,3309,12.649064367556212,-12.649064367556212,-12.649064367556212,True,1.4345816292211768,0.3616047867598803,0.6676644466241304,0.24572096444154187,0.0,0.2568602103298918,0.1194854214799507,3.18453280172492,1.7360970406125702,2.6527293774345937,22.0,12.0,18.0,10.0,487.8370134872084,2437.089528282754
447,3310,12.649064367556223,-12.649064367556223,-12.649064367556223,True,1.4345816292211768,0.3616047867598803,0.6676644466241304,0.24572096444154187,0.0,0.2568602103298918,0.1194854214799507,3.1845328017249273,1.7360970406125702,2.6527293774345937,22.0,12.0,18.0,10.0,487.8370134872084,2437.089528282754
448,2878,12.676790754360487,-12.676790754360487,-12.676790754360487,True,1.3036690318909585,0.34787418492179223,0.8064398866833753,0.1425407428768139,0.0,0.2102446339995842,0.08873987996199935,4.712678671747604,4.635940886499142,1.85058880249352,20.0,12.0,18.0,10.0,301.94589208151257,1737.8499062973424
449,3311,12.676790754360487,-12.676790754360487,-12.676790754360487,True,1.3036690318909585,0.34787418492179223,0.8064398866833753,0.1425407428768139,0.0,0.2102446339995842,0.08873987996199935,4.712678671747604,4.635940886499142,1.85058880249352,20.0,12.0,18.0,10.0,301.94589208151257,1737.8499062973424
450,97,12.691971378244862,-12.691971378244862,-12.691971378244862,True,1.5168308989339525,0.28530057614878057,0.7194646064393512,0.13161546834371834,0.0,0.33486335286844376,0.09387890016713231,8.651829551185529,4.907270245762888,2.5524871277031296,17.0,12.0,22.0,13.0,402.04898912785455,2599.3665288885054
451,3312,12.691971378244862,-12.691971378244862,-12.691971378244862,True,1.5168308989339525,0.28530057614878057,0.7194646064393512,0.13161546834371834,0.0,0.33486335286844376,0.09387890016713231,8.651829551185529,4.907270245762888,2.5524871277031296,17.0,12.0,22.0,13.0,402.04898912785455,2599.3665288885054
452,2911,12.72028836531845,-12.72028836531845,-12.72028836531845,True,1.6341277944233177,0.22036877959401335,0.40766666900364024,0.23885086474885509,0.0,0.20384019267838854,0.12391705330688788,11.62761901907416,9.903498810794858,3.2272258837215304,18.0,12.0,16.0,12.0,315.7277144870417,1939.2269686603752
453,3313,12.72028836531845,-12.72028836531845,-12.72028836531845,True,1.6341277944233177,0.22036877959401335,0.40766666900364024,0.23885086474885509,0.0,0.20384019267838854,0.12391705330688788,11.62761901907416,9.903498810794858,3.2272258837215304,18.0,12.0,16.0,12.0,315.7277144870417,1939.2269686603752
454,3314,12.720288365318453,-12.720288365318453,-12.720288365318453,True,1.6341277944233177,0.22036877959401335,0.40766666900364024,0.23885086474885509,0.0,0.20384019267838857,0.12391705330688788,11.627619019074167,9.903498810794858,3.2272258837215304,18.0,12.0,16.0,12.0,315.7277144870417,1939.2269686603752
455,798,12.754184592221673,-12.754184592221673,-12.754184592221673,True,1.0127658098053125,0.368577837546852,0.5444921763762554,0.2836987503477085,0.0,0.3501978561784796,0.11921659510200841,2.8671212010801455,0.7715788672413737,2.8619044612524895,13.0,10.0,18.0,10.0,519.1886519424203,2129.7387471228803
456,3315,12.754184592221673,-12.754184592221673,-12.754184592221673,True,1.0127658098053125,0.368577837546852,0.5444921763762554,0.2836987503477085,0.0,0.3501978561784796,0.11921659510200841,2.8671212010801455,0.7715788672413737,2.8619044612524895,13.0,10.0,18.0,10.0,519.1886519424203,2129.7387471228803
457,267,12.760209286812845,-12.760209286812845,-12.760209286812845,True,1.458480798662417,0.36344145069825984,0.6910469943686915,0.11817081375922431,0.0,0.1541293079207583,0.11818150016987626,8.190912058691168,1.933280005772943,2.8382223897166967,14.0,10.0,20.0,15.0,323.67463809414846,2488.891081600614
458,3316,12.760209286812845,-12.760209286812845,-12.760209286812845,True,1.458480798662417,0.36344145069825984,0.6910469943686915,0.11817081375922431,0.0,0.1541293079207583,0.11818150016987626,8.190912058691168,1.933280005772943,2.8382223897166967,14.0,10.0,20.0,15.0,323.67463809414846,2488.891081600614
459,3317,12.79738733193209,-12.79738733193209,-12.79738733193209,True,1.706364665720277,0.36534066885496425,0.6380281852140327,0.2511822550094988,0.0,0.4210087503355156,0.07004468894576002,8.27425226688512,5.048168498131453,1.6460124278390729,21.0,13.5,17.0,12.0,228.26471623002774,1393.313365504818
460,818,12.800524373790758,-12.800524373790758,-12.800524373790758,True,1.6351757102157103,0.3946123981822409,0.572937197234777,0.19748809202262652,1.0,0.4500056771829675,0.05775509379856082,1.2473591330163742,1.0370289842261755,1.51394252845736,10.0,6.0,16.0,12.0,525.7635526023835,1938.9135782441904
461,3318,12.800524373790758,-12.800524373790758,-12.800524373790758,True,1.6351757102157103,0.3946123981822409,0.572937197234777,0.19748809202262652,1.0,0.4500056771829675,0.05775509379856082,1.2473591330163742,1.0370289842261755,1.51394252845736,10.0,6.0,16.0,12.0,525.7635526023835,1938.9135782441904
462,372,12.801536705728028,-12.801536705728028,-12.801536705728028,True,1.483645627396724,0.28522581144309767,0.6866801483138109,0.1446891345338744,0.0,0.5361808843864981,0.07271292240148627,7.538421135087397,3.250617842544777,1.9617349121198813,17.0,10.0,20.0,13.0,330.88845969478825,2201.6476702038512
463,3319,12.801536705728028,-12.801536705728028,-12.801536705728028,True,1.483645627396724,0.28522581144309767,0.6866801483138109,0.1446891345338744,0.0,0.5361808843864981,0.07271292240148627,7.538421135087397,3.250617842544777,1.9617349121198813,17.0,10.0,20.0,13.0,330.88845969478825,2201.6476702038512
464,1980,12.83797877386989,-12.83797877386989,-12.83797877386989,True,1.805148364810416,0.3412351929576301,0.4505710253418951,0.10653933128480052,0.0,0.4641243889725523,0.08611701644146583,10.201716677585608,0.8206297540807199,2.73091681519675,21.0,12.0,20.0,15.0,312.88269993084555,1697.1029715984682
465,3320,12.83797877386989,-12.83797877386989,-12.83797877386989,True,1.805148364810416,0.3412351929576301,0.4505710253418951,0.10653933128480052,0.0,0.4641243889725523,0.08611701644146583,10.201716677585608,0.8206297540807199,2.73091681519675,21.0,12.0,20.0,15.0,312.88269993084555,1697.1029715984682
466,2181,12.84910424368902,-12.84910424368902,-12.84910424368902,True,1.7549264029271934,0.25425887181763884,0.7569076299693718,0.17968270905839412,0.0,0.5278730126176261,0.08075411385789534,2.506386729050128,0.6464022390015813,1.3840572095511756,20.0,15.0,20.0,13.0,305.57012318367896,1797.7569624115238
467,3321,12.84910424368902,-12.84910424368902,-12.84910424368902,True,1.7549264029271934,0.25425887181763884,0.7569076299693718,0.17968270905839412,0.0,0.5278730126176261,0.08075411385789534,2.506386729050128,0.6464022390015813,1.3840572095511756,20.0,15.0,20.0,13.0,305.57012318367896,1797.7569624115238
468,1933,12.864313522418115,-12.864313522418115,-12.864313522418115,True,1.7582881840826614,0.32424015716147997,0.5253598148739926,0.20277232788290744,0.0,0.34100127485431725,0.1136669700520113,2.975281781077719,2.86759369986391,1.5200923031822189,16.0,8.0,20.0,13.0,527.3014830056003,2596.8651678413153
469,3322,12.864313522418115,-12.864313522418115,-12.864313522418115,True,1.7582881840826614,0.32424015716147997,0.5253598148739926,0.20277232788290744,0.0,0.34100127485431725,0.1136669700520113,2.975281781077719,2.86759369986391,1.5200923031822189,16.0,8.0,20.0,13.0,527.3014830056003,2596.8651678413153
470,411,12.889623339673692,-12.889623339673692,-12.889623339673692,True,1.4997360930021575,0.3152836163611972,0.401813146939196,0.1646403501723082,1.0,0.5321855932697577,0.053169584548326,2.1616466332535182,2.0093947637641705,1.8296196106919647,14.0,8.5,20.0,11.0,337.1739832006717,1098.343326099193
471,3323,12.889623339673692,-12.889623339673692,-12.889623339673692,True,1.4997360930021575,0.3152836163611972,0.401813146939196,0.1646403501723082,1.0,0.5321855932697577,0.053169584548326,2.1616466332535182,2.0093947637641705,1.8296196106919647,14.0,8.5,20.0,11.0,337.1739832006717,1098.343326099193
472,469,12.891750273035345,-12.891750273035345,-12.891750273035345,True,1.33238789648207,0.31103032976388933,0.5987603731872859,0.10072969472532155,0.0,0.49289929185008863,0.12020846601920201,4.332233756057029,4.301246623894372,2.775769047237731,20.0,13.0,20.0,15.0,439.9133904867773,2246.9877824076975
473,3324,12.891750273035345,-12.891750273035345,-12.891750273035345,True,1.33238789648207,0.31103032976388933,0.5987603731872859,0.10072969472532155,0.0,0.49289929185008863,0.12020846601920201,4.332233756057029,4.301246623894372,2.775769047237731,20.0,13.0,20.0,15.0,439.9133904867773,2246.9877824076975
474,66,12.905728623255172,-12.905728623255172,-12.905728623255172,True,1.4842057401201378,0.26820170167407353,0.6921933318850909,0.12432360824207142,0.0,0.3453187880352089,0.10872808005831631,7.1731473144216125,3.0724060852547765,2.081397957741029,14.0,10.0,20.0,15.0,425.34474770064776,1840.6519261436479
475,3325,12.905728623255172,-12.905728623255172,-12.905728623255172,True,1.4842057401201378,0.26820170167407353,0.6921933318850909,0.12432360824207142,0.0,0.3453187880352089,0.10872808005831631,7.1731473144216125,3.0724060852547765,2.081397957741029,14.0,10.0,20.0,15.0,425.34474770064776,1840.6519261436479
476,2601,12.928336492469374,-12.928336492469374,-12.928336492469374,True,1.7634050332254694,0.3434281699089402,0.8219018245530835,0.27842846123192383,0.0,0.24330239554966596,0.08130427370637651,6.710666951197119,5.9858808440527795,2.665076527298143,20.0,15.0,20.0,11.0,415.2905262230855,1523.046151814954
477,3326,12.928336492469374,-12.928336492469374,-12.928336492469374,True,1.7634050332254694,0.3434281699089402,0.8219018245530835,0.27842846123192383,0.0,0.24330239554966596,0.08130427370637651,6.710666951197119,5.9858808440527795,2.665076527298143,20.0,15.0,20.0,11.0,415.2905262230855,1523.046151814954
478,1882,12.932751726999829,-12.932751726999829,-12.932751726999829,True,1.7206217170674685,0.3951354828396981,0.6664487214758993,0.15099613996222616,0.0,0.3923909294217711,0.08551457835073564,7.177094772764278,6.787095514738027,2.2731409678990775,12.0,8.0,16.0,10.0,587.0382976059151,2914.3889109047605
479,3327,12.932751726999829,-12.932751726999829,-12.932751726999829,True,1.7206217170674685,0.3951354828396981,0.6664487214758993,0.15099613996222616,0.0,0.3923909294217711,0.08551457835073564,7.177094772764278,6.787095514738027,2.2731409678990775,12.0,8.0,16.0,10.0,587.0382976059151,2914.3889109047605
480,2664,13.017157616976759,-13.017157616976759,-13.017157616976759,True,1.752374700609482,0.3565153403323169,0.7352349976434115,0.12496864067068138,0.0,0.28757394224721544,0.08865856747306802,8.511336066386022,5.822020790473047,1.8456943605721958,24.0,12.0,20.0,13.0,264.81826973671116,1934.1168326901875
481,3328,13.017157616976759,-13.017157616976759,-13.017157616976759,True,1.752374700609482,0.3565153403323169,0.7352349976434115,0.12496864067068138,0.0,0.28757394224721544,0.08865856747306802,8.511336066386022,5.822020790473047,1.8456943605721958,24.0,12.0,20.0,13.0,264.81826973671116,1934.1168326901875
482,904,13.024565933072527,-13.024565933072527,-13.024565933072527,True,1.5726657077123813,0.22236105731060873,0.3992037228761686,0.08071887469785687,0.0,0.4363705453072552,0.14441186686704838,5.176332158956107,4.005566850074118,2.9863838493066477,11.0,7.0,17.0,10.0,430.74846878741073,1655.888387521698
483,3329,13.024565933072527,-13.024565933072527,-13.024565933072527,True,1.5726657077123813,0.22236105731060873,0.3992037228761686,0.08071887469785687,0.0,0.4363705453072552,0.14441186686704838,5.176332158956107,4.005566850074118,2.9863838493066477,11.0,7.0,17.0,10.0,430.74846878741073,1655.888387521698
484,1870,13.027888167586074,-13.027888167586074,-13.027888167586074,True,1.4190862158288133,0.3068650430695115,0.622799426532687,0.16081948426817985,0.0,0.32992377320110555,0.11141053013230774,10.66520997592297,0.7749047231461788,2.668247356563408,16.0,8.0,20.0,13.0,422.0693178645911,1836.505922633856
485,3330,13.027888167586074,-13.027888167586074,-13.027888167586074,True,1.4190862158288133,0.3068650430695115,0.622799426532687,0.16081948426817985,0.0,0.32992377320110555,0.11141053013230774,10.66520997592297,0.7749047231461788,2.668247356563408,16.0,8.0,20.0,13.0,422.0693178645911,1836.505922633856
486,2953,13.04215534384311,-13.04215534384311,-13.04215534384311,True,1.5357409704186022,0.3261100832857886,0.45078484285622833,0.22199561193782602,0.0,0.5624098654098808,0.07793207395627463,6.2936313490979074,1.0028051755532559,2.1642869234092896,17.0,10.0,22.0,13.0,385.0398883491827,1400.2655335058143
487,3331,13.04215534384311,-13.04215534384311,-13.04215534384311,True,1.5357409704186022,0.3261100832857886,0.45078484285622833,0.22199561193782602,0.0,0.5624098654098808,0.07793207395627463,6.2936313490979074,1.0028051755532559,2.1642869234092896,17.0,10.0,22.0,13.0,385.0398883491827,1400.2655335058143
488,1879,13.083176588606783,-13.083176588606783,-13.083176588606783,True,1.6889659048487402,0.37054133725970156,0.6036057593831038,0.1620319574649054,0.0,0.28011996793193283,0.10631324035986864,17.676598387941617,5.208803780120512,3.1049636722131293,13.0,8.0,18.0,12.0,569.8985000806101,2134.3895317361794
489,3332,13.083176588606783,-13.083176588606783,-13.083176588606783,True,1.6889659048487402,0.37054133725970156,0.6036057593831038,0.1620319574649054,0.0,0.28011996793193283,0.10631324035986864,17.676598387941617,5.208803780120512,3.1049636722131293,13.0,8.0,18.0,12.0,569.8985000806101,2134.3895317361794
490,198,13.084025783491157,-13.084025783491157,-13.084025783491157,True,1.786978872464698,0.252765784747667,0.3538827066887553,0.09791542286099346,0.0,0.34335801860484977,0.1139569145558514,14.568486913162758,11.732183686259575,2.030449011683693,20.0,15.0,21.0,13.5,254.17943539514266,2073.8142684372465
491,3333,13.084025783491157,-13.084025783491157,-13.084025783491157,True,1.786978872464698,0.252765784747667,0.3538827066887553,0.09791542286099346,0.0,0.34335801860484977,0.1139569145558514,14.568486913162761,11.732183686259575,2.030449011683693,20.0,15.0,21.0,13.5,254.17943539514266,2073.8142684372465
492,3334,13.084025783491157,-13.084025783491157,-13.084025783491157,True,1.786978872464698,0.252765784747667,0.3538827066887553,0.09791542286099346,0.0,0.34335801860484977,0.1139569145558514,14.568486913162758,11.732183686259575,2.030449011683693,20.0,15.0,21.0,13.5,254.17943539514266,2073.8142684372465
493,416,13.086925715528665,-13.086925715528665,-13.086925715528665,True,1.2077333752052932,0.22589890997856854,0.6532749098890329,0.12431475208783445,0.0,0.5117978842890796,0.09926620442890091,3.344250774853869,2.249193689984274,2.294828448216132,15.0,10.0,19.0,10.0,365.27325170802277,2259.620952945213
494,3335,13.086925715528665,-13.086925715528665,-13.086925715528665,True,1.2077333752052932,0.22589890997856854,0.6532749098890329,0.12431475208783445,0.0,0.5117978842890796,0.09926620442890091,3.344250774853869,2.249193689984274,2.294828448216132,15.0,10.0,19.0,10.0,365.27325170802277,2259.620952945213
495,2448,13.088274325277668,-13.088274325277668,-13.088274325277668,True,1.812814675892837,0.3138104040958642,0.6310648462881437,0.23413954359543432,0.0,0.45884073711395107,0.07343746488401105,10.750560901962764,0.312513995264176,1.8670150683484077,19.0,10.0,22.0,10.0,291.9145739145977,1719.156869576323
496,3336,13.088274325277668,-13.088274325277668,-13.088274325277668,True,1.812814675892837,0.3138104040958642,0.6310648462881437,0.23413954359543432,0.0,0.45884073711395107,0.07343746488401105,10.750560901962764,0.312513995264176,1.8670150683484077,19.0,10.0,22.0,10.0,291.9145739145977,1719.156869576323
497,2713,13.100514764947842,-13.100514764947842,-13.100514764947842,True,1.6027025778046713,0.3400232106186691,0.7449575090327465,0.254574750262581,0.0,0.5852589573226956,0.07886682267576507,5.1438652516078776,2.164790864443148,2.5407174786176054,21.0,13.0,19.0,10.0,395.5573487037276,2988.5948169976473
498,3337,13.100514764947842,-13.100514764947842,-13.100514764947842,True,1.6027025778046713,0.3400232106186691,0.7449575090327465,0.254574750262581,0.0,0.5852589573226955,0.07886682267576507,5.1438652516078776,2.164790864443148,2.5407174786176054,21.0,13.0,19.0,10.0,395.5573487037276,2988.5948169976473
499,3338,13.100514764947842,-13.100514764947842,-13.100514764947842,True,1.6027025778046713,0.3400232106186691,0.7449575090327465,0.254574750262581,0.0,0.5852589573226956,0.07886682267576507,5.1438652516078776,2.164790864443148,2.5407174786176054,21.0,13.0,19.0,10.0,395.5573487037276,2988.5948169976473
