rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
17,2847,-4.951945187936118,4.951945187936118,4.951945187936118,True,1.605269609722936,0.3285486975004041,0.7041285345443282,0.20178099064156413,0.0,0.34177441435083744,0.05238119243909033,2.361911523795804,1.057242644873348,2.3191137983319825,15.0,10.0,16.0,12.0,276.8180470340665,1881.9145734950548
18,3081,-4.951945187936118,4.951945187936118,4.951945187936118,True,1.605269609722936,0.3285486975004041,0.7041285345443282,0.20178099064156413,0.0,0.34177441435083744,0.05238119243909033,2.361911523795804,1.057242644873348,2.3191137983319825,15.0,10.0,16.0,12.0,276.8180470340665,1881.9145734950548
19,87,-4.9211486707507675,4.9211486707507675,4.9211486707507675,True,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
20,3082,-4.9211486707507675,4.9211486707507675,4.9211486707507675,True,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
21,128,-4.917051632323802,4.917051632323802,4.917051632323802,True,1.6065506959289957,0.2789907818968204,0.626140149586611,0.08693981900159853,0.0,0.4458754657956523,0.045673308203573695,2.28561776685806,1.685440169119154,1.5263028442746336,16.0,12.0,20.0,13.0,289.0609519401907,2965.251812711358
22,3083,-4.917051632323802,4.917051632323802,4.917051632323802,True,1.6065506959289957,0.2789907818968204,0.626140149586611,0.08693981900159853,0.0,0.4458754657956523,0.045673308203573695,2.28561776685806,1.685440169119154,1.5263028442746336,16.0,12.0,20.0,13.0,289.0609519401907,2965.251812711358
23,2684,-4.772200044973917,4.772200044973917,4.772200044973917,True,1.7478671732242692,0.3244204634651767,0.5035257991012982,0.13845747003899245,0.0,0.2519977362057457,0.09243830594962603,1.095697887893067,1.0132485944931204,2.5680642067953388,22.0,13.0,20.0,15.0,217.47537873053915,1466.75158390047
24,3084,-4.772200044973917,4.772200044973917,4.772200044973917,True,1.7478671732242692,0.3244204634651767,0.5035257991012982,0.13845747003899245,0.0,0.2519977362057457,0.09243830594962603,1.095697887893067,1.0132485944931204,2.5680642067953388,22.0,13.0,20.0,15.0,217.47537873053915,1466.75158390047
25,1536,-4.710807685641662,4.710807685641662,4.710807685641662,True,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
26,3085,-4.710807685641662,4.710807685641662,4.710807685641662,True,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
27,2048,-4.685537014362161,4.685537014362161,4.685537014362161,True,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
28,3086,-4.685537014362161,4.685537014362161,4.685537014362161,True,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
29,308,-4.638193989796583,4.638193989796583,4.638193989796583,True,1.6919371142052038,0.2660398914937508,0.41776992141010616,0.17406189832746674,0.0,0.3482386754561215,0.08515514613153727,0.7416219525888721,0.05806404193923953,2.8311865304189805,17.0,12.0,20.0,13.0,231.76145244857724,2274.3039182916027
30,3087,-4.638193989796583,4.638193989796583,4.638193989796583,True,1.6919371142052038,0.2660398914937508,0.41776992141010616,0.17406189832746674,0.0,0.3482386754561215,0.08515514613153727,0.7416219525888721,0.05806404193923953,2.8311865304189805,17.0,12.0,20.0,13.0,231.76145244857724,2274.3039182916027
31,2472,-4.618414769545854,4.618414769545854,4.618414769545854,True,1.7022678619926332,0.3381535304083153,0.5845120886401793,0.21699708312605523,0.0,0.5210468714544219,0.015405288479479903,0.4582606618705114,0.4258477809363299,2.2807200471314286,16.0,12.0,16.0,10.0,562.8909697471614,2958.8177503747793
32,3088,-4.618414769545854,4.618414769545854,4.618414769545854,True,1.7022678619926332,0.3381535304083153,0.5845120886401793,0.21699708312605523,0.0,0.5210468714544219,0.015405288479479903,0.4582606618705114,0.4258477809363299,2.2807200471314286,16.0,12.0,16.0,10.0,562.8909697471614,2958.8177503747793
33,1591,-3.6878445518319216,3.6878445518319216,3.6878445518319216,True,1.4179064858086408,0.2800260984363827,0.7321991265489797,0.16622081892564894,0.0,0.4197190460866119,0.10954613389861606,3.2428677931498555,1.7956640974789906,2.371235326997712,20.0,15.0,19.0,12.0,284.90294601741084,1077.7840368734269
34,3089,-3.6878445518319216,3.6878445518319216,3.6878445518319216,True,1.4179064858086408,0.2800260984363827,0.7321991265489797,0.16622081892564894,0.0,0.4197190460866119,0.10954613389861606,3.2428677931498555,1.7956640974789906,2.371235326997712,20.0,15.0,19.0,12.0,284.90294601741084,1077.7840368734269
