score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
-4.631878261927244,4.631878261927244,89,1.8012636061436733,0.26014815975539163,0.7381332228176487,0.27839567778688307,0.0,0.46220843477610046,0.14099909443574346,5.808985388307562,4.511115535839302,1.6732132644196631,15.0,10.0,19.0,10.0,330.41580228369395,1705.19905513601
-4.685447811712364,4.685447811712364,99,1.4412381483350853,0.30663241711311295,0.7213572450798479,0.26307660045195497,0.0,0.3433671372512188,0.07192283619315104,5.644024800475393,3.8765329487636677,2.266020593966191,19.0,10.0,18.0,12.0,261.2422621770786,1945.548407317851
-4.730481734791731,4.730481734791731,19,1.4996184015754774,0.337108091119243,0.8240708906203509,0.11937531055882572,1.0,0.205267393406108,0.07626611734805629,0.9426997586992769,0.7073631003822172,2.8764073016306435,16.0,12.0,17.0,12.0,487.8484370186925,1104.8272089087943
-4.808951024629512,4.808951024629512,66,1.6092860576988104,0.20924205336668503,0.4833124214410873,0.10520949994269686,0.0,0.5006200579382967,0.09419482188048656,4.616546809931904,4.1662535444738396,2.9057939918410307,14.0,10.0,20.0,15.0,359.5851720554313,2963.4034030561825
-4.8788579533526395,4.8788579533526395,71,1.5333699515793506,0.31533929985016584,0.46809447929263115,0.09715543019507344,0.0,0.41958781045604554,0.052345575686396,4.829251687027174,1.4485086687915043,1.5813126015122,17.0,10.0,18.0,12.0,293.6740477066271,1866.516375189057
-5.007562904017513,5.007562904017513,67,1.6106726182452202,0.1964515642110567,0.3914688497650409,0.11956966343606132,0.0,0.4119286200679109,0.10059973772903048,3.887550228895819,3.7103256222961747,3.0056966015217803,16.0,12.0,22.0,13.0,330.89042830629114,1544.9738093919998
-5.046323744360027,5.046323744360027,95,1.4124123779644364,0.29177521011391794,0.5664266959230557,0.22820808273986423,0.0,0.49328396772503574,0.10017852991661057,5.875523731235646,4.942450463793648,3.041360266005187,20.0,13.0,22.0,13.0,255.10985737673673,1578.93141473249
-5.160555065497647,5.160555065497647,57,1.6571751240394055,0.3535019018633129,0.7554099153417425,0.29663810656253037,0.0,0.33561107003087715,0.0587683519966779,6.250243717235676,2.8419050953644884,3.091053425022734,18.0,12.0,22.0,13.0,314.5412115473454,1332.9419479816029
-5.2580519687613565,5.2580519687613565,58,1.4124123779644364,0.3988786024852353,0.7676814819364174,0.16366788648731714,0.0,0.18896707218828665,0.10017852991661057,1.9600103118847727,1.7755641333172676,3.0671249436516272,20.0,13.0,22.0,12.0,235.0525706420812,1578.93141473249
-5.276377516916087,5.276377516916087,96,1.5858220361032145,0.2377713518337335,0.7464990914572704,0.16016730667481327,0.0,0.22817825383096893,0.08230516631082321,4.613905157346743,3.2968680163962034,3.316402935029756,20.0,12.0,20.0,13.0,253.9578751362996,1618.761114560137
-5.368253546354732,5.368253546354732,57,1.6234555995069084,0.32499532171045536,0.5678710410115473,0.127819276630913,0.0,0.5052490060098092,0.04784799159977104,3.2751186887985355,2.602221390093561,1.8159343509359176,21.0,13.5,18.0,10.0,270.9645675198745,1717.163967797806
-5.368253546354732,5.368253546354732,95,1.6234555995069084,0.32499532171045536,0.5678710410115473,0.127819276630913,0.0,0.5052490060098092,0.04784799159977103,3.2751186887985355,2.602221390093554,1.8159343509359176,21.0,13.5,18.0,10.0,270.9645675198745,1717.163967797806
-5.401838237411343,5.401838237411343,75,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
-5.435942975845,5.435942975845,21,1.745521619870141,0.3321152546256781,0.42186192646622656,0.2918204852379858,4.0,0.2588126602191478,0.018079508641455327,0.5215768428604193,0.19338100110683598,3.1109251514882654,15.0,10.0,16.0,12.0,304.40066042356193,2617.6781691610813
-5.466617788496788,5.466617788496788,67,1.510225277544367,0.23638064790299268,0.5160513161004308,0.2064400380598178,1.0,0.4428789136373674,0.11319735318505617,1.669066774279301,1.3573097587852274,2.072949996469794,17.0,10.0,19.0,10.0,266.5976241696626,1854.5693044734942
-5.484820636231072,5.484820636231072,99,1.3828386930868304,0.3657005493731888,0.7099387804043136,0.14792946057688441,0.0,0.18867066925511752,0.08434204569835999,3.861934439753682,3.2353450451957855,2.669289225706052,21.0,13.0,22.0,12.0,317.00075169305114,1997.0499031099494
