generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
58,5,32768,684.5370454999938,47.8688483193278,513.4027841249954,nan,0.935546875,7.2080464575349925,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027546,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
59,5,33280,713.590217799996,46.637410617262226,515.9806190246126,nan,0.951171875,8.255458889601638,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027546,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
60,5,33792,734.1567402999935,46.02831813025622,511.685000815147,nan,0.95703125,8.950373230157178,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027546,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
61,0,34816,796.2775330000004,43.72344886942827,515.2384037058827,nan,0.951171875,8.253544305731898,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
62,0,35328,808.0609196000005,43.71947602352527,503.57419627246406,nan,0.95703125,8.280060911815754,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
63,0,35840,824.9983921999956,43.44250890529214,494.9990353199973,nan,0.96484375,9.847789695720225,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
64,0,36352,836.6075847000029,43.45167395659624,483.11142215070595,nan,0.970703125,9.879173166932846,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
65,0,36864,847.787557100004,43.48259147149946,470.99308727778003,nan,0.982421875,11.113284316178163,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
66,0,37376,864.9375642999948,43.21236762360862,462.08993161232604,nan,0.986328125,12.85540812575023,-4.9211486707507675,4.9211486707507675,5.5974094524100995,1.4591952393773735,0.2853713083476249,0.580460197014299,0.13003899668265673,0.0,0.3981889590886095,0.08074625722969464,2.090097353196974,1.997784939055748,2.123673445439258,15.0,10.0,22.0,12.0,301.272675378676,1122.2734356631113
67,0,37888,888.8199660999962,42.627305241855275,456.42106367297106,nan,0.990234375,12.885970614698808,-5.396849599688652,5.396849599688652,5.5974094524100995,1.406652922842622,0.34020922121262676,0.567853649962652,0.0892358241654255,0.0,0.48388556227505153,0.0805899595460716,5.298861621382763,2.8410656708179545,2.916108348166104,14.0,10.0,22.0,13.0,347.4616804085232,1268.0779134775298
