generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
68,1,38912,941.6430274000013,41.323515247005105,446.04143403157957,nan,0.91796875,5.1540607224313995,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
69,1,39424,946.6756009999954,41.644677393560706,430.30709136363424,nan,0.923828125,5.335659565708165,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
70,1,39936,951.6615535000019,41.96449867405505,414.82683101282134,nan,0.927734375,5.528133507885608,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
71,1,40448,956.4077880999976,42.29158367724516,399.51211401645463,nan,0.9375,5.5584858517647415,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
72,1,40960,962.8923909000005,42.53850210792021,385.1569563600002,nan,0.9453125,5.783936322822028,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
73,1,41472,968.6903807999915,42.81244123199655,370.7333556148116,nan,0.947265625,6.014699170028787,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
74,1,41984,974.3306174000027,43.09009616472295,356.462421000001,nan,0.94921875,6.272813713552776,2.533544273555245,-2.533544273555245,5.5974094524100995,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
75,2,43008,1018.0047936000046,42.24734526829619,339.33493120000156,nan,0.890625,4.237709606759211,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
76,2,43520,1026.705493500005,42.388007345360315,326.1299802882369,nan,0.904296875,4.368626710268708,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
77,2,44032,1036.8499477000005,42.46708995614485,313.4662632581397,nan,0.912109375,4.602707587519087,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
78,2,44544,1044.1925828999956,42.65879755273656,300.05533991379184,nan,0.916015625,4.6131686600879656,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
79,2,45056,1053.4638246999966,42.76938509286824,287.3083158272718,nan,0.927734375,5.1826589555196,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
80,2,45568,1065.4801508999954,42.767572874548044,275.34880304157184,nan,0.94140625,5.994921877512727,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
81,2,46080,1075.5842816999939,42.841830978758026,262.92060219333183,nan,0.94921875,6.020677092546015,5.401838237411343,-5.401838237411343,5.5974094524100995,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,20.0,12.0,16.0,12.0,231.97328730311293,2869.2939006231013
82,3,47104,1129.0355255000031,41.720564974374554,245.44250554347894,nan,0.94921875,6.556501481018028,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
83,3,47616,1137.6270258000004,41.8555457281929,232.41842462580652,nan,0.953125,6.570860982339393,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
84,3,48128,1145.7804073000007,42.004558372063876,219.40475884468097,nan,0.9609375,7.306610421950727,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
85,3,48640,1157.0182895000034,42.03909345375984,207.04537812105323,nan,0.966796875,7.329970091729324,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
86,3,49152,1167.7854147000035,42.08992455401306,194.63090245000058,nan,0.970703125,7.345432052118247,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
87,3,49664,1180.4544466999942,42.07193266867487,182.5445020670094,nan,0.974609375,7.813076605673,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
88,3,50176,1189.763036599994,42.17310376643471,169.96614808571343,nan,0.982421875,7.845123682018482,-4.710807685641662,4.710807685641662,5.5974094524100995,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,20.0,15.0,14.0,10.0,360.5264371917318,2682.92526965917
89,4,51200,1245.5840508999972,41.105214829144145,149.47008610799966,nan,0.927734375,5.7287489612157625,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
90,4,51712,1257.7169046999916,41.11577081198179,136.97906882871197,nan,0.939453125,6.239969111554038,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
91,4,52224,1266.2759357000032,41.242195739217244,124.14469957843168,nan,0.9453125,6.544311891155328,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
92,4,52736,1279.9428306000045,41.201840222253296,111.83966480970913,nan,0.953125,6.899027854528975,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
93,4,53248,1291.0377964999934,41.2443385812216,99.31059973076873,nan,0.962890625,6.935292236138395,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
94,4,53760,1303.876849399996,41.230887736628425,86.92512329333306,nan,0.966796875,6.950267860485723,-4.685537014362161,4.685537014362161,5.5974094524100995,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,20.0,13.0,22.0,10.0,307.7673084102571,1579.0789611637592
95,5,54784,1377.400493299996,39.77347203408335,64.36450903271009,nan,0.951171875,8.92495723502913,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027543,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
96,5,55296,1397.2645109000005,39.5744682332073,51.75053744074076,nan,0.96875,9.008910690365196,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027543,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
97,5,55808,1412.1734544999927,39.51922465484943,38.867159298164935,nan,0.97265625,9.028518570155622,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027543,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
98,5,56320,1430.1346421000053,39.38090746288048,26.002448038181914,nan,0.9765625,11.08808571358131,-5.5974094524100995,5.5974094524100995,5.5974094524100995,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027543,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
99,5,56832,1456.7425939999957,39.01306945652484,13.123807153153114,nan,0.984375,12.855157988652719,-5.696825380866448,5.696825380866448,5.696825380866448,1.4722640556614277,0.3803528538255275,0.6653600518525459,0.14153360944038684,0.0,0.270038733371907,0.08336461042812249,6.770552435187966,5.5660348810623645,3.34289035714576,22.0,13.0,20.0,15.0,217.69406165510617,1505.4975711502334
100,5,57344,1474.7962230999983,38.88265992400213,0.0,nan,0.984375,12.858244697259353,-5.696825380866448,5.696825380866448,5.696825380866448,1.4722640556614277,0.3803528538255275,0.6653600518525459,0.14153360944038684,0.0,0.270038733371907,0.08336461042812249,6.770552435187966,5.5660348810623645,3.34289035714576,22.0,13.0,20.0,15.0,217.69406165510617,1505.4975711502334
