epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
1,0,3.2105484507030626,-3.2105484507030626,False,0,1.4708521689624177,0.19925527431070805,0.5619099797944225,0.08674550830854375,0.0,0.5015515074849446,0.08453516376027838,2.729109018830279,2.719920890269435,2.0275375851926882,15.478056470403585,12.0,23.608150587742895,15.304075293871445,323.60296230763197,1825.9680207974923
1,1,-2.533544273555245,2.533544273555245,False,0,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
1,2,-5.435942975845,5.435942975845,False,0,1.745521619870141,0.3321152546256781,0.42186192646622656,0.2918204852379858,4.0,0.2588126602191478,0.018079508641455327,0.5215768428604193,0.19338100110683598,3.1109251514882654,15.0,10.0,16.0,12.0,304.40066042356193,2617.6781691610813
1,3,3.6878445518319216,-3.6878445518319216,False,0,1.4179064858086408,0.2800260984363827,0.7321991265489797,0.16622081892564894,0.0,0.4197190460866119,0.10954613389861606,3.2428677931498555,1.7956640974789906,2.371235326997712,22.321502041173776,17.004206438222354,19.356591517601736,11.889793432497637,284.90294601741084,1077.7840368734269
1,4,4.685537014362161,-4.685537014362161,False,0,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,19.472616392738278,13.861489722628454,23.46177714892893,10.108666339481244,307.7673084102571,1579.0789611637592
1,5,5.5974094524100995,-5.5974094524100995,False,0,1.4694106717627495,0.35695534747093915,0.7161172712221742,0.26506525406613946,0.0,0.22223077860027546,0.06688630442777649,6.1296848769598355,4.976645115900169,2.54826972714147,21.0,12.0,20.0,12.0,236.08770491555333,1309.3414437025785
2,0,5.396849599688652,-5.396849599688652,False,0,1.406652922842622,0.34020922121262676,0.567853649962652,0.0892358241654255,0.0,0.48388556227505153,0.0805899595460716,5.298861621382763,2.8410656708179545,2.916108348166104,13.93671540914201,9.72356806363727,23.198637503125944,13.230443418447074,347.4616804085232,1268.0779134775298
2,1,-2.533544273555245,2.533544273555245,False,0,1.792656214910373,0.32678985685110096,0.8230587417259814,0.19145581997931002,1.0,0.45763007032647723,0.015252232073154293,0.6563581787734734,0.49298166077511496,1.3452045840991507,11.0,8.0,17.0,12.0,434.586841147393,2984.613373875618
2,2,-5.401838237411343,5.401838237411343,False,0,1.7411838875152297,0.20495770185517018,0.6054394180175604,0.14875675384468715,2.0,0.22002293590757419,0.07884220173938242,0.5215768428604193,0.19338100110683598,2.83867575884751,19.615454278920083,11.846181711568033,16.0,12.0,231.97328730311293,2869.2939006231013
2,3,4.710807685641662,-4.710807685641662,False,0,1.4962328946418901,0.3312871913978673,0.7560431919203595,0.15167985619977115,0.0,0.39687854242787435,0.07951350560334107,1.1806032794222858,0.3356268151384185,1.9478073513760719,24.295418881894406,16.845828101349287,13.999200433019563,9.936875653571525,360.5264371917318,2682.92526965917
2,4,4.685537014362161,-4.685537014362161,False,0,1.7320902727738021,0.34023195597530254,0.6630087057187359,0.28132221879437563,0.0,0.5133900234795461,0.08091195644420399,1.214953022357946,0.7745972489160948,1.2075680452021391,19.472616392738278,13.861489722628454,23.46177714892893,10.108666339481244,307.7673084102571,1579.0789611637592
2,5,5.696825380866448,-5.696825380866448,False,0,1.4722640556614277,0.3803528538255275,0.6653600518525459,0.14153360944038684,0.0,0.270038733371907,0.08336461042812249,6.770552435187966,5.5660348810623645,3.34289035714576,23.075781485359233,12.6038884424198,21.875072975177403,16.26092460129215,217.69406165510617,1505.4975711502334
