case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,error,main_seconds,mech_seconds,prop_m1_seconds,aero_m1_seconds,prop_m2_seconds,aero_m2_seconds,prop_m3_seconds,aero_m3_seconds,prop_total_seconds,aero_total_seconds,module_total_seconds,other_seconds
59,1.3444063858357151,0.15903441131421822,0.6831197645903312,0.09766267517156559,4,4,4.554771069353696,3.0281065047688287,ok,,0.018994100159034133,0.002841199981048703,0.005347599973902106,0.0016775999683886766,0.00353670003823936,0.0013448998797684908,0.0038736998103559017,0.00028689997270703316,0.012757999822497368,0.0033093998208642006,0.01890859962441027,8.550053462386131e-05
60,1.1200860673947355,0.12051821113583024,0.6768324617598674,0.256000616080893,10,10,2.841807475264613,6.657619239096672,ok,,0.023919800063595176,0.0022792001254856586,0.0056767999194562435,0.001647499855607748,0.0035541001707315445,0.0030244002118706703,0.0073124999180436134,0.0003353001084178686,0.0165434000082314,0.005007200175896287,0.023829800309613347,8.999975398182869e-05
61,1.6495584570973858,0.2618231232980291,0.5172706124974045,0.2230883521725282,7,2,1.906103524074867,4.948769189388544,ok,,0.02037960011512041,0.002019600011408329,0.003971099853515625,0.001672100042924285,0.003554499940946698,0.003956599859520793,0.003715400118380785,0.0013643000274896622,0.011240999912843108,0.00699299992993474,0.020253599854186177,0.00012600026093423367
62,1.416096559028324,0.13013128007480132,0.6711912212307236,0.2732473178195343,7,4,2.2891388300501756,8.992703059982228,ok,,0.02236340008676052,0.0029538997914642096,0.0036887999158352613,0.00423419987782836,0.00508469995111227,0.0014425998087972403,0.00351010006852448,0.0013598999939858913,0.012283599935472012,0.007036699680611491,0.022274199407547712,8.920067921280861e-05
63,1.3563222226167393,0.1375085434429208,0.5300587401282153,0.1250351726032849,7,9,2.0539314738596786,3.802365048543349,ok,,0.02620029984973371,0.004830200225114822,0.004206700017675757,0.001659400062635541,0.003482499858364463,0.0013473997823894024,0.008939499966800213,0.0016304000746458769,0.016628699842840433,0.00463719991967082,0.026096099987626076,0.00010419986210763454
64,1.105140905620612,0.2607977278697609,0.5736165379520801,0.11501426167778528,6,10,2.0337510822378073,7.533527389681508,ok,,0.02169080008752644,0.002365600084885955,0.003714699996635318,0.002189100021496415,0.006693400209769607,0.0015662999358028173,0.0036684998776763678,0.001365999924018979,0.014076600084081292,0.0051213998813182116,0.02156360005028546,0.00012720003724098206
65,1.016830461958723,0.23726759785457618,0.6030703571408425,0.16662964269225153,10,9,3.5762567497600477,7.909421889387507,ok,,0.023973700124770403,0.0030346999410539865,0.006659899838268757,0.0017147001344710588,0.0036694000009447336,0.0013731000944972038,0.007020900025963783,0.00040069990791380405,0.017350199865177274,0.0034885001368820667,0.023873399943113327,0.00010030018165707588
66,0.8077972555813339,0.27735525751253387,0.31559696431709516,0.13453997342350646,6,10,1.008410190688996,7.796455766698738,error,"PayloadPlacementError: No fuselage width kept the fuselage ahead of the tail, produced exact M2 static margin, and kept M1 at or below 23.0% after 4 permitted width increases. Attempts: width 0.0762 m puts the fuselage back at x=0.6593 m, at or behind the permitted tail-front limit x=0.3156 m; width 0.1292 m puts the fuselage back at x=0.6580 m, at or behind the permitted tail-front limit x=0.3156 m; width 0.1822 m puts the fuselage back at x=0.3800 m, at or behind the permitted tail-front limit x=0.3156 m; width 0.2352 m puts the fuselage back at x=0.3327 m, at or behind the permitted tail-front limit x=0.3156 m; width 0.2882 m puts the fuselage back at x=0.3328 m, at or behind the permitted tail-front limit x=0.3156 m",0.0009619998745620251,0.0009027000050991774,,,,,,,0.0,0.0,0.0009027000050991774,5.929986946284771e-05
67,0.9667700003962402,0.12095907824588309,0.3931738773494078,0.15804087843029058,6,8,1.5410433473712122,7.917233153289105,ok,,0.02153949998319149,0.0026424999814480543,0.004210100043565035,0.0016846000216901302,0.006151400040835142,0.0018527999054640532,0.003603499848395586,0.001309799961745739,0.013964999932795763,0.004847199888899922,0.02145469980314374,8.480018004775047e-05
68,1.7347105727103673,0.3316582562965953,0.4012408201129648,0.18058432934062363,6,2,3.8646349691103445,4.37273750363981,ok,,0.019882200052961707,0.001737099839374423,0.003911199979484081,0.0037262998521327972,0.003736400045454502,0.0015364999417215586,0.003510200185701251,0.001639900030568242,0.011157800210639834,0.006902699824422598,0.019797599874436855,8.46001785248518e-05
69,1.5068138589082034,0.27738665417305935,0.7223965805489412,0.1395650077088281,6,3,4.939792819011492,7.144993682115699,ok,,0.023028699913993478,0.0020008001010864973,0.005953900050371885,0.0016772998496890068,0.003643900156021118,0.001357800094410777,0.007913300069049,0.0003893999382853508,0.017511100275442004,0.0034244998823851347,0.022936400258913636,9.229965507984161e-05
