rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,-5.372068619595446,5.372068619595446,True,1.510244118784537,0.39221808803870994,0.8471019769115719,0.2084534291306408,72.0,14.0,1.9334337247847357,3.392791052315519,16.164554406269957,9.043561041003084,468.2158227941283,1389.1932984987793,0.788209494245548,0.6767407336646485
2,142,-5.359177256003694,5.359177256003694,True,1.4886746856671533,0.3908618806677533,0.8025680200975348,0.22367492664847993,90.0,11.0,1.8471207950506625,2.9871314433287472,16.155224502237825,9.017423316391003,396.64491931865473,1322.2622995213726,0.7989652324938508,0.8294725636180693
3,36,-5.334818885025429,5.334818885025429,True,1.4941855141928544,0.3999878049056663,0.877153220733427,0.13374210464500186,93.0,10.0,1.9289673840848502,2.5131691323080076,15.90902553884358,8.20136830578608,434.3542825645323,1078.0895089861992,0.8031220846120215,0.7391173502241116
4,94,-5.330795269944214,5.330795269944214,True,1.4514586677413668,0.38911443553830793,0.7975462395654744,0.2734635647134015,83.0,18.0,1.6363055187066315,2.516410071689996,13.475033978326703,7.868093066801553,464.01383406279115,1682.202460552179,0.7425148545096676,0.8496561020971898
5,18,-5.329496484789113,5.329496484789113,True,1.4328430150290319,0.35097523509800665,0.8296137919406046,0.288179834856298,83.0,15.0,1.4379577949584919,3.7205727549108856,12.942919154113564,9.138398295506487,429.48632151815144,1007.1537783180646,0.8665883346616519,0.9657621648498078
6,40,-5.310321659440013,5.310321659440013,True,1.4142874081854573,0.3840183385809797,0.8556696749834198,0.22117937092997494,80.0,16.0,1.492397860708678,2.556718964696863,13.10738245161372,8.573580141649499,461.3751929558598,1331.4513566920434,0.760621169707377,0.7537740240105419
7,76,-5.305293617619936,5.305293617619936,True,1.4975523310460774,0.34392400769407083,0.8758458896811103,0.25987724119350497,80.0,13.0,1.1814322787336355,4.291204817110456,14.614665150626482,9.710866095974549,462.65533206923703,1374.2762573096838,0.8938379600523862,0.8613420016647552
8,133,-5.300275363747296,5.300275363747296,True,1.5025207093425825,0.38357648813028705,0.8742170161978735,0.13036552090812628,75.0,20.0,1.284651059439013,4.458657222043473,19.34662933666351,9.197406916905411,440.5457962379767,2118.4704441990916,0.7803021496866096,0.7010879063438287
9,243,-5.296324364253694,5.296324364253694,True,1.4641296532732444,0.39419547010101486,0.8748929938065433,0.26595111097468827,85.0,15.0,1.4372740216554267,2.3399287485732474,13.168327332637578,8.353211094273536,353.2644843630732,1034.3049710296402,0.9887118427733788,0.9601207550590334
10,130,-5.29009023378539,5.29009023378539,True,1.41851775825277,0.38550672926504337,0.7820823521957301,0.22068479034634683,74.0,16.0,1.3524566609264415,2.5320536467722006,16.856506340218587,9.436021913725241,454.70240472295546,1173.0015187639387,0.6597137390111726,0.6410847266048205
11,134,-5.2898684279662955,5.2898684279662955,True,1.5224647835321594,0.3698669382208243,0.8602239740049507,0.2330072487665829,79.0,16.0,1.1152343696004212,2.7840050571512878,15.18186649525433,9.608604359555278,410.6783406436577,1146.1920847525807,0.7538189623994829,0.8648220980263102
12,49,-5.278300126188511,5.278300126188511,True,1.4883654781008886,0.38727524518232226,0.836582206358051,0.20272237450089603,94.0,15.0,1.8116844211486,2.850839703907138,15.515694967236122,7.859124656226342,470.69916710331955,1401.6854274751822,0.8489753665400995,0.7117689628146406
13,73,-5.271056070000801,5.271056070000801,True,1.5101797600326394,0.36561369248511066,0.8063937878001706,0.2916321666762421,77.0,16.0,1.130700579340097,3.1315970352005293,13.537228542713612,8.801473201532078,496.6513800441819,1661.2573886951318,0.7503897127940988,0.6862385351654209
14,63,-5.267588459045876,5.267588459045876,True,1.3793627130088801,0.3939887152189932,0.8744470973095677,0.184248939850767,100.0,16.0,1.6386395694326588,3.425457072821271,13.542968602503725,9.513661176556798,388.7621495905671,1289.795461858525,0.8836740827936567,0.9710981183474143
