mission,total_mass_kg,weight_n,cg_x_m,cg_y_m,cg_z_m,static_margin,static_margin_percent,static_margin_feasible,placement_feasible,inertia_xx_kg_m2,inertia_xy_kg_m2,inertia_xz_kg_m2,inertia_yy_kg_m2,inertia_yz_kg_m2,inertia_zz_kg_m2,warnings
M1,3.23381014233,31.7107422557,0.0809925332135,0,-0.0521233692189,0.2,20,True,True,0.081118834231,0,-0.030736770195,0.554414723764,0,0.616563504287,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
M2,3.54731014233,34.7849232557,0.0809925332135,0,-0.055610305979,0.2,20,True,True,0.0819054417094,0,-0.030736770195,0.555302455242,0,0.616854425087,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope. | Continuous M2 ducks_num=3.25: placed 3 whole Duck item(s) and added 0.0045 kg at the floor-count M2 CG. | Continuous M2 pucks_num=1.5: placed 1 whole Puck item(s) and added 0.085 kg at the floor-count M2 CG."
M3,3.43782738371,33.7113353246,0.0809925332135,0,-0.0490301173442,0.2,20,True,True,0.081725967413,0,-0.030736770195,0.556148999474,0,0.617776390494,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
