mission,total_mass_kg,weight_n,cg_x_m,cg_y_m,cg_z_m,static_margin,static_margin_percent,static_margin_feasible,placement_feasible,inertia_xx_kg_m2,inertia_xy_kg_m2,inertia_xz_kg_m2,inertia_yy_kg_m2,inertia_yz_kg_m2,inertia_zz_kg_m2,warnings
M1,3.23381014233,31.7107422557,0.0809925332135,0,-0.0521233692189,0.2,20,True,True,0.081118834231,0,-0.030736770195,0.554414723764,0,0.616563504287,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
M2,5.02431014233,49.2683852557,0.104660924124,0,-0.0725694798832,0.122904264135,12.2904264135,True,True,0.0861779784048,0,-0.0257433311767,0.627857726115,0,0.686503847664,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope. | Continuous M2 ducks_num=9.75: placed 9 whole Duck item(s) and added 0.0135 kg at the floor-count M2 CG. | Continuous M2 pucks_num=9.5: placed 9 whole Puck item(s) and added 0.085 kg at the floor-count M2 CG."
M3,3.47398255612,34.0658729453,0.0809925332135,0,-0.0485198406466,0.2,20,True,True,0.0818336712666,0,-0.030736770195,0.556275986087,0,0.617817366356,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
