mission,total_mass_kg,weight_n,cg_x_m,cg_y_m,cg_z_m,static_margin,static_margin_percent,static_margin_feasible,placement_feasible,inertia_xx_kg_m2,inertia_xy_kg_m2,inertia_xz_kg_m2,inertia_yy_kg_m2,inertia_yz_kg_m2,inertia_zz_kg_m2,warnings
M1,3.23381014233,31.7107422557,0.0809925332135,0,-0.0521233692189,0.2,20,True,True,0.081118834231,0,-0.030736770195,0.554414723764,0,0.616563504287,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
M2,4.26131014233,41.7864072557,0.0809925332135,0,-0.0656201279138,0.2,20,True,True,0.0843443244497,0,-0.030736770195,0.568926897982,0,0.628731756287,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope. | Continuous M2 ducks_num=7.5: placed 7 whole Duck item(s) and added 0.009 kg at the floor-count M2 CG. | Continuous M2 pucks_num=5.25: placed 5 whole Puck item(s) and added 0.0425 kg at the floor-count M2 CG."
M3,3.45590496991,33.888604135,0.0809925332135,0,-0.0487736443854,0.2,20,True,True,0.0817800442978,0,-0.030736770195,0.556212717739,0,0.617796878425,"The electronics area required for exact Mission-1 static margin starts at x=-0.4296 m, ahead of the modeled nose tip at x=-0.2540 m. Treat this as a packaging infeasibility or increase the nose envelope."
