rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
28,3074,-4.930186632442822,4.930186632442822,4.927654810507865,True,1.5245714661482999,0.18917353269381706,0.6181368207010005,0.24112825789416314,0.0,0.3021189293967041,5.435524804971069,2.280661364030335,2.814725907491521,17.931131555809543,13.130308609026422,251.24588428841804,1201.4573553449904,0.7605352207365108,0.762737303824298,8
29,1421,-4.919892068943815,4.919892068943815,4.902280976926688,True,1.4046534927466314,0.260219824009912,0.7415876620551163,0.2790866289855917,0.0,0.6004151903292638,9.280098249528587,5.052767034637235,2.0841019741876914,18.371767904863717,9.976893021993424,353.03116748644123,1451.1332290219243,0.9834673228345403,0.95159363384184,6
30,1942,-4.914524263818019,4.914524263818019,4.899086665507935,True,1.300159296176177,0.2825546149744995,0.75174861021304,0.09671772168949248,0.0,0.5442167773404791,11.858778160868958,5.723159680475038,2.728068049493367,17.020571685346916,10.033993814394261,462.9682644023021,2543.6390269354047,0.7504865431403933,0.5213933895782359,8
31,921,-4.90374600414059,4.90374600414059,4.882366006530763,True,1.7887665909315325,0.27988065132147066,0.7562546139146773,0.1656308766527785,0.0,0.4623205778771509,13.372140575527045,10.042785550616923,2.666651703748037,21.529197844614842,16.652601929019557,269.5511941751661,1711.2766569599862,0.732346679103225,0.6573259185494444,8
32,2006,-4.909599779594318,4.909599779594318,4.866539315097711,True,1.3096253979260166,0.24366778686642648,0.4172583370927826,0.2047475306590234,0.0,0.2769712376375404,9.28936695290549,7.428563074983984,2.3693545746797304,20.756701679315945,14.193261852103696,358.84434781642705,1537.7797048263753,0.7619728685456222,0.9129085605837332,6
33,1712,-4.887692855607728,4.887692855607728,4.8627790436899865,True,1.4742977563989637,0.26394633085503566,0.5900145735808583,0.15404324611947945,0.0,0.5681726808240191,12.701115257967516,9.474885315419288,3.3591774721352854,19.414422652548534,12.640063238526725,307.32787794557817,1548.3868609517644,0.8177814204245806,0.6573330173176594,8
34,1616,-4.881809399305437,4.881809399305437,4.857135914088728,True,1.222554889235714,0.32938231374653537,0.7355394254237617,0.2996912991425783,0.0,0.4453334110808769,7.7037881142025135,7.385884725385241,2.6133787059985125,18.125933306751048,9.159675134434774,332.5746382403306,1775.8100670738822,0.9571056084789372,0.7939222053061272,8
35,3075,-4.8700857663571275,4.8700857663571275,4.855853266893458,True,0.9982055611643941,0.36183104157284735,0.3840399653399275,0.1878260591748543,0.0,0.30438927582196934,7.115634505846054,3.430205568033702,4.375297865103663,19.663867984264677,12.295840860084768,393.29730165073994,2068.37824047446,0.8927066610194743,0.8781881318578474,6
36,1622,-4.870085766357127,4.870085766357127,4.855853266893457,True,0.9982055611643941,0.36183104157284735,0.3840399653399275,0.1878260591748543,0.0,0.30438927582196934,7.115634505846054,3.4302055680337027,4.375297865103663,19.663867984264677,12.295840860084768,393.29730165073994,2068.37824047446,0.8927066610194743,0.8781881318578474,6
37,3068,-4.869138997195829,4.869138997195829,4.8526403179077455,True,1.338904307860264,0.297552346927535,0.7618759521559275,0.27645163544978724,0.0,0.3068191905017904,3.2455790765918033,3.110775837556857,2.7610859562993517,13.945451581284143,10.337300759153583,486.5984789734468,2570.817988761021,0.5817916199100432,0.5916913344621042,8
38,1152,-4.8711303955717185,4.8711303955717185,4.842663472424923,True,1.5466551265835469,0.20693387261782464,0.7490812953155589,0.08406363054399336,0.0,0.5047080539126909,7.0276150151336765,5.226486276178619,2.898364631361684,14.866175795041686,10.050475608614708,361.88542212123537,1799.870539169723,0.7909587360918522,0.7754031130256582,8
39,1215,-4.861975424659837,4.861975424659837,4.825752619473549,True,1.592682901802456,0.282028269064578,0.8073084078073975,0.18113651483024387,0.0,0.5014485914021943,13.633448368632276,9.341026003131738,3.0367752429137633,18.684338331692047,11.698756825781686,312.14415256604,2223.2528917242616,0.901308741493943,0.7993640400581432,8
40,3076,-4.861975424659837,4.861975424659837,4.825752619473549,True,1.592682901802456,0.282028269064578,0.8073084078073975,0.18113651483024387,0.0,0.5014485914021943,13.633448368632276,9.34102600313174,3.0367752429137633,18.684338331692047,11.698756825781686,312.14415256604,2223.2528917242616,0.901308741493943,0.7993640400581432,8
41,1971,-4.84633625919476,4.84633625919476,4.821465708253729,True,1.2452946632142443,0.2455112646934624,0.43462224492307167,0.15834834858060182,0.0,0.3591941172669823,5.8980654229492675,3.245594293090887,3.276835446093365,20.44064098462151,12.406430527856834,373.1155391157756,1225.8125392152251,0.722259893810149,0.7910120472775535,6
42,550,-4.822859352286779,4.822859352286779,4.7821454639236505,True,1.6840782788717545,0.27333323684648353,0.3798812836214519,0.22387876012590208,0.0,0.5165711073975827,13.325112373272187,10.688314577628814,3.277135512408508,23.920579833365796,13.783554317168921,322.03983977878465,2017.2162549756783,0.5873343221310681,0.5994812959144797,8
43,3077,-4.822859352286779,4.822859352286779,4.7821454639236505,True,1.6840782788717545,0.27333323684648353,0.3798812836214519,0.2238787601259021,0.0,0.5165711073975827,13.325112373272187,10.688314577628814,3.277135512408508,23.920579833365796,13.783554317168921,322.03983977878465,2017.2162549756783,0.5873343221310681,0.5994812959144797,8
44,195,-4.765822134490493,4.765822134490493,4.758215970753595,True,1.7324651373666526,0.3423794086543099,0.38545114778869516,0.18352903463530396,0.0,0.4074898798324829,12.472261399964802,3.2298301916284293,3.059069156630914,20.803835779057785,13.103325129617975,415.23232485888735,2307.300260194498,0.8698366093449295,0.7080215484843158,6
45,3078,-4.765822134490493,4.765822134490493,4.758215970753595,True,1.7324651373666526,0.3423794086543099,0.38545114778869516,0.18352903463530396,0.0,0.40748987983248286,12.472261399964802,3.2298301916284293,3.059069156630914,20.803835779057785,13.103325129617975,415.23232485888735,2307.300260194498,0.8698366093449295,0.7080215484843158,6
46,1639,-4.7664678449621025,4.7664678449621025,4.7534878666919855,True,1.1101404725972708,0.3636370855002102,0.4976000441238284,0.22634521132589072,0.0,0.5020985555612199,5.6513487303400485,3.4401160544388443,3.1096875305323364,17.51621134956117,12.892923871180827,362.9713387679193,1065.9121248902316,0.7062733924100553,0.7222354841671567,8
47,632,-4.785660347939749,4.785660347939749,4.740127025596558,True,1.481907483985819,0.2514309483980218,0.595219438079956,0.17234448997341945,0.0,0.5204871164242999,10.644691682736244,6.062919804858472,3.4103570722279466,22.042230260678956,13.815884960612541,393.5558834053326,2165.068578437021,0.8308123866923269,0.6093808808921619,6
48,2883,-4.73901168393447,4.73901168393447,4.734963147329797,True,1.6658271791553216,0.36945992433410363,0.4583975835922267,0.08222135163843632,0.0,0.5648583779211042,14.452973667091939,1.012447610758695,3.804302408632352,19.5622766809538,9.25710587504378,484.7422090369844,2285.188955514549,0.9010934848355014,0.739535924515552,6
49,229,-4.75158205083857,4.75158205083857,4.7126165913763245,True,1.3643014960364175,0.2956167849637832,0.485570013240327,0.20871575303653217,0.0,0.41539767778766856,11.955675242316133,6.322276339877186,3.144162841329183,19.418717974890132,12.210590370873472,299.0419568760241,2649.8030884314085,0.883490307143445,0.8004433754070734,8
50,1150,-4.7407658852756365,4.7407658852756365,4.707227610128441,True,1.433364932047753,0.22845374780070268,0.7039205870885468,0.25687741683796045,0.0,0.5491222283931962,8.66127792849096,5.937122509504928,3.0782918105187886,14.748464421814607,9.317165882174955,462.9038485619252,1744.7187116276425,0.8045163311517538,0.9136327663436532,6
51,1876,-4.7257581476107,4.7257581476107,4.699269591576781,True,1.7194247828997673,0.39456370599826135,0.4619261273944566,0.0910506763812321,0.0,0.41579968882939544,11.139422657119484,9.664373060404696,4.461348134520479,18.094595548898784,11.92039870632373,312.20930662947643,2978.604430569133,0.9672499593400484,0.9356487966142595,6
52,369,-4.713459600065092,4.713459600065092,4.667904288504686,True,1.4256948317301024,0.2594765115495783,0.7031260081887964,0.08627084857233601,0.0,0.47302088534867526,13.13090054028773,7.223090396708876,2.1598787569080624,18.50383032242675,11.205789498092795,371.80725866928697,2405.200556278177,0.8046391605696459,0.7718265149507006,8
53,1011,-4.659870438880002,4.659870438880002,4.632500291555479,True,1.3244649087020552,0.2641115950157729,0.7729331439915703,0.22952097805700608,0.0,0.48079507418486045,12.605630407847702,4.408271012761485,2.6990906883972707,21.282809208526906,14.345671017534336,301.3729427617731,2010.7437377777305,0.645409039221704,0.6528951421439557,8
54,2156,-4.634651295948814,4.634651295948814,4.631971817085203,True,1.273921339228187,0.3328575418784163,0.5255792685450507,0.22701509586841548,0.0,0.58370293036215,7.487107639275992,5.159833212591342,2.137788703799691,15.951490115929968,9.920012988179067,375.0044350512326,1632.5189691426904,0.9710791287943721,0.7988860457185576,8
55,1580,-4.675745679036529,4.675745679036529,4.630987601934342,True,1.6801772041019052,0.3012539333550577,0.5124820457468673,0.0927218788345648,0.0,0.5844751610806243,10.993356845638838,7.144360994321614,3.2276002519731533,20.091262934729457,13.80612324010604,330.7253364971765,2674.4247319207325,0.7487666075679431,0.6347943764351551,8
56,759,-4.631774588735622,4.631774588735622,4.581114454820533,True,1.3159232061124546,0.24080626716750392,0.6763844647629306,0.26338237922760077,0.0,0.4475105415596762,11.220405958271208,8.624930158702004,3.3061341628143293,17.96928370244747,12.931742335470721,368.0723773158985,1661.5038760926016,0.8360393746274015,0.7757709292349325,6
57,772,-4.584742952587435,4.584742952587435,4.575971575044921,True,1.4507395967924257,0.23757046579241856,0.4241602485267436,0.10827821827401762,0.0,0.477531981228297,8.963712531229039,6.128827938898166,3.3466692557558417,24.302017691702837,16.68332732880223,346.7055749328686,1672.4780224557019,0.7131065815791731,0.6720769476043289,6
58,2173,-4.597535108764054,4.597535108764054,4.570527950285234,True,1.4537193855382502,0.20899571725082564,0.6478445936598566,0.22629423127937087,0.0,0.4574803244294894,5.531698063266085,4.937318031692965,2.7262460391175694,19.972161094509175,10.241887049181482,364.1401440824285,2390.267214849491,0.688333638268638,0.712461255992453,8
59,2703,-4.610607029652978,4.610607029652978,4.567134921658002,True,1.2038717409415993,0.36235817606968684,0.581086113974113,0.2482769937440753,0.0,0.5270564686456695,9.200218099674153,7.907784188102119,2.445918064783885,21.320399518150353,14.25232778103619,448.4915297534281,2460.9009650830544,0.7573902072936608,0.5767011434523611,6
60,640,-4.560806149472805,4.560806149472805,4.545274066497607,True,1.3298828884806204,0.3130859756842256,0.6722894886508585,0.19320485251233357,0.0,0.41031939312070886,9.766485499545265,2.91955148221788,2.7963757478636357,13.219556929543614,9.850004547292405,405.96881051358724,2387.347673559031,0.9072608613869826,0.6309034338943794,8
61,3080,-4.560806149472805,4.560806149472805,4.545274066497607,True,1.3298828884806204,0.3130859756842256,0.6722894886508585,0.19320485251233357,0.0,0.41031939312070886,9.766485499545267,2.919551482217879,2.7963757478636357,13.219556929543614,9.850004547292405,405.96881051358724,2387.347673559031,0.9072608613869826,0.6309034338943794,8
62,865,-4.570576856088712,4.570576856088712,4.541256120934262,True,1.4487625660655112,0.19362831685417548,0.538714584565807,0.17517342464104346,0.0,0.24792495060304218,5.969766696910307,5.116931458690491,2.5578917925724816,22.114840333960412,9.88510359500195,336.1292070326155,1821.8073420705748,0.8896435641066764,0.7898880001372984,8
