epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,-10.715022641838091,10.715022641838091,False,0,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.35605494590974,11.277256185159121,24.529200305652516,12.41674185119275,268.4106381689156,1968.0884577782456,33.23577219850978
1,1,-11.266548537311293,11.266548537311293,False,0,1.7840052862529803,0.32226449365500004,0.85054797814225,0.08121269434405963,0.0,13.177581132466539,9.52874668547549,3.2910892459826195,13.194613119589746,7.155235310600204,24.357650553876976,16.248957912738764,483.3994963784692,1809.536031500934,21.338948321143285
1,2,-11.020375696056767,11.020375696056767,False,0,1.7262770903151925,0.38751562436430187,0.3570784588241855,0.19461330564306484,0.0,13.70532645343576,7.9404320530101264,3.377855275128338,23.294346030069867,14.256579300366013,21.727512380021984,12.722203762261735,249.53767651240682,1822.2693521529436,14.446366589529669
1,3,-10.313706508303602,10.313706508303602,False,0,1.8100934686861996,0.37001406892809996,0.4385105648969725,0.23238176360680612,0.0,13.722428436037376,9.14197674521819,3.27989697219638,16.36954808844761,8.505419872294306,22.193752126068695,14.318287278577118,444.16398111203733,2316.036770555168,6.734344834697982
1,4,-10.652022249472578,10.652022249472578,False,0,1.7659313357881796,0.34529001064662695,0.8061290541663766,0.275131616294384,0.0,13.524757397001807,12.252065918090286,3.331217500940487,13.521977893689499,7.0,22.653964682849868,9.460293130325104,544.7796137089173,2718.123909464459,9.163976372743349
1,5,-9.717789857768258,9.717789857768258,False,0,1.7858206088421456,0.2819470145656151,0.5089131695961854,0.19103074624704877,0.0,13.068408989359495,5.485629099757424,3.1751604658585952,21.638631027119434,9.898363140597473,19.317224306930036,11.376705990161387,281.394571785618,2109.482094933387,19.845584790865413
2,0,-9.119257126980585,9.119257126980585,False,0,1.78516801441876,0.3496996820305849,0.5046258562084891,0.253656808393647,0.0,13.203869621213256,10.186294601389735,3.2600937888434323,21.137607146863523,10.347147762211398,23.54170519985785,11.83651298438997,269.1022789105773,2601.8184377306334,20.91522779808386
2,1,-10.445582590841703,10.445582590841703,False,0,1.7957481644038302,0.33552671250664917,0.6278280977368894,0.21631939265017772,0.0,13.521652170327876,7.310663614639063,3.3780264317626436,14.47158600286943,6.022167940734505,19.24213614228431,9.617482109419218,502.15249274888686,2054.6494567627697,6.457429616271341
2,2,-10.064935908395784,10.064935908395784,False,0,1.7961584654914327,0.34600270365557617,0.7313256364721313,0.25104685321970266,0.0,13.921280514976562,12.47991892652611,3.345784732434071,17.99118629172763,7.289569778752965,16.25259182294554,11.48692470334662,390.32547469084886,2278.672323695063,11.888831544515659
2,3,-9.937121544244855,9.937121544244855,False,0,1.8270495395703585,0.3275660038599688,0.618331699117902,0.1779917861152641,0.0,13.049536368363754,6.9913002927863905,3.1938636350021867,16.774423996424062,8.136627324810089,19.44940530705038,9.91720540177792,423.08586313924906,2421.7999715138876,20.206930332212494
2,4,-9.992669798912928,9.992669798912928,False,0,1.7755846524134544,0.3382806660774102,0.774700092664306,0.08270048539047097,0.0,13.096197228417719,12.28578802362579,3.315555327429572,20.596973847873205,9.922440607350326,24.8908753957675,13.004854034894954,308.0219158265543,2657.594583984467,3.77772545102043
2,5,-9.519117250800209,9.519117250800209,False,0,1.8133331002284936,0.2823368384747937,0.7084769607583672,0.19277650116976658,0.0,13.30065482849411,3.711116063901044,3.288817132967961,21.242688600898568,10.053832481107147,18.205016196907653,10.22024117247168,272.9144390514594,2490.456243945733,29.12470030489481
3,0,-9.119257126980585,9.119257126980585,False,0,1.78516801441876,0.3496996820305849,0.5046258562084891,0.253656808393647,0.0,13.203869621213256,10.186294601389735,3.2600937888434323,21.137607146863523,10.347147762211398,23.54170519985785,11.83651298438997,269.1022789105773,2601.8184377306334,20.91522779808386
3,1,-9.419052769934254,9.419052769934254,False,0,1.7054716404402315,0.3301655718026013,0.6660712197690307,0.1313552787515022,0.0,13.419609393166349,7.832890203351271,3.3407028570371553,13.927822827044288,7.005498324919122,13.215734815155137,9.673877051147436,508.4302743559757,2171.4295025824445,32.57146864962421
3,2,-9.456469286612721,9.456469286612721,False,0,1.7141971379713403,0.3940097024346757,0.6464868774340572,0.10138512153856301,0.0,13.072524281076426,10.81310204782133,3.31445330137377,17.58649588944572,7.602585637911068,15.944983106246582,11.771495921664643,344.41874990545676,2485.4812670285946,11.088518421729926
3,3,-9.39945271196079,9.39945271196079,False,0,1.8024322431416566,0.38526820691740116,0.6374031286341234,0.13656384708247377,0.0,13.294305918776185,6.351902270400533,3.1071039339338844,21.8228328411686,8.898935202123544,19.1503395680698,10.647409964374997,258.28428994046465,2095.0500433225075,13.741689886570075
3,4,-9.726729399254953,9.726729399254953,False,0,1.7974220989892258,0.29824184693146666,0.6362317952716917,0.26495817043926206,0.0,13.053111827535805,9.069917865044793,3.3126633810622215,14.704594557609544,10.738511516265426,22.048641245249094,12.13398215598369,399.2786185903114,2228.2279060829133,37.385855368596836
3,5,-8.89169821606937,8.89169821606937,False,0,1.811288404812517,0.3105127637741692,0.6992024193545192,0.22436397010209008,0.0,13.144699336592758,2.104723881506528,3.344480078094622,23.357187958459438,9.752563834252447,22.0,12.842670523643578,268.4931932006599,2461.1478918929142,22.608166100515554
4,0,-8.756810133107379,8.756810133107379,False,0,1.78249283210985,0.3701344570784981,0.7220381665500192,0.09102593719483955,0.0,13.349365595719405,8.502966364660686,3.3752030261230894,23.84265064956758,11.563258298483166,24.592061336749957,15.70135597723971,225.36338962892412,2752.118937318878,28.442519502950724
4,1,-9.308725036703505,9.308725036703505,False,0,1.7638969537142806,0.33153002073738713,0.6740878533179397,0.14103044802821785,0.0,13.27352325129602,9.889357832519694,3.369467075868707,15.339214982189468,8.29363039160604,12.799739846660525,9.488814248910337,443.30561290320134,2049.351615852045,39.56687901282053
4,2,-9.456469286612721,9.456469286612721,False,0,1.7141971379713403,0.3940097024346757,0.6464868774340572,0.10138512153856301,0.0,13.072524281076426,10.81310204782133,3.31445330137377,17.58649588944572,7.602585637911068,15.944983106246582,11.771495921664643,344.41874990545676,2485.4812670285946,11.088518421729926
4,3,-8.701809279608604,8.701809279608604,False,0,1.7923832811006968,0.31121111225934384,0.6668389879194021,0.08349502693862622,0.0,13.27527147899566,11.498947727678932,3.333027207487736,22.431180721014304,10.078369164594866,21.363013142881904,11.317802808631326,265.73220852065003,2087.2966052639094,35.466612683486545
4,4,-8.901000111273595,8.901000111273595,False,0,1.764558838506622,0.3570730517050034,0.8119008057845325,0.23893689252055564,0.0,13.207623976874128,10.24511278178905,3.327952519843453,16.9602962574567,10.058370309186671,21.846977999988567,9.307979592854121,359.08150050958926,2029.2209862060345,13.679356900207452
4,5,-8.589837446616794,8.589837446616794,False,0,1.761970454225068,0.3138693707830889,0.5603928966536622,0.18154568179404082,0.0,13.089311187274909,12.627386259013381,3.333196093541242,23.88970699769224,10.962831927639257,22.99761052442242,11.945445125405993,231.50257321404078,2253.5150240586436,17.028804344248375
5,0,-8.298651306017376,8.298651306017376,False,0,1.8035757046841419,0.3160453769862648,0.5977792658207275,0.17325098730334204,0.0,13.028306028458314,6.7426081486304135,3.336760891872028,24.70559816981001,12.274417951449777,20.478303229549248,12.651042063078052,213.6538605553668,2041.5365316740463,23.728849979447805
5,1,-9.064391598983946,9.064391598983946,False,0,1.7949004020417283,0.38694266553534024,0.5698292042114748,0.12204392721017342,0.0,13.129614444186686,11.490882119133996,3.3166016001586067,16.106243939767154,7.454102696650928,12.819436898518333,10.222755078772096,389.4143794274761,1816.5737317263524,18.368480026000505
5,2,-8.946337685426736,8.946337685426736,False,0,1.756629268702717,0.3948364841323539,0.6944245596480563,0.19902236395300824,0.0,13.384535884443501,10.352556655575619,3.370715702114535,22.790907003382586,12.551285690032616,23.043297169624424,17.16166554325726,223.28534511454788,2391.882614744536,26.337912630217154
5,3,-8.701809279608604,8.701809279608604,False,0,1.7923832811006968,0.31121111225934384,0.6668389879194021,0.08349502693862622,0.0,13.27527147899566,11.498947727678932,3.333027207487736,22.431180721014304,10.078369164594866,21.363013142881904,11.317802808631326,265.73220852065003,2087.2966052639094,35.466612683486545
5,4,-8.817243544271836,8.817243544271836,False,0,1.8281428300880238,0.3557050772218886,0.8162358208212854,0.2287850042268435,0.0,13.15808531204509,11.589008024379554,3.3551991431782686,18.294777253330814,8.478815885894784,18.940206282593984,9.649429324931724,350.7375486981739,2043.8460157197085,11.299335320686605
5,5,-8.352369764874432,8.352369764874432,False,0,1.8104246186746928,0.32721170805134625,0.4601254835174574,0.2073996770994163,0.0,13.02900059669285,12.540565757122385,3.3780618309123183,22.283060161765405,9.676227652474742,19.19515129976225,11.97661175605898,261.89393537866374,2460.613653612913,21.85237318652988
6,0,-8.092998762185267,8.092998762185267,False,0,1.817573723977305,0.33057774385507255,0.6929116987014794,0.21336966219357253,0.0,13.35260617161011,9.561206173559361,3.331710816509921,24.119873283616005,12.015147916520283,19.072995057890594,13.25293604734232,223.80887186636824,2119.419993959004,28.39323692449095
6,1,-8.565544783901665,8.565544783901665,False,0,1.8200697552974698,0.3971167502705617,0.7217326898791296,0.09774604679659449,0.0,13.144717799593142,9.446089895646377,3.370318642595379,17.5595311473431,7.655675922359672,21.714633126734117,9.532728054164396,337.48760357471167,1981.6309095702459,12.7465910029753
6,2,-8.567157017906407,8.567157017906407,False,0,1.7776828920945054,0.39661149628565007,0.7836477434730063,0.11353459234884981,0.0,13.042459100130191,12.969327453233237,3.315681276035714,22.648346722456722,9.761752995052563,21.16431036893983,13.956256226511218,263.44601195970176,2232.508422917762,8.071156710666045
6,3,-8.219969751017386,8.219969751017386,False,0,1.812577663914484,0.32397597650909954,0.6983507707452568,0.1843692104834412,0.0,13.092394091285545,11.80523276862162,3.3781728055695375,21.808981270878668,10.68985056819222,20.14245448185866,13.241874777446958,261.02292595214544,2375.5301527572774,25.908189460535436
6,4,-8.160043974416261,8.160043974416261,False,0,1.808915452724151,0.33438930946863527,0.7867059749898255,0.11429656025892422,0.0,13.135438655453415,9.42981903108159,3.360667739016586,16.461249928486424,8.16918825099282,16.57051498233644,7.3646953400870965,389.05267482136276,2144.7243047241195,26.651359106072743
6,5,-8.183920267569217,8.183920267569217,False,0,1.8089977950601466,0.32477723312881535,0.6731411446859061,0.25594847801846765,0.0,13.028554463136887,10.144132014449537,3.3467868641278438,22.1473040803674,9.405332433146425,24.229382194132068,13.893850119948318,270.4225532416227,2124.0039978019363,16.3523544479464
