generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,feasible_population_fraction,finite_energy_relative_std,best_objective,best_score,global_best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,0,1024,55.48781030002283,18.454503691229256,10653.659577604383,4.0319728997066344e-05,1.0,0.24801754001688825,12.298187108729582,-12.298187108729582,-12.298187108729582,1.5991488802030682,0.3984489644691348,0.6053027892485261,0.11658680802211166,0.0,14.41636062474803,4.454052174546007,3.144125309344884,21.0,13.5,22.0,12.0,251.54261044226587,2432.5593765825033,33.56717396527529
2,0,1536,82.75008340002387,18.56191482701946,10564.427314069713,3.632691670005222e-05,1.0,0.2752779731505707,10.848317175434698,-10.848317175434698,-10.848317175434698,1.7688055006075651,0.36087119352072483,0.6870934666813098,0.16366817536349548,0.0,14.06983077571357,12.1037973284295,3.2184949562564604,21.0,13.0,22.0,10.0,287.7918512185008,2131.0592259817327,14.879191741347313
3,0,2048,101.84023150001303,20.10993072025507,9725.742108251245,3.571424129793051e-05,1.0,0.2800003482246577,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
4,0,2560,131.18696430002456,19.514133996921224,9996.44667966187,3.4978678676696937e-05,1.0,0.2858884434265972,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
5,0,3072,161.04217070000595,19.075748834276528,10199.337477667043,3.447909450901863e-05,1.0,0.29003081845389855,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
6,0,3584,194.96506300001056,18.38278071389542,10555.965553857715,3.457913667950239e-05,1.0,0.2891917196396558,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
7,0,4096,228.30651210001088,17.94079355128392,10787.482696725516,3.4082592508060495e-05,1.0,0.2934049103698612,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
8,0,4608,283.78562050001347,16.237609192040726,11887.464325389454,3.256034620647368e-05,1.0,0.3071220415344289,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
9,0,5120,331.2085362000216,15.458538776633334,12453.440961120814,3.2224605310091474e-05,1.0,0.31032187683206125,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
10,0,5632,370.6439020000107,15.195177823267782,12635.587568182184,3.191865959486561e-05,1.0,0.31329636416212725,10.715022641838091,-10.715022641838091,-10.715022641838091,1.799758490809817,0.34389100753793866,0.5866360313668362,0.11041848999341021,0.0,14.074209265317299,6.809927067062365,3.0293554480076788,20.0,11.0,25.0,12.5,268.4106381689156,1968.0884577782456,33.23577219850978
