extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
0,-8.092998762185267,8.092998762185267,301,0,1.817573723977305,0.33057774385507255,0.6929116987014794,0.21336966219357253,13.35260617161011,9.561206173559361,3.331710816509921,24.0,12.0,20.0,13.0,223.80887186636824,2119.419993959004,28.39323692449095
