generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,32,2.504446499980986,12.777274339956133,0.0,0.0,7.952116952376267,-7.952116952376267,1.2813976185545326,0.2747519264742732,0.5797784702852368,0.2528034896403551,4.0,17.717594793736303,4.243267828132957,14.112720992416143,6.639092046767473,315.6297193840146,1495.4303968697786,0.560825411695987,0.8788469540886581
