battery_cell_count,run_dir,score,ground_score,m1_score,m2_score,m3_score,nominal_voltage_v,battery_capacity_ah,nominal_energy_wh,usable_energy_wh,battery_internal_resistance_ohm,battery_mass_kg,motor_kv_rpm_per_v,motor_max_power_w,prop_diameter_in,prop_pitch_in,cruise_throttle,mission3_cruise_throttle,ducks_num,pucks_num,banner_length_m,wing_span_m,wing_chord_m,m1_mass_kg,m2_mass_kg,m3_mass_kg,m1_lap_time_s,m2_lap_time_s,m3_lap_time_s,nfev,nit,success
6,data_dump\prop\battery_cell_joint_smoke\comparison_20260903_181757\joint\run_20260903_181757,0.0681198910081744,0.0681198910081744,0.0,0.0,0.0,22.200000000000003,2.639873632828494,58.605194648792576,49.814415451473685,0.02954686884630415,0.4536144670339754,362.1726336776046,1002.2971950426652,23.37152837611706,12.12335962572872,0.5297514963895082,0.9315527421810418,69,5,4.2872429379180605,1.3149551649860547,0.17985725002410136,3.1745565812074408,5.266556581207427,3.669911430727006,inf,inf,inf,74,2,False
