design_id,split,cg_offset_mac,cg_x,cg_z,mass,velocity,alpha,elevator,wing_span,wing_chord,tail_arm,nose_length,fuselage_width,fuselage_height,wing_area,hstab_area,hstab_chord,vstab_area,vstab_chord,body_length,body_volume,body_x,wing_re,coarse_seconds,full_seconds,old_CLa,full_CLa,old_Cma,full_Cma,old_Cnb,full_Cnb,old_CYb,full_CYb,full_CDa,old_CL,full_CL,old_CD,full_CD,new_CLa,new_Cma,new_Cnb
0.0,train,-0.2,0.018554093883997334,-0.05764756677743508,9.117550510420624,32.872552099768825,-0.6785006267940159,-7.493545662507853,1.181,0.307,0.845,0.254,0.127,0.13,0.36256700000000003,0.0658627627218935,0.14816968057140154,0.018242483517159763,0.14316833620319383,1.2471696805714014,0.01253783672765618,0.18582267191988822,690883.6910580293,0.0024748998694121838,0.1859546999912709,4.535173194964604,4.209326580121354,-1.8802257123109603,-2.0184673348044684,-0.049287919751458825,0.0013733832612101765,-0.09747501739481207,-0.08513326190634983,0.038355837340292506,0.37257109247398656,0.08067610567627502,0.033512571033620056,0.01491198284398341,4.684338026996789,-2.3376114167183237,0.00011227121318706929
0.0,train,0.0,0.07995409388399734,-0.05764756677743508,9.117550510420624,32.872552099768825,-0.6785006267940159,-7.493545662507853,1.181,0.307,0.845,0.254,0.127,0.13,0.36256700000000003,0.0658627627218935,0.14816968057140154,0.018242483517159763,0.14316833620319383,1.2471696805714014,0.01253783672765618,0.18582267191988822,690883.6910580293,0.00027549988590180874,0.1308510999660939,4.535173194964604,4.209326580121354,-1.4621393314749564,-1.1735473408592014,0.015895627123765882,-0.0037934555347192084,-0.09747501739481207,-0.08513326190634983,0.038355837340292506,0.37257109247398656,0.08067610567627502,0.033512571033620056,0.01491198284398341,4.684338026996789,-1.4008095011875439,-0.003935766452755118
0.0,train,0.2,0.14135409388399733,-0.05764756677743508,9.117550510420624,32.872552099768825,-0.6785006267940159,-7.493545662507853,1.181,0.307,0.845,0.254,0.127,0.13,0.36256700000000003,0.0658627627218935,0.14816968057140154,0.018242483517159763,0.14316833620319383,1.2471696805714014,0.01253783672765618,0.18582267191988822,690883.6910580293,0.00027050008065998554,0.1247713000047952,4.535173194964604,4.209326580121354,-1.0440529506389529,-0.32862734690757306,0.08107917399899048,-0.00896029433064719,-0.09747501739481207,-0.08513326190634983,0.038355837340292506,0.37257109247398656,0.08067610567627502,0.033512571033620056,0.01491198284398341,4.684338026996789,-0.46400758565676486,-0.007983804118697292
1.0,train,-0.2,0.01864227614854326,-0.05914592601531991,18.12663282138075,27.144304886652847,8.943406907479934,-6.959545199483436,1.1711226057805062,0.3010297017206659,0.8251191434626801,0.11151917453439386,0.127,0.13,0.3525426886964348,0.06430939171810003,0.14641196640313708,0.01801357507969818,0.14226725554273154,1.083050284400211,0.010553666045008242,0.23553529189363892,559398.3950425314,0.0003112000413239002,0.126212100032717,4.560042937508255,3.9796316662275815,-1.8787249092917522,-2.468244249437802,-0.18529029542456654,0.005610230783588898,-0.09831382720599961,0.02834236837625758,0.7683517576385979,1.1172080877841668,0.8621412336983044,0.1401451731958686,0.09318521667876649,3.565574423677206,-2.316007824251947,0.007324804441656396
1.0,train,0.0,0.07884821649267644,-0.05914592601531991,18.12663282138075,27.144304886652847,8.943406907479934,-6.959545199483436,1.1711226057805062,0.3010297017206659,0.8251191434626801,0.11151917453439386,0.127,0.13,0.3525426886964348,0.06430939171810003,0.14641196640313708,0.01801357507969818,0.14226725554273154,1.083050284400211,0.010553666045008242,0.23553529189363892,559398.3950425314,0.00025269994512200356,0.1306195999495685,4.560042937508255,3.9796316662275815,-1.4590179147500184,-1.7028278136596293,-0.11983436404871706,0.0061300574125769,-0.09831382720599961,0.02834236837625758,0.7683517576385979,1.1172080877841668,0.8621412336983044,0.1401451731958686,0.09318521667876649,3.565574423677206,-1.6115627230909348,0.003259851115689473
1.0,train,0.2,0.1390541568368096,-0.05914592601531991,18.12663282138075,27.144304886652847,8.943406907479934,-6.959545199483436,1.1711226057805062,0.3010297017206659,0.8251191434626801,0.11151917453439386,0.127,0.13,0.3525426886964348,0.06430939171810003,0.14641196640313708,0.01801357507969818,0.14226725554273154,1.083050284400211,0.010553666045008242,0.23553529189363892,559398.3950425314,0.00026050000451505184,0.25019729998894036,4.560042937508255,3.9796316662275815,-1.0393109202082846,-0.937411377882252,-0.05437843267286775,0.00664988404156277,-0.09831382720599961,0.02834236837625758,0.7683517576385979,1.1172080877841668,0.8621412336983044,0.1401451731958686,0.09318521667876649,3.565574423677206,-0.9071176219299228,-0.0008051022102774363
2.0,train,-0.2,-0.006779788868196704,-0.06120564963694016,21.9531195835056,41.878942149619675,1.0694413794085427,-7.595123242538362,0.9431032180124906,0.3805152420040935,0.7089127990078542,0.2667004746970652,0.381,0.13,0.3588651492368622,0.0963120282916396,0.1791759175518477,0.017187004652551685,0.1389648919067055,1.1547891912567672,0.035868283171798215,0.15973777407967418,1090940.0953640311,0.002766599878668785,0.22763650002889335,3.9751084955708675,3.9717792000287924,-1.9793998640007997,-2.1279052892899903,-0.11242760539020757,-0.1488448638931357,-0.09487479000057703,-0.07568000252467444,0.18614172838043808,0.5584183073330966,0.16540493198877698,0.06711544835443127,0.022076472106924684,4.460471702378311,-2.413731541080517,-0.14637033461405885
2.0,train,0.0,0.069323259532622,-0.06120564963694016,21.9531195835056,41.878942149619675,1.0694413794085427,-7.595123242538362,0.9431032180124906,0.3805152420040935,0.7089127990078542,0.2667004746970652,0.381,0.13,0.3588651492368622,0.0963120282916396,0.1791759175518477,0.017187004652551685,0.1389648919067055,1.1547891912567672,0.035868283171798215,0.15973777407967418,1090940.0953640311,0.0004885999951511621,0.22819210006855428,3.9751084955708675,3.9717792000287924,-1.5978095798308591,-1.3308212233206516,-0.016125548746842827,-0.15638757648253365,-0.09487479000057703,-0.07568000252467444,0.18614172838043808,0.5584183073330966,0.16540493198877698,0.06711544835443127,0.022076472106924684,4.460471702378311,-1.5217925955483962,-0.15235089828829806
2.0,train,0.2,0.1454263079334407,-0.06120564963694016,21.9531195835056,41.878942149619675,1.0694413794085427,-7.595123242538362,0.9431032180124906,0.3805152420040935,0.7089127990078542,0.2667004746970652,0.381,0.13,0.3588651492368622,0.0963120282916396,0.1791759175518477,0.017187004652551685,0.1389648919067055,1.1547891912567672,0.035868283171798215,0.15973777407967418,1090940.0953640311,0.0004472997970879078,0.272425000090152,3.9751084955708675,3.9717792000287924,-1.2162192956609186,-0.5337371573481321,0.08017650789652199,-0.16393028907192939,-0.09487479000057703,-0.07568000252467444,0.18614172838043808,0.5584183073330966,0.16540493198877698,0.06711544835443127,0.022076472106924684,4.460471702378311,-0.6298536500162748,-0.1583314619625373
3.0,train,-0.2,0.021644163719600006,-0.059307636910793556,12.597431431796243,23.906020255775307,6.474728680061297,4.98896710714474,1.232259368256385,0.1813266720351997,0.47132160845884075,0.2651561049927416,0.127,0.13,0.2234414903301279,0.04298116308376883,0.11969567394545332,0.02103057261092766,0.15372006006442637,0.8901977735160087,0.00909530957480329,0.07187056701488989,296757.782393559,0.0011026000138372183,0.29526249994523823,5.570212993571269,4.377962060227558,-1.8103487232815296,-1.364541648575793,-0.14896108052274548,-0.011530750595363817,-0.14450227486415518,-0.07217222868009031,0.5420469791146213,1.5793911952534085,0.9080060709654774,0.1574580532888855,0.07085297971085874,4.695125586898409,-1.6206442789788316,-0.00631065427623391
3.0,train,0.0,0.057909498126639945,-0.059307636910793556,12.597431431796243,23.906020255775307,6.474728680061297,4.98896710714474,1.232259368256385,0.1813266720351997,0.47132160845884075,0.2651561049927416,0.127,0.13,0.2234414903301279,0.04298116308376883,0.11969567394545332,0.02103057261092766,0.15372006006442637,0.8901977735160087,0.00909530957480329,0.07187056701488989,296757.782393559,0.0005290999542921782,0.22705410001799464,5.570212993571269,4.377962060227558,-1.3248149339870707,-0.5089606715596466,-0.07993699500081658,-0.014308096560413727,-0.14450227486415518,-0.07217222868009031,0.5420469791146213,1.5793911952534085,0.9080060709654774,0.1574580532888855,0.07085297971085874,4.695125586898409,-0.6876085555384066,-0.010597197605716091
