optimized_airfoil
1.000000 0.000000
0.999938 0.000008
0.999751 0.000034
0.999439 0.000076
0.999003 0.000136
0.998443 0.000213
0.997759 0.000309
0.996950 0.000422
0.996018 0.000555
0.994962 0.000708
0.993782 0.000881
0.992480 0.001075
0.991055 0.001291
0.989507 0.001529
0.987838 0.001791
0.986046 0.002078
0.984134 0.002390
0.982101 0.002728
0.979948 0.003093
0.977675 0.003486
0.975284 0.003908
0.972774 0.004360
0.970146 0.004841
0.967400 0.005353
0.964539 0.005897
0.961561 0.006472
0.958469 0.007080
0.955262 0.007719
0.951942 0.008391
0.948509 0.009095
0.944964 0.009831
0.941309 0.010599
0.937544 0.011397
0.933669 0.012226
0.929686 0.013084
0.925597 0.013970
0.921401 0.014883
0.917100 0.015822
0.912695 0.016785
0.908188 0.017770
0.903579 0.018775
0.898869 0.019799
0.894059 0.020839
0.889152 0.021893
0.884147 0.022958
0.879047 0.024033
0.873852 0.025115
0.868565 0.026200
0.863185 0.027288
0.857715 0.028374
0.852155 0.029457
0.846508 0.030534
0.840775 0.031602
0.834956 0.032659
0.829054 0.033704
0.823070 0.034733
0.817006 0.035745
0.810862 0.036738
0.804642 0.037710
0.798345 0.038660
0.791974 0.039587
0.785530 0.040488
0.779014 0.041365
0.772430 0.042215
0.765777 0.043038
0.759059 0.043835
0.752275 0.044604
0.745429 0.045347
0.738522 0.046064
0.731555 0.046754
0.724530 0.047420
0.717450 0.048061
0.710315 0.048678
0.703128 0.049274
0.695890 0.049848
0.688604 0.050402
0.681270 0.050938
0.673891 0.051456
0.666469 0.051958
0.659006 0.052445
0.651503 0.052919
0.643962 0.053380
0.636385 0.053829
0.628774 0.054268
0.621131 0.054697
0.613458 0.055116
0.605757 0.055526
0.598029 0.055927
0.590277 0.056319
0.582502 0.056702
0.574707 0.057076
0.566893 0.057440
0.559063 0.057793
0.551217 0.058134
0.543359 0.058463
0.535491 0.058778
0.527613 0.059077
0.519728 0.059359
0.511839 0.059622
0.503947 0.059866
0.496053 0.060087
0.488161 0.060284
0.480272 0.060456
0.472387 0.060601
0.464509 0.060716
0.456641 0.060801
0.448783 0.060854
0.440937 0.060873
0.433107 0.060858
0.425293 0.060807
0.417498 0.060720
0.409723 0.060596
0.401971 0.060434
0.394243 0.060235
0.386542 0.059998
0.378869 0.059724
0.371226 0.059414
0.363615 0.059068
0.356038 0.058687
0.348497 0.058273
0.340994 0.057828
0.333531 0.057353
0.326109 0.056849
0.318730 0.056320
0.311396 0.055767
0.304110 0.055192
0.296872 0.054598
0.289685 0.053987
0.282550 0.053362
0.275470 0.052725
0.268445 0.052078
0.261478 0.051423
0.254571 0.050764
0.247725 0.050101
0.240941 0.049436
0.234223 0.048772
0.227570 0.048110
0.220986 0.047451
0.214470 0.046796
0.208026 0.046146
0.201655 0.045502
0.195358 0.044863
0.189138 0.044230
0.182994 0.043603
0.176930 0.042981
0.170946 0.042365
0.165044 0.041751
0.159225 0.041141
0.153492 0.040533
0.147845 0.039925
0.142285 0.039315
0.136815 0.038704
0.131435 0.038088
0.126148 0.037466
0.120953 0.036836
0.115853 0.036198
0.110848 0.035548
0.105941 0.034887
0.101131 0.034212
0.096421 0.033522
0.091812 0.032816
0.087305 0.032094
0.082900 0.031354
0.078599 0.030596
0.074403 0.029819
0.070314 0.029024
0.066331 0.028211
0.062456 0.027379
0.058691 0.026531
0.055036 0.025666
0.051491 0.024785
0.048058 0.023890
0.044738 0.022982
0.041531 0.022063
0.038439 0.021135
0.035461 0.020199
0.032600 0.019257
0.029854 0.018311
0.027226 0.017364
0.024716 0.016417
0.022325 0.015472
0.020052 0.014532
0.017899 0.013599
0.015866 0.012674
0.013954 0.011759
0.012162 0.010857
0.010493 0.009967
0.008945 0.009093
0.007520 0.008234
0.006218 0.007393
0.005038 0.006569
0.003982 0.005764
0.003050 0.004978
0.002241 0.004211
0.001557 0.003463
0.000997 0.002734
0.000561 0.002024
0.000249 0.001332
0.000062 0.000658
0.000000 0.000000
0.000062 -0.001081
0.000249 -0.002141
0.000561 -0.003173
0.000997 -0.004173
0.001557 -0.005134
0.002241 -0.006051
0.003050 -0.006921
0.003982 -0.007738
0.005038 -0.008500
0.006218 -0.009202
0.007520 -0.009841
0.008945 -0.010416
0.010493 -0.010923
0.012162 -0.011363
