rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
1,512,-5.807394372688356,5.807394372688356,5.807394372688356,True,1.67679351204877,0.3218452134122659,0.5034463231358678,0.136051164008677,0.0,0.6084749431871136,0.05984750441946089,7.8649831636820196,4.008351538705568,3.0899222376021385,20.0,15.0,20.0,11.0,243.61560040831407,1780.8928825793532,31.082196753969484
2,3072,-5.807394372688356,5.807394372688356,5.807394372688356,True,1.6767935120487703,0.3218452134122659,0.5034463231358678,0.136051164008677,0.0,0.6084749431871136,0.05984750441946089,7.8649831636820196,4.008351538705568,3.0899222376021385,20.0,15.0,20.0,11.0,243.61560040831407,1780.8928825793532,31.082196753969484
3,3073,-5.807394372688356,5.807394372688356,5.807394372688356,True,1.67679351204877,0.3218452134122659,0.5034463231358678,0.136051164008677,0.0,0.6084749431871136,0.05984750441946089,7.8649831636820196,4.008351538705568,3.0899222376021385,20.0,15.0,20.0,11.0,243.61560040831407,1780.8928825793532,31.082196753969484
4,918,-5.734979300272785,5.734979300272785,5.734979300272785,True,1.6437676631343487,0.268938154461705,0.497118817105714,0.1370171818197026,0.0,0.5633965000408194,0.09312575398149725,7.49918358566137,3.328730320508228,3.0234720725834814,20.0,13.0,21.0,12.0,237.65710520513878,2581.3142463213053,34.03285622944303
5,3074,-5.734979300272785,5.734979300272785,5.734979300272785,True,1.6437676631343487,0.268938154461705,0.497118817105714,0.1370171818197026,0.0,0.5633965000408194,0.09312575398149725,7.49918358566137,3.328730320508228,3.0234720725834814,20.0,13.0,21.0,12.0,237.65710520513878,2581.3142463213053,34.03285622944303
6,1536,-5.721295938559538,5.721295938559538,5.721295938559538,True,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.8828129453154894,20.0,11.0,20.0,15.0,244.092459084845,2837.7788366856807,38.92037793116595
7,3075,-5.721295938559538,5.721295938559538,5.721295938559538,True,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.882812945315489,20.0,11.0,20.0,15.0,244.092459084845,2837.7788366856807,38.92037793116595
8,3076,-5.721295938559538,5.721295938559538,5.721295938559538,True,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.8828129453154894,20.0,11.0,20.0,15.0,244.092459084845,2837.7788366856807,38.92037793116595
9,1803,-5.5772818431995095,5.5772818431995095,5.5772818431995095,True,1.5343537840993238,0.33377962706920394,0.5775274764182498,0.1794211224535283,0.0,0.5340941453226028,0.06532980899721723,6.9432178115529695,2.2871875542167928,2.5964246856835813,18.0,12.0,20.0,11.0,252.90288384829137,2225.2273556623177,22.138073722102135
10,3077,-5.5772818431995095,5.5772818431995095,5.5772818431995095,True,1.5343537840993238,0.33377962706920394,0.5775274764182498,0.1794211224535283,0.0,0.5340941453226028,0.06532980899721723,6.9432178115529695,2.2871875542167928,2.5964246856835813,18.0,12.0,20.0,11.0,252.90288384829137,2225.2273556623177,22.138073722102135
11,1656,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.248966630683986,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
12,3078,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.24896663068398603,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
13,3079,-5.540619515263685,5.540619515263685,5.540619515263685,True,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.248966630683986,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
14,820,-5.525255628158156,5.525255628158156,5.525255628158156,True,1.4553142146817704,0.36733039758119174,0.6709960885404518,0.1528287448494875,0.0,0.5745177606179273,0.10100190984232545,6.460219432250007,1.7038681076592397,3.177052568424866,16.0,12.0,13.0,10.0,304.18680655765274,1439.2324961404997,21.04464690230905
15,3080,-5.525255628158156,5.525255628158156,5.525255628158156,True,1.4553142146817704,0.36733039758119174,0.6709960885404518,0.1528287448494875,0.0,0.5745177606179273,0.10100190984232545,6.460219432250007,1.7038681076592397,3.177052568424866,16.0,12.0,13.0,10.0,304.18680655765274,1439.2324961404997,21.04464690230905
16,632,-5.520710229077778,5.520710229077778,5.520710229077778,True,1.6282724856840534,0.31853292164021946,0.7925356430463828,0.14357397761195898,0.0,0.2729856877295987,0.12634026157931758,6.508544533400681,1.410393748064159,2.5087070641705536,15.0,10.0,14.0,8.5,315.3051308821887,1854.0452513843775,22.269303366865127
17,3081,-5.520710229077778,5.520710229077778,5.520710229077778,True,1.6282724856840534,0.31853292164021946,0.7925356430463828,0.14357397761195898,0.0,0.2729856877295987,0.12634026157931758,6.508544533400681,1.410393748064159,2.5087070641705536,15.0,10.0,14.0,8.5,315.3051308821887,1854.0452513843775,22.269303366865127
18,2048,-5.49048113056776,5.49048113056776,5.49048113056776,True,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.23934999131060808,0.06507442641092044,5.03875041483559,4.678063524209293,2.9308883856603107,18.0,12.0,20.0,15.0,226.44533966707107,1956.7402492423473,11.781434072827519
19,3082,-5.49048113056776,5.49048113056776,5.49048113056776,True,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.2393499913106081,0.06507442641092044,5.03875041483559,4.6780635242093,2.9308883856603107,18.0,12.0,20.0,15.0,226.44533966707107,1956.7402492423473,11.781434072827519
20,3083,-5.49048113056776,5.49048113056776,5.49048113056776,True,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.23934999131060808,0.06507442641092044,5.03875041483559,4.678063524209293,2.9308883856603107,18.0,12.0,20.0,15.0,226.44533966707107,1956.7402492423473,11.781434072827519
21,2026,-5.464404463867451,5.464404463867451,5.464404463867451,True,1.6802171104197692,0.3980031448891964,0.8023839382297739,0.25945671828391864,0.0,0.4805969861735192,0.06303552526065415,5.487197669857629,2.5963428107769317,2.801338486633848,20.0,13.0,20.0,15.0,235.255872271955,2251.024892503952,17.048357953789765
22,3084,-5.464404463867451,5.464404463867451,5.464404463867451,True,1.6802171104197692,0.3980031448891964,0.8023839382297739,0.25945671828391864,0.0,0.4805969861735192,0.06303552526065415,5.487197669857629,2.5963428107769317,2.801338486633848,20.0,13.0,20.0,15.0,235.255872271955,2251.024892503952,17.048357953789765
