rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
23,2560,-5.399564411644704,5.399564411644704,5.399564411644704,True,1.6419803859253426,0.30587469671861983,0.733031574999419,0.18485103050766152,0.0,0.4982684678887079,0.07002421452348301,5.25393630162651,1.4945079368181808,3.260616026016057,20.0,15.0,20.0,15.0,214.939155618099,2226.7073408435463,15.293333395273292
24,3085,-5.399564411644704,5.399564411644704,5.399564411644704,True,1.6419803859253426,0.30587469671861983,0.733031574999419,0.18485103050766152,0.0,0.4982684678887079,0.07002421452348301,5.25393630162651,1.4945079368181808,3.260616026016057,20.0,15.0,20.0,15.0,214.939155618099,2226.7073408435463,15.293333395273292
25,1795,-5.37297094588139,5.37297094588139,5.37297094588139,True,1.6777638572522375,0.3879683999665321,0.7217351925070654,0.2526414371249169,0.0,0.42588336199369115,0.08156649185325918,4.398557836350967,3.493533182866571,2.9976997118052244,20.0,15.0,21.0,13.5,261.7528536887379,2966.9969279846514,2.400781843070856
26,3086,-5.37297094588139,5.37297094588139,5.37297094588139,True,1.6777638572522375,0.3879683999665321,0.7217351925070654,0.2526414371249169,0.0,0.42588336199369115,0.08156649185325918,4.398557836350967,3.493533182866571,2.9976997118052244,20.0,15.0,21.0,13.5,261.7528536887379,2966.9969279846514,2.400781843070856
27,2470,-5.333433072275754,5.333433072275754,5.333433072275754,True,1.5381162393883054,0.2946118931866345,0.5967242344827676,0.26777587754613086,0.0,0.5238952624530215,0.08199336070492863,4.275794403271185,3.3016635828760954,2.5583261379833786,20.0,15.0,20.0,15.0,200.42654708959162,1897.8120277784394,24.90657381189098
28,3087,-5.333433072275754,5.333433072275754,5.333433072275754,True,1.5381162393883054,0.2946118931866345,0.5967242344827676,0.26777587754613086,0.0,0.5238952624530215,0.08199336070492863,4.275794403271185,3.3016635828760954,2.5583261379833786,20.0,15.0,20.0,15.0,200.42654708959162,1897.8120277784394,24.90657381189098
29,3088,-5.322532324134768,5.322532324134768,5.322532324134768,True,1.6452083715892607,0.34325595075759185,0.7456660366431325,0.22944545531502306,0.0,0.2100950995235627,0.06915487338323623,4.398557836350967,2.8227751667308354,2.7014295545831644,20.0,15.0,21.0,13.5,283.1960609628633,1244.154595281197,31.224474794583898
30,3089,-5.322532324134768,5.322532324134768,5.322532324134768,True,1.6452083715892607,0.34325595075759185,0.7456660366431325,0.22944545531502306,0.0,0.21009509952356267,0.06915487338323623,4.398557836350967,2.8227751667308354,2.7014295545831644,20.0,15.0,21.0,13.5,283.1960609628633,1244.154595281197,31.224474794583898
31,1573,-5.3035907333474555,5.3035907333474555,5.3035907333474555,True,1.7020927227520504,0.27741635211340804,0.4933331224033097,0.23864172716945958,0.0,0.38457622434781585,0.08671214354297357,5.047746645222787,1.1022508271169116,2.4084849338468715,20.0,13.0,19.0,12.0,244.7356511925785,2937.7735663343565,23.019837546024725
32,3090,-5.3035907333474555,5.3035907333474555,5.3035907333474555,True,1.7020927227520504,0.27741635211340804,0.4933331224033097,0.23864172716945958,0.0,0.38457622434781585,0.08671214354297357,5.047746645222787,1.1022508271169116,2.4084849338468715,20.0,13.0,19.0,12.0,244.7356511925785,2937.7735663343565,23.019837546024725
33,2046,-5.276007303233523,5.276007303233523,5.276007303233523,True,1.7497052766005352,0.3186231099180788,0.5904063002921331,0.1677379407702014,0.0,0.5109408798529702,0.14979463248294134,3.8207332860975143,3.2737113220303655,3.065172044260026,16.0,12.0,20.0,15.0,246.37739176401308,2775.343266827208,37.080764554177634
34,3091,-5.276007303233523,5.276007303233523,5.276007303233523,True,1.7497052766005352,0.3186231099180788,0.5904063002921331,0.1677379407702014,0.0,0.5109408798529702,0.14979463248294134,3.8207332860975143,3.2737113220303655,3.065172044260026,16.0,12.0,20.0,15.0,246.37739176401308,2775.343266827208,37.080764554177634
35,1758,-5.270061490077001,5.270061490077001,5.270061490077001,True,1.7735122210027785,0.2126361032947898,0.7553867175335792,0.20572788200766784,0.0,0.4192346810393035,0.060608858754765564,5.226132054112398,1.7791608517011568,1.5685573653571558,13.0,10.0,20.0,13.0,344.54508891985256,2119.31434377324,26.447380455253505
36,3092,-5.270061490077001,5.270061490077001,5.270061490077001,True,1.7735122210027785,0.2126361032947898,0.7553867175335792,0.20572788200766784,0.0,0.4192346810393035,0.060608858754765564,5.226132054112398,1.7791608517011568,1.5685573653571558,13.0,10.0,20.0,13.0,344.54508891985256,2119.31434377324,26.447380455253505
37,2358,-5.233117371354764,5.233117371354764,5.233117371354764,True,1.4508854446876858,0.32318245984595156,0.7914872587173571,0.25133543868338015,0.0,0.2659936564302381,0.05717095358684328,4.178645272443944,1.7477616036354746,2.349632496810986,16.0,12.0,17.0,12.0,326.59326452779544,1118.9442714901254,13.692976487610508
38,3093,-5.233117371354764,5.233117371354764,5.233117371354764,True,1.4508854446876858,0.32318245984595156,0.7914872587173571,0.25133543868338015,0.0,0.2659936564302381,0.05717095358684328,4.178645272443944,1.7477616036354746,2.349632496810986,16.0,12.0,17.0,12.0,326.59326452779544,1118.9442714901254,13.692976487610508
39,2362,-5.215120673358166,5.215120673358166,5.215120673358166,True,1.2587603634101827,0.3608149462661913,0.606681961415292,0.2992024114427761,0.0,0.15267911730137257,0.06501360578274808,3.629758526429619,3.414654774526916,2.132776240721507,20.0,15.0,16.0,12.0,267.4974822865607,2248.2288710283356,10.060765330484923
40,3094,-5.215120673358166,5.215120673358166,5.215120673358166,True,1.2587603634101827,0.3608149462661913,0.606681961415292,0.2992024114427761,0.0,0.15267911730137257,0.06501360578274808,3.629758526429619,3.414654774526916,2.132776240721507,20.0,15.0,16.0,12.0,267.4974822865607,2248.2288710283356,10.060765330484923
41,2171,-5.208486551024389,5.208486551024389,5.208486551024389,True,1.7657468360203563,0.3498889347630783,0.7324435027383731,0.2166040590151283,0.0,0.39460631842208227,0.14347894533677025,3.560738938066862,2.318948154297381,3.255433531255789,21.0,12.0,20.0,15.0,228.0675820743001,2031.0735776244824,18.597668952924526
42,3095,-5.208486551024389,5.208486551024389,5.208486551024389,True,1.7657468360203563,0.3498889347630783,0.7324435027383731,0.2166040590151283,0.0,0.39460631842208227,0.14347894533677025,3.560738938066862,2.318948154297381,3.255433531255789,21.0,12.0,20.0,15.0,228.0675820743001,2031.0735776244824,18.597668952924526
43,1913,-5.198188165789299,5.198188165789299,5.198188165789299,True,1.560234694843017,0.2892319146171212,0.4463690342515373,0.1358795205283531,0.0,0.40642080129839586,0.10875252052696556,4.274965236528708,0.763944946722539,2.8194005960148654,20.0,15.0,19.0,12.0,264.76294791927216,1306.6898923442286,23.3420827691518
44,3096,-5.198188165789299,5.198188165789299,5.198188165789299,True,1.560234694843017,0.2892319146171212,0.4463690342515373,0.1358795205283531,0.0,0.40642080129839586,0.10875252052696556,4.274965236528708,0.763944946722539,2.8194005960148654,20.0,15.0,19.0,12.0,264.76294791927216,1306.6898923442286,23.3420827691518
45,1629,-5.190268180410811,5.190268180410811,5.190268180410811,True,1.736573920245136,0.2925850349483734,0.5739635442609139,0.22415157473200456,0.0,0.5721560892409209,0.1346683137380481,3.761778371117991,1.9192575516059804,2.7262486629495033,20.0,15.0,20.0,15.0,247.80189082069896,2492.466461776181,38.75494193320536
46,3097,-5.190268180410811,5.190268180410811,5.190268180410811,True,1.736573920245136,0.2925850349483734,0.5739635442609139,0.22415157473200456,0.0,0.5721560892409209,0.1346683137380481,3.761778371117991,1.9192575516059804,2.7262486629495033,20.0,15.0,20.0,15.0,247.80189082069896,2492.466461776181,38.75494193320536
47,974,-5.135460843019882,5.135460843019882,5.135460843019882,True,1.63526902517298,0.3323379290897351,0.7584948554635049,0.21505146300420164,0.0,0.5288384257997665,0.059416486142389466,3.5216228132585528,3.481814142743417,1.8744533315703675,18.0,12.0,20.0,11.0,248.77992300321628,1812.0998351337926,38.26829631266978
48,3098,-5.135460843019882,5.135460843019882,5.135460843019882,True,1.63526902517298,0.3323379290897351,0.7584948554635049,0.21505146300420164,0.0,0.5288384257997665,0.059416486142389466,3.5216228132585528,3.481814142743417,1.8744533315703675,18.0,12.0,20.0,11.0,248.77992300321628,1812.0998351337926,38.26829631266978
49,1809,-5.095461654506552,5.095461654506552,5.095461654506552,True,1.7519751478012981,0.3625986126222348,0.6052910892350765,0.2684273219539447,0.0,0.40898005907467444,0.1360154762935141,2.9782685145478993,2.8188642038633063,3.276402402249894,20.0,15.0,20.0,15.0,379.6891282336512,1876.3812506939457,24.86439702556271
50,3099,-5.095461654506552,5.095461654506552,5.095461654506552,True,1.7519751478012981,0.3625986126222348,0.6052910892350765,0.2684273219539447,0.0,0.40898005907467444,0.1360154762935141,2.9782685145478993,2.8188642038633134,3.276402402249894,20.0,15.0,20.0,15.0,379.6891282336512,1876.3812506939457,24.86439702556271
51,3100,-5.095461654506552,5.095461654506552,5.095461654506552,True,1.7519751478012981,0.3625986126222348,0.6052910892350765,0.2684273219539447,0.0,0.40898005907467444,0.1360154762935141,2.9782685145478993,2.8188642038633063,3.276402402249894,20.0,15.0,20.0,15.0,379.6891282336512,1876.3812506939457,24.86439702556271
52,1571,-5.075980932901843,5.075980932901843,5.075980932901843,True,1.698105952346551,0.32524564795390476,0.6005916760228712,0.24431385713013617,0.0,0.426710255488864,0.05301927835037071,3.1690883499643903,1.019540504263162,2.3292914788641816,20.0,15.0,20.0,15.0,203.97902480326593,1949.5731596696146,25.832012859832673
53,3101,-5.075980932901843,5.075980932901843,5.075980932901843,True,1.698105952346551,0.32524564795390476,0.6005916760228712,0.24431385713013617,0.0,0.426710255488864,0.05301927835037071,3.1690883499643903,1.019540504263162,2.3292914788641816,20.0,15.0,20.0,15.0,203.97902480326593,1949.5731596696146,25.832012859832673
54,831,-5.051458830583938,5.051458830583938,5.051458830583938,True,1.390851333248692,0.3638536342468189,0.6271455439507773,0.1463197408202416,0.0,0.20100908508339435,0.05276919931317925,2.426644892520386,1.9193059083846862,3.0864854010595737,16.0,12.0,15.0,10.0,297.1318292694298,2276.8275235207298,35.42905520874487
55,3102,-5.051458830583938,5.051458830583938,5.051458830583938,True,1.390851333248692,0.3638536342468189,0.6271455439507773,0.1463197408202416,0.0,0.20100908508339435,0.05276919931317925,2.426644892520386,1.9193059083846862,3.0864854010595737,16.0,12.0,15.0,10.0,297.1318292694298,2276.8275235207298,35.42905520874487
56,0,-4.98353228306998,4.98353228306998,4.98353228306998,True,1.758513126573627,0.3172499793371315,0.4433234574128216,0.26366427642339935,0.0,0.49370145246923447,0.1169671066360864,2.6763343376907045,1.281755835522155,3.0213719093363767,13.0,10.0,16.0,12.0,534.5785702159296,1283.7344500194365,25.74150717639496
57,3103,-4.98353228306998,4.98353228306998,4.98353228306998,True,1.758513126573627,0.3172499793371315,0.4433234574128216,0.26366427642339935,0.0,0.49370145246923447,0.1169671066360864,2.6763343376907045,1.281755835522155,3.0213719093363767,13.0,10.0,16.0,12.0,534.5785702159296,1283.7344500194365,25.74150717639496
58,1995,-4.959681512512713,4.959681512512713,4.959681512512713,True,1.8037357733810961,0.3115692791456116,0.7946458666511313,0.15040064416932056,0.0,0.1769323814845754,0.0853596631886704,3.1573489892038396,0.4365166451747555,1.4165142426056598,20.0,15.0,20.0,15.0,216.63545225532087,2388.4923464301937,17.345281827772105
59,3104,-4.959681512512713,4.959681512512713,4.959681512512713,True,1.8037357733810961,0.3115692791456116,0.7946458666511313,0.15040064416932056,0.0,0.1769323814845754,0.0853596631886704,3.1573489892038396,0.43651664517476263,1.4165142426056598,20.0,15.0,20.0,15.0,216.63545225532087,2388.4923464301937,17.345281827772105
60,3105,-4.959681512512713,4.959681512512713,4.959681512512713,True,1.8037357733810961,0.3115692791456116,0.7946458666511313,0.15040064416932056,0.0,0.1769323814845754,0.0853596631886704,3.1573489892038396,0.4365166451747555,1.4165142426056598,20.0,15.0,20.0,15.0,216.63545225532087,2388.4923464301937,17.345281827772105
61,1024,-4.9256390843775275,4.9256390843775275,4.9256390843775275,True,1.6288521235125406,0.3616858002979798,0.46918109585007617,0.09516774626223863,0.0,0.22259024159418145,0.06856918961364879,1.8197180645799023,1.7772653088504384,1.7781837321870395,17.0,10.0,15.0,10.0,281.24492053729733,1389.4211100294744,16.23250144012845
62,3106,-4.9256390843775275,4.9256390843775275,4.9256390843775275,True,1.6288521235125406,0.3616858002979798,0.46918109585007617,0.09516774626223863,0.0,0.22259024159418145,0.06856918961364879,1.8197180645799023,1.7772653088504384,1.7781837321870395,17.0,10.0,15.0,10.0,281.24492053729733,1389.4211100294744,16.23250144012845
63,1630,-4.846144719470746,4.846144719470746,4.846144719470746,True,1.4184797110342433,0.2519690786385433,0.5160778970929291,0.2815777158895259,0.0,0.43344852618407254,0.02828466895224118,1.9202622004957632,0.7159328236454456,2.4619646891739744,15.0,10.0,20.0,15.0,276.958712827465,1288.791544939435,23.006889542668905
64,3107,-4.846144719470746,4.846144719470746,4.846144719470746,True,1.4184797110342433,0.2519690786385433,0.5160778970929291,0.2815777158895259,0.0,0.43344852618407254,0.02828466895224118,1.9202622004957632,0.7159328236454456,2.4619646891739744,15.0,10.0,20.0,15.0,276.958712827465,1288.791544939435,23.006889542668905
65,418,-4.753042511925502,4.753042511925502,4.753042511925502,True,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
66,3108,-4.753042511925502,4.753042511925502,4.753042511925502,True,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
67,2478,-4.728252165322943,4.728252165322943,4.728252165322943,True,1.5892708172467251,0.21953717903102252,0.5715994752979274,0.18488839188513068,0.0,0.39488455544345713,0.09599050192502324,0.9856434743956655,0.6840225202019425,2.8790056823734416,20.0,15.0,20.0,15.0,216.11533465372398,1957.8383788420124,4.7177844437733185
68,3109,-4.728252165322943,4.728252165322943,4.728252165322943,True,1.5892708172467251,0.21953717903102252,0.5715994752979274,0.18488839188513068,0.0,0.39488455544345713,0.09599050192502324,0.9856434743956655,0.6840225202019496,2.8790056823734416,20.0,15.0,20.0,15.0,216.11533465372398,1957.8383788420124,4.71778444377332
69,3110,-4.728252165322943,4.728252165322943,4.728252165322943,True,1.5892708172467251,0.21953717903102252,0.5715994752979274,0.18488839188513068,0.0,0.39488455544345713,0.09599050192502324,0.9856434743956655,0.6840225202019425,2.8790056823734416,20.0,15.0,20.0,15.0,216.11533465372398,1957.8383788420124,4.7177844437733185
70,11,-4.723403965624982,4.723403965624982,4.723403965624982,True,1.6534778672259398,0.3025657257924875,0.558332573400554,0.2749637279473975,0.0,0.5137864160172332,0.07135322235175189,1.3306862210510815,0.5228151824817928,1.7056399875949833,15.0,10.0,18.0,12.0,523.5647284950055,1803.4239251849135,18.340997673198117
71,3111,-4.723403965624982,4.723403965624982,4.723403965624982,True,1.6534778672259398,0.3025657257924875,0.558332573400554,0.2749637279473975,0.0,0.5137864160172332,0.07135322235175189,1.3306862210510815,0.5228151824817928,1.7056399875949833,15.0,10.0,18.0,12.0,523.5647284950055,1803.4239251849135,18.340997673198117
72,2530,-4.7029315976109185,4.7029315976109185,4.7029315976109185,True,1.6264485969486104,0.37400736939709245,0.5284975630069042,0.2953922499704651,0.0,0.34768430094283076,0.02534242105594342,1.0352817416570943,0.18579987421481547,2.3088729508410526,19.0,12.0,20.0,15.0,256.1928640075962,1933.7406833461505,24.855662464586928
73,3112,-4.7029315976109185,4.7029315976109185,4.7029315976109185,True,1.6264485969486104,0.37400736939709245,0.5284975630069042,0.2953922499704651,0.0,0.34768430094283076,0.02534242105594342,1.0352817416570943,0.18579987421481547,2.3088729508410526,19.0,12.0,20.0,15.0,256.1928640075962,1933.7406833461505,24.855662464586928
74,1394,-4.671670055973855,4.671670055973855,4.671670055973855,True,1.4526550581649242,0.30123344588078943,0.6135210310055267,0.16096572311059612,0.0,0.2529948293138751,0.12257229304564132,0.6817982658394897,0.5055384662678719,2.0524446566809944,16.0,12.0,15.0,10.0,321.35416338103147,1020.85641554947,10.775107394648584
75,3113,-4.671670055973855,4.671670055973855,4.671670055973855,True,1.4526550581649242,0.30123344588078943,0.6135210310055267,0.16096572311059612,0.0,0.2529948293138751,0.12257229304564132,0.6817982658394897,0.5055384662678719,2.0524446566809944,16.0,12.0,15.0,10.0,321.35416338103147,1020.85641554947,10.775107394648584
76,2883,-4.660808928950866,4.660808928950866,4.660808928950866,True,1.6192466593234218,0.28563287678969107,0.8780827632859223,0.08602414477616549,0.0,0.5206357861418289,0.017120340355859576,0.7371075990559746,0.41049521445486903,2.3224910075705005,20.0,15.0,20.0,13.0,401.2809479316051,2290.2689145061768,12.988620288670063
77,3114,-4.660808928950866,4.660808928950866,4.660808928950866,True,1.6192466593234218,0.28563287678969107,0.8780827632859223,0.08602414477616549,0.0,0.5206357861418289,0.017120340355859576,0.7371075990559746,0.41049521445486903,2.3224910075705005,20.0,15.0,20.0,13.0,401.2809479316051,2290.2689145061768,12.988620288670063
78,812,-4.110279175924973,4.110279175924973,4.110279175924973,True,1.4121425655079423,0.25507698129175266,0.5993233990979379,0.08848914745231022,0.0,0.47706400534626375,0.05068362730568826,6.028377933841604,3.1074717549841893,2.8638953796593816,18.0,12.0,15.0,10.0,276.34620578835086,1634.5617438120778,37.192495269229155
79,3115,-4.110279175924973,4.110279175924973,4.110279175924973,True,1.4121425655079423,0.25507698129175266,0.5993233990979379,0.08848914745231022,0.0,0.47706400534626375,0.05068362730568826,6.028377933841604,3.1074717549841893,2.8638953796593816,18.0,12.0,15.0,10.0,276.34620578835086,1634.5617438120778,37.192495269229155
80,2753,-3.886691311973797,3.886691311973797,3.886691311973797,True,1.7950111405318891,0.3108248407449361,0.5727544378362589,0.29112835140019533,0.0,0.4011760632447885,0.13355697051016613,3.8984964692114445,0.3281061855358942,3.13364662851164,20.0,15.0,20.0,15.0,200.02720849588513,2958.6509529722307,4.921877667052691
81,3116,-3.886691311973797,3.886691311973797,3.886691311973797,True,1.7950111405318891,0.3108248407449361,0.5727544378362589,0.29112835140019533,0.0,0.4011760632447885,0.13355697051016613,3.8984964692114445,0.3281061855358942,3.13364662851164,20.0,15.0,20.0,15.0,200.02720849588513,2958.6509529722307,4.921877667052691
82,1712,-3.665823776822782,3.665823776822782,3.665823776822782,True,1.282346559241936,0.3135187302889018,0.6897700750281509,0.23948148011916026,0.0,0.34665834160398706,0.06714488660932047,4.913730503263636,0.882985325780588,2.218372694747572,20.0,15.0,20.0,15.0,233.37309355847538,2376.8726217068465,25.660536188592815
83,3117,-3.665823776822782,3.665823776822782,3.665823776822782,True,1.282346559241936,0.3135187302889018,0.6897700750281509,0.23948148011916026,0.0,0.34665834160398706,0.06714488660932047,4.913730503263636,0.882985325780588,2.218372694747572,20.0,15.0,20.0,15.0,233.37309355847538,2376.8726217068465,25.660536188592815
84,1830,-3.3754340909264675,3.3754340909264675,3.3754340909264675,True,1.29364468478384,0.25078382043131997,0.45679652835652396,0.21331856945416133,0.0,0.4279626321556537,0.09709078219951361,2.4732521980174766,1.8188387816069493,1.5681451783304956,20.0,15.0,16.0,10.0,284.97137811946425,1461.41442757824,32.440203129105015
85,3118,-3.3754340909264675,3.3754340909264675,3.3754340909264675,True,1.29364468478384,0.25078382043131997,0.45679652835652396,0.21331856945416133,0.0,0.4279626321556537,0.09709078219951361,2.4732521980174766,1.8188387816069493,1.5681451783304956,20.0,15.0,16.0,10.0,284.97137811946425,1461.41442757824,32.440203129105015
86,2798,-3.37311270711756,3.37311270711756,3.37311270711756,True,1.555446519104816,0.2188590052965408,0.7241351134715385,0.1968135557106274,0.0,0.31445749034363124,0.05392540627281918,3.11881208892585,0.5782389310006266,3.0750467895853575,22.0,13.0,20.0,15.0,220.0866861268878,1763.6216227331768,14.62147002743765
87,3119,-3.37311270711756,3.37311270711756,3.37311270711756,True,1.555446519104816,0.2188590052965408,0.7241351134715385,0.1968135557106274,0.0,0.31445749034363124,0.05392540627281918,3.11881208892585,0.5782389310006266,3.0750467895853575,22.0,13.0,20.0,15.0,220.0866861268878,1763.6216227331768,14.62147002743765
