score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power,takeoff_flap_deflection_deg
5.807394372688356,-5.807394372688356,73,1.6767935120487703,0.3218452134122659,0.5034463231358678,0.136051164008677,0.0,0.6084749431871136,0.05984750441946089,7.8649831636820196,4.008351538705568,3.0899222376021385,20.0,15.0,20.0,11.0,243.61560040831407,1780.8928825793532,31.082196753969484
5.807394372688356,-5.807394372688356,126,1.67679351204877,0.3218452134122659,0.5034463231358678,0.136051164008677,0.0,0.6084749431871136,0.05984750441946089,7.8649831636820196,4.008351538705568,3.0899222376021385,20.0,15.0,20.0,11.0,243.61560040831407,1780.8928825793532,31.082196753969484
5.734979300272785,-5.734979300272785,129,1.6437676631343487,0.268938154461705,0.497118817105714,0.1370171818197026,0.0,0.5633965000408194,0.09312575398149725,7.49918358566137,3.328730320508228,3.0234720725834814,20.0,13.0,21.0,12.0,237.65710520513878,2581.3142463213053,34.03285622944303
5.721295938559538,-5.721295938559538,100,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.882812945315489,20.0,11.0,20.0,15.0,244.092459084845,2837.7788366856807,38.92037793116595
5.721295938559538,-5.721295938559538,136,1.6872888401855988,0.34629672442817094,0.6428401829713456,0.22111469253935362,0.0,0.3560751333694917,0.07637347660577856,8.280324937964139,1.9449059459178173,2.8828129453154894,20.0,11.0,20.0,15.0,244.092459084845,2837.7788366856807,38.92037793116595
5.5772818431995095,-5.5772818431995095,136,1.5343537840993238,0.33377962706920394,0.5775274764182498,0.1794211224535283,0.0,0.5340941453226028,0.06532980899721723,6.9432178115529695,2.2871875542167928,2.5964246856835813,18.0,12.0,20.0,11.0,252.90288384829137,2225.2273556623177,22.138073722102135
5.540619515263685,-5.540619515263685,39,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.24896663068398603,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
5.540619515263685,-5.540619515263685,91,1.827604520040583,0.31816619773152977,0.4926861870733135,0.21366463657468554,0.0,0.248966630683986,0.0701792999820606,6.241604169292415,2.955181214173372,2.373009978353701,20.0,15.0,20.0,15.0,261.56960856006003,2274.6033605553453,28.675801568027303
5.525255628158156,-5.525255628158156,16,1.4553142146817704,0.36733039758119174,0.6709960885404518,0.1528287448494875,0.0,0.5745177606179273,0.10100190984232545,6.460219432250007,1.7038681076592397,3.177052568424866,16.0,12.0,13.0,10.0,304.18680655765274,1439.2324961404997,21.04464690230905
5.520710229077778,-5.520710229077778,20,1.6282724856840534,0.31853292164021946,0.7925356430463828,0.14357397761195898,0.0,0.2729856877295987,0.12634026157931758,6.508544533400681,1.410393748064159,2.5087070641705536,15.0,10.0,14.0,8.5,315.3051308821887,1854.0452513843775,22.269303366865127
5.49048113056776,-5.49048113056776,110,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.2393499913106081,0.06507442641092044,5.03875041483559,4.6780635242093,2.9308883856603107,18.0,12.0,20.0,15.0,226.44533966707107,1956.7402492423473,11.781434072827519
5.49048113056776,-5.49048113056776,141,1.3713789439645827,0.34399712886576495,0.645628357569217,0.2558443997650675,0.0,0.23934999131060808,0.06507442641092044,5.03875041483559,4.678063524209293,2.9308883856603107,18.0,12.0,20.0,15.0,226.44533966707107,1956.7402492423473,11.781434072827519
5.464404463867451,-5.464404463867451,136,1.6802171104197692,0.3980031448891964,0.8023839382297739,0.25945671828391864,0.0,0.4805969861735192,0.06303552526065415,5.487197669857629,2.5963428107769317,2.801338486633848,20.0,13.0,20.0,15.0,235.255872271955,2251.024892503952,17.048357953789765
5.399564411644704,-5.399564411644704,149,1.6419803859253426,0.30587469671861983,0.733031574999419,0.18485103050766152,0.0,0.4982684678887079,0.07002421452348301,5.25393630162651,1.4945079368181808,3.260616026016057,20.0,15.0,20.0,15.0,214.939155618099,2226.7073408435463,15.293333395273292
5.37297094588139,-5.37297094588139,140,1.6777638572522375,0.3879683999665321,0.7217351925070654,0.2526414371249169,0.0,0.42588336199369115,0.08156649185325918,4.398557836350967,3.493533182866571,2.9976997118052244,20.0,15.0,21.0,13.5,261.7528536887379,2966.9969279846514,2.400781843070856
5.333433072275754,-5.333433072275754,106,1.5381162393883054,0.2946118931866345,0.5967242344827676,0.26777587754613086,0.0,0.5238952624530215,0.08199336070492863,4.275794403271185,3.3016635828760954,2.5583261379833786,20.0,15.0,20.0,15.0,200.42654708959162,1897.8120277784394,24.90657381189098
5.322532324134768,-5.322532324134768,98,1.6452083715892607,0.34325595075759185,0.7456660366431325,0.22944545531502306,0.0,0.2100950995235627,0.06915487338323623,4.398557836350967,2.8227751667308354,2.7014295545831644,20.0,15.0,21.0,13.5,283.1960609628633,1244.154595281197,31.224474794583898
5.322532324134768,-5.322532324134768,136,1.6452083715892607,0.34325595075759185,0.7456660366431325,0.22944545531502306,0.0,0.21009509952356267,0.06915487338323623,4.398557836350967,2.8227751667308354,2.7014295545831644,20.0,15.0,21.0,13.5,283.1960609628633,1244.154595281197,31.224474794583898
5.3035907333474555,-5.3035907333474555,139,1.7020927227520504,0.27741635211340804,0.4933331224033097,0.23864172716945958,0.0,0.38457622434781585,0.08671214354297357,5.047746645222787,1.1022508271169116,2.4084849338468715,20.0,13.0,19.0,12.0,244.7356511925785,2937.7735663343565,23.019837546024725
5.276007303233523,-5.276007303233523,139,1.7497052766005352,0.3186231099180788,0.5904063002921331,0.1677379407702014,0.0,0.5109408798529702,0.14979463248294134,3.8207332860975143,3.2737113220303655,3.065172044260026,16.0,12.0,20.0,15.0,246.37739176401308,2775.343266827208,37.080764554177634
5.270061490077001,-5.270061490077001,95,1.7735122210027785,0.2126361032947898,0.7553867175335792,0.20572788200766784,0.0,0.4192346810393035,0.060608858754765564,5.226132054112398,1.7791608517011568,1.5685573653571558,13.0,10.0,20.0,13.0,344.54508891985256,2119.31434377324,26.447380455253505
5.233117371354764,-5.233117371354764,145,1.4508854446876858,0.32318245984595156,0.7914872587173571,0.25133543868338015,0.0,0.2659936564302381,0.05717095358684328,4.178645272443944,1.7477616036354746,2.349632496810986,16.0,12.0,17.0,12.0,326.59326452779544,1118.9442714901254,13.692976487610508
5.215120673358166,-5.215120673358166,144,1.2587603634101827,0.3608149462661913,0.606681961415292,0.2992024114427761,0.0,0.15267911730137257,0.06501360578274808,3.629758526429619,3.414654774526916,2.132776240721507,20.0,15.0,16.0,12.0,267.4974822865607,2248.2288710283356,10.060765330484923
5.208486551024389,-5.208486551024389,144,1.7657468360203563,0.3498889347630783,0.7324435027383731,0.2166040590151283,0.0,0.39460631842208227,0.14347894533677025,3.560738938066862,2.318948154297381,3.255433531255789,21.0,12.0,20.0,15.0,228.0675820743001,2031.0735776244824,18.597668952924526
5.198188165789299,-5.198188165789299,97,1.560234694843017,0.2892319146171212,0.4463690342515373,0.1358795205283531,0.0,0.40642080129839586,0.10875252052696556,4.274965236528708,0.763944946722539,2.8194005960148654,20.0,15.0,19.0,12.0,264.76294791927216,1306.6898923442286,23.3420827691518
5.190268180410811,-5.190268180410811,139,1.736573920245136,0.2925850349483734,0.5739635442609139,0.22415157473200456,0.0,0.5721560892409209,0.1346683137380481,3.761778371117991,1.9192575516059804,2.7262486629495033,20.0,15.0,20.0,15.0,247.80189082069896,2492.466461776181,38.75494193320536
5.135460843019882,-5.135460843019882,79,1.63526902517298,0.3323379290897351,0.7584948554635049,0.21505146300420164,0.0,0.5288384257997665,0.059416486142389466,3.5216228132585528,3.481814142743417,1.8744533315703675,18.0,12.0,20.0,11.0,248.77992300321628,1812.0998351337926,38.26829631266978
5.095461654506552,-5.095461654506552,100,1.7519751478012981,0.3625986126222348,0.6052910892350765,0.2684273219539447,0.0,0.40898005907467444,0.1360154762935141,2.9782685145478993,2.8188642038633134,3.276402402249894,20.0,15.0,20.0,15.0,379.6891282336512,1876.3812506939457,24.86439702556271
5.095461654506552,-5.095461654506552,136,1.7519751478012981,0.3625986126222348,0.6052910892350765,0.2684273219539447,0.0,0.40898005907467444,0.1360154762935141,2.9782685145478993,2.8188642038633063,3.276402402249894,20.0,15.0,20.0,15.0,379.6891282336512,1876.3812506939457,24.86439702556271
5.075980932901843,-5.075980932901843,98,1.698105952346551,0.32524564795390476,0.6005916760228712,0.24431385713013617,0.0,0.426710255488864,0.05301927835037071,3.1690883499643903,1.019540504263162,2.3292914788641816,20.0,15.0,20.0,15.0,203.97902480326593,1949.5731596696146,25.832012859832673
5.051458830583938,-5.051458830583938,73,1.390851333248692,0.3638536342468189,0.6271455439507773,0.1463197408202416,0.0,0.20100908508339435,0.05276919931317925,2.426644892520386,1.9193059083846862,3.0864854010595737,16.0,12.0,15.0,10.0,297.1318292694298,2276.8275235207298,35.42905520874487
4.98353228306998,-4.98353228306998,121,1.758513126573627,0.3172499793371315,0.4433234574128216,0.26366427642339935,0.0,0.49370145246923447,0.1169671066360864,2.6763343376907045,1.281755835522155,3.0213719093363767,13.0,10.0,16.0,12.0,534.5785702159296,1283.7344500194365,25.74150717639496
4.959681512512713,-4.959681512512713,99,1.8037357733810961,0.3115692791456116,0.7946458666511313,0.15040064416932056,0.0,0.1769323814845754,0.0853596631886704,3.1573489892038396,0.43651664517476263,1.4165142426056598,20.0,15.0,20.0,15.0,216.63545225532087,2388.4923464301937,17.345281827772105
4.959681512512713,-4.959681512512713,136,1.8037357733810961,0.3115692791456116,0.7946458666511313,0.15040064416932056,0.0,0.1769323814845754,0.0853596631886704,3.1573489892038396,0.4365166451747555,1.4165142426056598,20.0,15.0,20.0,15.0,216.63545225532087,2388.4923464301937,17.345281827772105
4.9256390843775275,-4.9256390843775275,135,1.6288521235125406,0.3616858002979798,0.46918109585007617,0.09516774626223863,0.0,0.22259024159418145,0.06856918961364879,1.8197180645799023,1.7772653088504384,1.7781837321870395,17.0,10.0,15.0,10.0,281.24492053729733,1389.4211100294744,16.23250144012845
4.846144719470746,-4.846144719470746,97,1.4184797110342433,0.2519690786385433,0.5160778970929291,0.2815777158895259,0.0,0.43344852618407254,0.02828466895224118,1.9202622004957632,0.7159328236454456,2.4619646891739744,15.0,10.0,20.0,15.0,276.958712827465,1288.791544939435,23.006889542668905
4.753042511925502,-4.753042511925502,1,1.593351520422356,0.2762345598391111,0.5428306549393936,0.28608236021866884,0.0,0.535583326622897,0.03647678676497822,1.2097066525155,0.7185700912761632,3.3237344604488963,13.0,10.0,18.0,12.0,535.8149940516166,1434.439891504314,24.640326199749147
4.728252165322943,-4.728252165322943,110,1.5892708172467251,0.21953717903102252,0.5715994752979274,0.18488839188513068,0.0,0.39488455544345713,0.09599050192502324,0.9856434743956655,0.6840225202019496,2.8790056823734416,20.0,15.0,20.0,15.0,216.11533465372398,1957.8383788420124,4.71778444377332
4.728252165322943,-4.728252165322943,141,1.5892708172467251,0.21953717903102252,0.5715994752979274,0.18488839188513068,0.0,0.39488455544345713,0.09599050192502324,0.9856434743956655,0.6840225202019425,2.8790056823734416,20.0,15.0,20.0,15.0,216.11533465372398,1957.8383788420124,4.7177844437733185
4.723403965624982,-4.723403965624982,121,1.6534778672259398,0.3025657257924875,0.558332573400554,0.2749637279473975,0.0,0.5137864160172332,0.07135322235175189,1.3306862210510815,0.5228151824817928,1.7056399875949833,15.0,10.0,18.0,12.0,523.5647284950055,1803.4239251849135,18.340997673198117
4.7029315976109185,-4.7029315976109185,143,1.6264485969486104,0.37400736939709245,0.5284975630069042,0.2953922499704651,0.0,0.34768430094283076,0.02534242105594342,1.0352817416570943,0.18579987421481547,2.3088729508410526,19.0,12.0,20.0,15.0,256.1928640075962,1933.7406833461505,24.855662464586928
