rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,-5.325038836776216,5.325038836776216,True,1.52164271633661,0.3840067722811191,0.8828846661868095,0.258598706185584,82.0,24.0,1.3171016800346882,3.003358029077917,23.88430153042481,17.0254035822879,211.46990004714402,2777.1710958989806,0.9031217402339177,0.9606530076125622
2,111,-5.300947132089007,5.300947132089007,True,1.4638194263922042,0.3924609291609772,0.8732638729931719,0.2711808960807113,91.0,15.0,1.3067479711488523,3.49318734813852,23.797141210738253,16.137692492853013,239.7587470977096,2860.1300660385746,0.8759386867856372,0.8908263608111014
3,44,-5.279581661827758,5.279581661827758,True,1.5166480321226548,0.34603891677882287,0.885898579933881,0.1096971159081783,67.0,22.0,1.0648922593524366,3.583918797187035,19.675602846224155,13.712384052742612,282.49331682490015,1467.99579724807,0.831796268092277,0.9999250178936399
4,181,-5.2572645291415965,5.2572645291415965,True,1.4874927432359475,0.37219923966239576,0.8476991389020629,0.12850301340748377,100.0,23.0,1.0623385457516517,1.9894166358361343,20.605622418679637,14.980032876362586,224.48827099317003,2048.336344557965,0.9379445192416229,0.9233109035022056
5,77,-5.252969619660995,5.252969619660995,True,1.4488267581536367,0.37458002432855264,0.8697754556769767,0.20576962070699928,87.0,22.0,0.8904238296717422,3.671564146086821,21.56607725053305,15.445427930383564,243.5682907409897,1077.8947313060414,0.8796798103091676,0.8940329611051467
6,93,-5.252195127687075,5.252195127687075,True,1.4570467973698218,0.38469270329140004,0.7301678034605296,0.15874289215666748,77.0,18.0,0.9612228888538275,2.557210640501452,24.942864710865067,11.981429303779919,294.1144232185588,1489.6019265424225,0.7496818012408925,0.7199563642277496
7,223,-5.246690622255051,5.246690622255051,True,1.4843632539782108,0.3969131971431783,0.8779988817506424,0.15399648258262616,88.0,23.0,1.1134705979383432,2.729917887170171,22.326501651937633,14.69148121603176,252.65236773235932,2519.236722444739,0.9004426345318031,0.7242194616282176
8,183,-5.2414045295260845,5.2414045295260845,True,1.3739583865478007,0.3894980951650042,0.8705618874008652,0.17745717817865447,72.0,15.0,1.515830268884982,3.1170191118393418,22.152770327223443,15.049629721436727,226.36069128227962,1328.5841151397435,0.8240974457592898,0.8742353670756757
9,120,-5.190386863752444,5.190386863752444,True,1.4272965267242537,0.38327117805117056,0.8686705324144142,0.2701787803592208,92.0,16.0,0.6112682751503784,3.5729532940982613,23.283962161978643,17.359121058766807,241.2141732056188,2842.0310974163394,0.9145899552922054,0.8653734902649648
10,119,-5.182343244653329,5.182343244653329,True,1.426436975687205,0.37483316499251434,0.8816141067298657,0.2755747250748849,89.0,15.0,0.6374986708288173,2.6982487616979554,22.823754823247363,14.407842455017848,261.94395560601777,1006.6030693417084,0.8287952398242623,0.7300437709729988
11,238,-5.180607291925645,5.180607291925645,True,1.48151230279246,0.3601421572055062,0.8735467163312993,0.1927869495196798,77.0,12.0,1.334926311862852,2.746214840337626,22.770668265887686,11.334479430510033,240.00798828311633,1945.80739251226,0.8964569151477344,0.886030146255024
12,74,-5.175019043601289,5.175019043601289,True,1.516895083397376,0.38989071456343716,0.7057530366344728,0.2645689628719182,64.0,16.0,1.2153213649477843,3.153938532811585,22.00716640800163,15.427734030977476,208.41648228203948,2716.1198630768595,0.9647340641427157,0.9693145423032671
13,23,-5.170001105522239,5.170001105522239,True,1.3987024851662389,0.3986394198124869,0.8838784408361993,0.27104928095070957,83.0,14.0,0.8765964559416644,3.367295507364897,21.73893962410601,15.307514686327654,257.27941834915174,2851.2949753503085,0.8582354238666237,0.8913840297430408
14,85,-5.1474878489672165,5.1474878489672165,True,1.4866071724794814,0.3822058175848061,0.676929777695469,0.25956869165588004,64.0,15.0,0.9104974407544464,3.8051943987230614,19.622913426655114,14.393393495913763,279.6455402725302,2640.350561970835,0.9048671493447724,0.946571747589589
15,246,-5.142625491440277,5.142625491440277,True,1.4542680362323155,0.36801819132280006,0.8424637191068248,0.2614159195554616,73.0,19.0,0.7168875643524011,4.385749015191461,21.84214681476688,15.039822271817922,297.10282147732124,2533.3015413922076,0.7283001840876218,0.8320864645438988
16,8,-5.141261496559933,5.141261496559933,True,1.4294344577528744,0.3970968892535326,0.8382903951918963,0.23253165855608388,85.0,9.0,0.9509565588987872,3.17519411866451,23.285763342845275,16.348140632711733,241.8234966146847,1675.60382139767,0.8494209638567489,0.7222050830827978
17,72,-5.138112353976667,5.138112353976667,True,1.3679873385956882,0.3890725811904592,0.8800458952578241,0.2619167024933729,74.0,20.0,1.5519972545178362,3.042660403373253,22.97275675713417,16.51838522500054,209.83579205045973,1994.335764357121,0.9278532872305467,0.9726476763754992
18,162,-5.132132571319122,5.132132571319122,True,1.5190266288543237,0.39280307844115053,0.8704709738604002,0.2108388021589648,90.0,6.0,1.0533297991724857,2.8763366236441907,22.725373564824327,16.94912531563665,239.1463103364174,1796.7302163261008,0.8927368993028348,0.7600876040561322
19,211,-5.096367676550129,5.096367676550129,True,1.468165008375184,0.35588242101860196,0.8942607094684977,0.2153006841307393,74.0,14.0,1.4144313863649907,3.202449834884256,20.380920657248524,15.301387076923277,224.69029767338498,2906.902394827913,0.9223780787966656,0.9522338819569225
20,234,-5.088133182090555,5.088133182090555,True,1.5008511511791471,0.3793761783401484,0.8883078071376098,0.2844396847396662,70.0,12.0,0.5747009657792184,2.7052763197451024,22.253627342826974,16.278717050065122,205.21089378625862,2244.998973707366,0.9574268534264624,0.9879738174577504
21,47,-5.083939402606752,5.083939402606752,True,1.4692992154842996,0.39496566078645534,0.8703397428518365,0.11324710947349287,89.0,11.0,0.5527736808107004,2.749496407545225,24.503293027901957,12.82657968208792,269.582545454095,1417.5806532690667,0.7706513713348668,0.7056272086895969
22,118,-5.07848025542526,5.07848025542526,True,1.47043422805829,0.33053076427847594,0.8240563795735841,0.24427289789852102,80.0,14.0,0.5297071069019719,3.4662022422219883,21.47592558745102,13.194120921064156,290.04439187459855,2154.617778356195,0.8034734162631769,0.8551785829356586
23,187,-5.075887109373902,5.075887109373902,True,1.4705420122855068,0.3493822526528404,0.8757203011868534,0.19910440049545663,90.0,7.0,0.8875194353149118,2.880915647861774,22.116958933752187,17.034799363250627,214.45778131138485,2379.64275657489,0.8639761598445411,0.9861426796632953
24,248,-5.070806803689912,5.070806803689912,True,1.5063015923588696,0.38397355381012754,0.8690011571782634,0.2010933087698097,79.0,14.0,0.6570414970101126,3.1472594936310436,21.682806498408496,9.300021429125461,267.2750988555956,1736.4916588019976,0.9008274627057435,0.7869698885611457
25,239,-5.068069306930693,5.068069306930693,True,1.4322705792202082,0.37886706132063896,0.8859207397281947,0.2183582769652292,68.0,19.0,4.673327369765783,1.9642550773903404,21.96758621889621,16.097277523894174,205.09237195375945,1842.0283283623573,0.8860464794470684,0.5822588575853518
26,174,-5.067073170731708,5.067073170731708,True,1.259824191613363,0.3831721666488197,0.8636322893613695,0.14384230801105424,68.0,21.0,3.0916687273210437,4.243153369121909,22.794925221419383,11.643666076162722,332.9830614921022,1078.7235312161029,0.8816027063760552,0.5026136170830492
27,178,-5.0643193712489305,5.0643193712489305,True,1.5012552067248766,0.38413686417757037,0.821900698777724,0.24300643139397088,94.0,7.0,0.5657442237767425,2.192657959311908,20.721239504631342,16.347332445562373,282.19537697799626,1172.4303095803152,0.7056025749575396,0.6839056586243181
28,108,-5.0635103926097,5.0635103926097,True,1.3007865670029928,0.3882322581243817,0.889422603874717,0.16341845694929363,72.0,22.0,3.643873309406543,3.926883159982483,22.62351536371883,16.214541451871785,276.4210406642568,1005.4380811985375,0.8401455657351421,0.6989572518399081
29,152,-5.060706401766004,5.060706401766004,True,1.3981614247847143,0.36052994656379406,0.8256785505814936,0.2901221965574908,76.0,22.0,4.690536312392624,3.469637185413479,24.04739746069864,17.72936519256051,205.38854644084657,1225.6776792264795,0.9522482387718705,0.8475822424121282
30,24,-5.0586353944562905,5.0586353944562905,True,1.364931181716178,0.38565168612724565,0.8782761167998135,0.24352596590982895,81.0,19.0,3.178423184533628,3.177295145959085,23.740412897931062,16.25776761477586,210.38153392943292,2180.7654680084606,0.9383366863377173,0.7558158800454594
31,193,-5.058510638297872,5.058510638297872,True,1.4334775493248972,0.382711493689479,0.8361187033797803,0.08873468844747257,80.0,21.0,1.7489467568729877,1.8271706867356807,18.705722994398673,14.86586143983681,231.80497766719046,2814.9904184799516,0.9763064197905403,0.5181199175787716
32,80,-5.058262711864407,5.058262711864407,True,1.4111737708308656,0.33701709519249007,0.8580909302287374,0.09911370412974595,84.0,15.0,4.4555257955778,2.8849214634790035,20.514750874809486,14.014084756388886,265.76193716202454,2954.865798922442,0.9416938578507024,0.5066935178592569
33,105,-5.0576519916142555,5.0576519916142555,True,1.3535713925050021,0.37234449853028756,0.8845944816160993,0.12209282000905342,82.0,20.0,3.8939383273759987,3.4987391878357674,13.812757099204493,8.078220065417021,447.5901965392445,2322.5673860890597,0.936314341513125,0.7016477433270849
