quantity,paired_count,mae,median_absolute_error,bias,correlation
velocity,150,1.290723240093676,1.3086484820162365,-1.290723240093676,0.9907318369839083
alpha,150,0.9959547894910378,0.9913348549408522,0.9959547894910378,0.9453208799856231
elevator_deflection,150,1.7656645985987856,1.9491218021985879,-1.3382476798939698,0.9510224529428143
