case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,coarse_status,coarse_velocity,coarse_alpha,coarse_elevator_deflection,coarse_elapsed_seconds,full_status,full_velocity,full_alpha,full_elevator_deflection,full_elapsed_seconds
39,0.9854490663268253,0.24435446015817283,0.5880971411727625,0.12551307755084729,9,10,1.8164064648352531,5.113746591310805,ok,29.131974920667258,1.2145135397964173,-3.2690594036763554,0.019423099933192134,ok,30.22595147701352,0.13715263118625395,-1.1179350539825388,1.4326066998764873
40,0.9721990711003974,0.1694015411004398,0.4529026812479918,0.08487364954932287,7,2,3.2642883542088232,7.715469857529972,ok,29.86164128209233,1.6986924861182364,-0.7774450161960165,0.02133319992572069,ok,30.508366852231525,0.8362630662415832,-0.4426570790080946,1.5118195000104606
41,1.269371898894717,0.3454721170867479,0.8925002581829862,0.1412541364741185,8,10,2.1868247915063694,8.92599633752307,ok,27.76617729377678,0.18437527562729827,-3.3103981549893176,0.01587150013074279,ok,29.62772706044669,-1.1672527854659,-0.6592741303058933,1.5343728000298142
42,1.0395724669381083,0.12249854071797198,0.5218851278798544,0.1743307528614404,6,1,3.269428833964043,3.440067060993653,ok,30.283541311565003,2.075545795926941,3.847380617567961,0.017092700116336346,ok,30.62710886172008,1.2014635474149973,0.9588217929921895,1.5119026000611484
43,1.5433368653996176,0.25723380818867303,0.31111909025929074,0.19065511243994177,6,5,0.5671942394521928,9.382885148621579,ok,27.58977419898958,0.23858200056684092,-2.60775863526965,0.014537600101903081,ok,29.581078894635574,-0.6656472554316551,-0.9903916311644212,1.5607710999902338
44,1.111833468153565,0.28447619724605444,0.7371590606437998,0.1338376144884591,3,6,4.19896773224232,2.613806961442637,ok,28.61640952927989,0.6556705274537975,-3.349736604005952,0.01462800009176135,ok,30.02020864515272,-0.5347066188219847,-0.915475726730894,1.449254399864003
45,1.7520113518580938,0.2585264808623764,0.40550514651597236,0.08676722958045979,6,3,2.3937074371812117,5.247514271202548,ok,27.418701813325434,-0.10654988679870718,-2.3174309220408214,0.01890809996984899,ok,29.52707501548957,-0.9676512993134073,-0.7542161167835415,1.6619923000689596
46,0.8473227881391517,0.22049644657881948,0.5004813709924653,0.1260858008645962,4,8,1.7642587026714085,1.5018750916567507,ok,29.45859351767001,1.9866789819230068,-3.262989789953217,0.017973100068047643,ok,30.28375465472547,0.9005502816650278,-1.3637805690083469,1.5811990001238883
47,1.2444914587995464,0.1422722968706814,0.5659428264915405,0.19985284276936735,8,1,3.1100385283651666,9.615382265708604,ok,29.961451338994248,1.0755197660168374,1.0605771701605464,0.017818199936300516,ok,30.520571681532825,0.38679327495187316,0.35119397084529913,1.663731100037694
48,1.640685697440419,0.21688214554201102,0.4540452473047385,0.16216739318437426,6,6,2.7360595098948854,3.7828516112471435,ok,28.368679171230657,-0.0024489743978885845,-1.8095814357891757,0.024609600193798542,ok,29.91960531787404,-0.748401652871318,-0.5093076378168957,1.6682991001289338
49,1.0979833205178449,0.24664195269606365,0.8180591252549092,0.09027778199440568,5,4,2.5516449958811167,4.544990489098962,ok,29.073808661399955,0.7570995724317281,-2.896660987738011,0.015375499846413732,ok,30.201116684580725,-0.2609616294276914,-0.7753173338330792,1.5798161998391151
50,1.1785211448434199,0.252753490471441,0.45249449412753895,0.18505256514529797,9,10,1.6271158745325647,6.6805692671547146,ok,28.62836595367942,0.7017865668020272,-2.9934143072404016,0.014522100100293756,ok,30.044265475093507,-0.3213824227139695,-1.0253941942171583,1.575230099959299
51,1.6252078919032646,0.3058225382604974,0.5009784013815787,0.26429335919808405,10,7,1.009593404487648,3.4068782232782997,ok,27.121419529986493,-0.05974970860903499,-2.787392406526395,0.01661599986255169,ok,29.33050368068224,-1.0968315512827442,-0.8307519194007442,1.6293101999908686
