rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,535,-7.5,7.5,7.5,True,1.7245784390396786,0.34077803614747926,0.628478530626837,0.16961315676685595,0.0,0.5798550965452056,18.41581344431495,15.011319173049447,3.1836833858994193,12.28477049977479,8.66989811266729,449.95704524939754,1345.4233354740657,0.8747414657291712,0.888976369023071,8
2,2560,-7.5,7.5,7.5,True,1.7074537692373606,0.3644138314759745,0.6249374026425755,0.19495749396456058,0.0,0.5785605571311307,18.10298322487211,16.60141078248548,4.434303398628239,17.545114920350656,11.566343117546907,389.1451232891269,2535.2145160296313,0.9691538944571174,0.9541541872760553,6
3,2962,-7.5,7.5,7.5,True,1.7556459877088666,0.38024502264139665,0.7539907059881185,0.20121232624011684,0.0,0.5954324636485875,16.235467374802646,14.922027514635968,3.696630446069949,16.36231280796523,10.541655205015333,403.7464677249635,1790.1658726292399,0.9365201889192611,0.94515819457588,6
4,2746,-7.473970552582955,7.473970552582955,7.4724386096721895,True,1.5169492748703297,0.376913256873162,0.7453495155149334,0.09119130022353744,0.0,0.5026473792536844,16.879834613502897,13.943908970031746,4.492992601413768,17.836010827703955,10.708150087942613,415.2829586200301,1942.3187852641975,0.9796640353850679,0.8969655585967631,6
5,1697,-7.5,7.5,7.469077464510262,True,1.7831219522284685,0.2838597388797942,0.369632085404733,0.16862868680019044,0.0,0.5016801026903898,17.22502456256445,15.881824108041236,2.451432411545375,14.904549631745953,11.831071915647849,302.07491188928094,2604.5266456741138,0.9644178796057428,0.9348913811368897,8
6,0,-7.493894356729587,7.493894356729587,7.468547367920223,True,1.7785749362862104,0.3749756836077349,0.5213957498708962,0.16078459674290566,0.0,0.5709775296793442,18.349859432205815,13.976551777094176,3.0721067233366646,21.238997370559094,13.327901810036069,249.92539426135616,1889.9657203843924,0.8033796840393531,0.9112862738524973,8
7,2048,-7.5,7.5,7.463264660524339,True,1.68163863140328,0.3553024640474844,0.8983440923489932,0.2770557132052107,0.0,0.5499472539650155,18.60160095340057,18.413594263993353,4.3048916650929945,15.314405844349022,9.115916332053672,479.4519002458858,2387.7724050516663,0.9219164131938198,0.9177294232451083,6
8,1536,-7.5,7.5,7.462711060144727,True,1.730458842000902,0.38820463432946867,0.4614396055730682,0.15101786738432377,0.0,0.4851273221243006,16.57701424824319,15.774418201764057,2.46279785015052,17.290072975554903,12.3992074968126,279.3778677418744,2966.4808339465308,0.9815366726959506,0.8723014532434628,8
9,2691,-7.450059035604406,7.450059035604406,7.446223375831383,True,1.7762462293245926,0.3422110298232175,0.5390622475232549,0.1294554336782797,0.0,0.5218793293774714,16.784132037795167,14.28320509087901,4.136514328658244,18.82269061371146,10.4943069391588,375.90842435293877,2598.880415126472,0.8986970742187184,0.9974607059110809,6
10,2938,-7.5,7.5,7.4421487603305785,True,1.7118226175232631,0.3821361695202677,0.559249749890813,0.10677256499810278,0.0,0.5517942552529337,18.58833625792052,18.011039686048587,3.911142313701774,19.34737665943357,11.779428135152532,377.3082173830329,2663.6284567329567,0.8850710687781896,0.8769337952187419,6
