generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,0,1024,12.05902020004578,84.91568825766728,1977.6793128075078,0.0,-5.362082420227516,5.362082420227516,1.6485714187532663,0.3111427301186531,0.5956111860592727,0.21717826156861816,0.0,0.5326781857861911,7.447265078663682,6.007747882473733,3.1401708623914697,22.466749353048577,17.429985396440163,321.54838397810533,1406.551682608137,0.6519199051357667,0.7821542463908491,6.0
2,0,1536,14.617470900062472,105.07973715161872,1593.3043281068094,0.0,-5.362082420227516,5.362082420227516,1.6485714187532663,0.3111427301186531,0.5956111860592727,0.21717826156861816,0.0,0.5326781857861911,7.447265078663682,6.007747882473733,3.1401708623914697,22.466749353048577,17.429985396440163,321.54838397810533,1406.551682608137,0.6519199051357667,0.7821542463908491,6.0
3,0,2048,16.85463549999986,121.5095989468308,1373.6527932499885,0.0,-6.337434891062891,6.337434891062891,1.7914402566692074,0.3822129651326435,0.717539606756847,0.12581633161753417,0.0,0.533969503790443,9.475226833605136,8.248773810730798,3.378378378378378,23.59191659802387,17.379153055878426,304.32308126453347,2940.4013976454735,0.6055629054116456,0.6152270236052573,8.0
4,0,2560,19.15670870000031,133.6346467491025,1245.18606550002,0.0,-6.337434891062891,6.337434891062891,1.7914402566692074,0.3822129651326435,0.717539606756847,0.12581633161753417,0.0,0.533969503790443,9.475226833605136,8.248773810730798,3.378378378378378,23.59191659802387,17.379153055878426,304.32308126453347,2940.4013976454735,0.6055629054116456,0.6152270236052573,8.0
5,0,3072,20.63143960002344,148.89896485926798,1114.0977384012658,0.0,-6.389377383797088,6.389377383797088,1.5163516031487814,0.2555303588022215,0.3641255730763078,0.10157164311162475,0.0,0.36979097477379186,10.644508405525414,8.152351677532195,2.1076144812496302,17.245110031715093,9.863887199313577,336.54123885656514,1396.823881181885,0.7971853816012482,0.7752136232157518,8.0
6,0,3584,22.973474300000817,156.00600732819382,1060.0617427000377,0.0,-6.389377383797088,6.389377383797088,1.5163516031487814,0.2555303588022215,0.3641255730763078,0.10157164311162475,0.0,0.36979097477379186,10.644508405525414,8.152351677532195,2.1076144812496302,17.245110031715093,9.863887199313577,336.54123885656514,1396.823881181885,0.7971853816012482,0.7752136232157518,8.0
7,0,4096,24.739938800106756,165.56225272401747,995.7825367042968,0.0,-6.389377383797088,6.389377383797088,1.5163516031487814,0.2555303588022215,0.3641255730763078,0.10157164311162475,0.0,0.36979097477379186,10.644508405525414,8.152351677532195,2.1076144812496302,17.245110031715093,9.863887199313577,336.54123885656514,1396.823881181885,0.7971853816012482,0.7752136232157518,8.0
8,0,4608,26.930369900073856,171.1079356539905,960.5165264359675,0.0,-6.652260690378881,6.652260690378881,1.6531019556349156,0.3740022516161967,0.7239087113545307,0.12870639109780369,0.0,0.5037473897874786,11.621809804287693,7.407579655167625,2.675404801893838,18.974419394356858,13.269332203328938,284.53942992181004,2410.3437277007756,0.786943466464109,0.7510606972398763,8.0
9,0,5120,29.657147100078873,172.6396670159276,949.028707202524,0.0,-6.652260690378881,6.652260690378881,1.6531019556349156,0.3740022516161967,0.7239087113545307,0.12870639109780369,0.0,0.5037473897874786,11.621809804287693,7.407579655167625,2.675404801893838,18.974419394356858,13.269332203328938,284.53942992181004,2410.3437277007756,0.786943466464109,0.7510606972398763,8.0
10,0,5632,31.7442079000175,177.41819287911403,920.5820291005075,0.0,-6.652260690378881,6.652260690378881,1.6531019556349156,0.3740022516161967,0.7239087113545307,0.12870639109780369,0.0,0.5037473897874786,11.621809804287693,7.407579655167625,2.675404801893838,18.974419394356858,13.269332203328938,284.53942992181004,2410.3437277007756,0.786943466464109,0.7510606972398763,8.0
11,1,6144,43.95573500008322,139.7769824572008,1164.8269775022054,0.0,-5.931231159147756,5.931231159147756,1.1857344655767084,0.38729645855724815,0.4523999076336622,0.24213989401236174,0.0,0.5853176486061885,9.589396600947627,4.426895580213289,3.6143856309354305,18.620808967389166,7.836540583735111,465.58833876624703,1441.2927068769932,0.8157235244289041,0.930931968614459,6.0
12,1,6656,46.03080480010249,144.5988187455106,1122.443470894807,0.0,-5.931231159147756,5.931231159147756,1.1857344655767084,0.38729645855724815,0.4523999076336622,0.24213989401236174,0.0,0.5853176486061885,9.589396600947627,4.426895580213289,3.6143856309354305,18.620808967389166,7.836540583735111,465.58833876624703,1441.2927068769932,0.8157235244289041,0.930931968614459,6.0
13,1,7168,48.2875950000016,148.44392229515182,1089.9200014286077,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
14,1,7680,50.25826820009388,152.81067722874013,1055.4236322019715,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
15,1,8192,52.58061750000343,155.79885496779238,1031.8946184375673,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
16,1,8704,55.22723820002284,157.6033907123098,1016.8309150945381,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
17,1,9216,57.299820200074464,160.8382010243729,993.1968834679575,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
18,1,9728,59.688137800083496,162.98045739980168,977.0005713592614,0.0,-6.128827171828861,6.128827171828861,1.7185930432220942,0.2234423546067148,0.38610478541697485,0.1610408788390554,0.0,0.5039913657098394,9.278576732793262,5.094383341699913,4.483683247816928,17.315498907941677,11.729411792169861,457.9945077036853,2578.8925695014236,0.6634537755562974,0.8492691717110574,6.0
19,1,10240,62.853471200098284,162.91860742901957,974.2288036015234,0.0,-6.388566537294258,6.388566537294258,1.737981999801402,0.1535294245067378,0.4816591893799923,0.16309270906731066,0.0,0.4379897823106077,11.943091776907433,7.713855363102434,4.193713121857353,15.405406782738531,11.270194338955106,483.6992066926273,2223.448117034253,0.8758253860725889,0.8759970798268021,6.0
20,1,10752,65.2656641000649,164.74206074905027,960.3376289009549,0.0,-6.388566537294258,6.388566537294258,1.737981999801402,0.1535294245067378,0.4816591893799923,0.16309270906731066,0.0,0.4379897823106077,11.943091776907433,7.713855363102434,4.193713121857353,15.405406782738531,11.270194338955106,483.6992066926273,2223.448117034253,0.8758253860725889,0.8759970798268021,6.0
21,2,11264,77.05868140002713,146.1743154093996,1078.8215396003798,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
22,2,11776,79.11544280010276,148.8457826085087,1056.0191712883282,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
23,2,12288,80.95136870001443,151.79483926375923,1032.129950925184,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
24,2,12800,82.46801320009399,155.21169364106146,1006.1097610411466,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
25,2,13312,84.07861460000277,158.32801317351348,983.0730322461861,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
26,2,13824,85.49806840007659,161.68786334812233,959.4783231564151,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
27,2,14336,86.90772800007835,164.95656174543046,937.3619234294165,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
28,2,14848,88.71993100002874,167.35811032128947,920.8516976209879,0.0,-6.380476083062289,6.380476083062289,1.7633442167606206,0.3597217946127057,0.4913208525627851,0.08196770584210754,0.0,0.24222526689078658,8.6713940855304,8.090322256639881,4.091598300728947,19.735823371447623,12.651472968153655,436.85606541112065,2515.384506434202,0.7990547707304358,0.6308876615948975,6.0
29,2,15360,90.73189050005749,169.28998079225812,907.3189050005749,0.0,-6.6411896558004955,6.6411896558004955,1.6287548640492282,0.20994155437963247,0.5108342126233454,0.16783805835992097,0.0,0.4519898467075079,12.725143527133767,7.6143380757320145,4.4555756859292055,19.059773951554423,12.001230975363804,448.615712010407,1723.3739867806435,0.7265069559105366,0.7568170504123789,6.0
30,2,15872,93.57704110001214,169.614253810788,902.5656544807623,0.0,-6.6411896558004955,6.6411896558004955,1.6287548640492282,0.20994155437963247,0.5108342126233454,0.16783805835992097,0.0,0.4519898467075079,12.725143527133767,7.6143380757320145,4.4555756859292055,19.059773951554423,12.001230975363804,448.615712010407,1723.3739867806435,0.7265069559105366,0.7568170504123789,6.0
31,3,16384,107.11117050005123,152.96257078987074,997.4727752817271,0.0,-6.444970402265568,6.444970402265568,1.7194247828997673,0.22711033780127765,0.6054076625034213,0.25612667584791776,0.0,0.3440419404877349,12.316317311624031,3.4027166654047756,3.378378378378378,20.25382530875504,14.719536268177126,252.6008470915258,1610.1343911141157,0.9063913566060364,0.9356487966142595,8.0
32,3,16896,109.86432330007665,153.78968797588007,988.77890970069,0.0,-6.444970402265568,6.444970402265568,1.7194247828997673,0.22711033780127765,0.6054076625034213,0.25612667584791776,0.0,0.3440419404877349,12.316317311624031,3.4027166654047756,3.378378378378378,20.25382530875504,14.719536268177126,252.6008470915258,1610.1343911141157,0.9063913566060364,0.9356487966142595,8.0
33,3,17408,112.08770370006096,155.30695540505155,975.8223616240601,0.0,-6.444970402265568,6.444970402265568,1.7194247828997673,0.22711033780127765,0.6054076625034213,0.25612667584791776,0.0,0.3440419404877349,12.316317311624031,3.4027166654047756,3.378378378378378,20.25382530875504,14.719536268177126,252.6008470915258,1610.1343911141157,0.9063913566060364,0.9356487966142595,8.0
34,3,17920,114.0538953000214,157.1187021088673,961.3114032430374,0.0,-6.444970402265568,6.444970402265568,1.7194247828997673,0.22711033780127765,0.6054076625034213,0.25612667584791776,0.0,0.3440419404877349,12.316317311624031,3.4027166654047756,3.378378378378378,20.25382530875504,14.719536268177126,252.6008470915258,1610.1343911141157,0.9063913566060364,0.9356487966142595,8.0
