case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,coarse_status,coarse_error,coarse_elapsed_seconds,coarse_total_score,coarse_breakdown_0,coarse_breakdown_1,coarse_breakdown_2,coarse_breakdown_3,coarse_M1_can_fly,coarse_M1_lap_time,coarse_M1_penalty,coarse_M1_penalty_static_margin,coarse_M1_penalty_longitudinal,coarse_M1_penalty_directional,coarse_M1_penalty_spiral,coarse_M2_can_fly,coarse_M2_lap_time,coarse_M2_penalty,coarse_M2_penalty_static_margin,coarse_M2_penalty_longitudinal,coarse_M2_penalty_directional,coarse_M2_penalty_spiral,coarse_M3_can_fly,coarse_M3_lap_time,coarse_M3_penalty,coarse_M3_penalty_static_margin,coarse_M3_penalty_longitudinal,coarse_M3_penalty_directional,coarse_M3_penalty_spiral,full_status,full_error,full_elapsed_seconds,full_total_score,full_breakdown_0,full_breakdown_1,full_breakdown_2,full_breakdown_3,full_M1_can_fly,full_M1_lap_time,full_M1_penalty,full_M1_penalty_static_margin,full_M1_penalty_longitudinal,full_M1_penalty_directional,full_M1_penalty_spiral,full_M2_can_fly,full_M2_lap_time,full_M2_penalty,full_M2_penalty_static_margin,full_M2_penalty_longitudinal,full_M2_penalty_directional,full_M2_penalty_spiral,full_M3_can_fly,full_M3_lap_time,full_M3_penalty,full_M3_penalty_static_margin,full_M3_penalty_longitudinal,full_M3_penalty_directional,full_M3_penalty_spiral
10,1.2948041585198693,0.13774775956154192,0.6509154794523571,0.2288867041947248,5,9,1.1614951040259713,1.3379312680220181,ok,,0.24830720003228635,4.895505221821668,0.3050847457627119,1.0,1.3908482994854352,2.1995721765735206,True,32.795916667474,0.0,0.0,0.0,0.0,0.0,True,36.54301008898926,0.0,0.0,0.0,0.0,0.0,True,38.69889365626405,0.0,0.0,0.0,0.0,0.0,ok,,8.19542750006076,-3.41999315987898,0.3050847457627119,1.0,1.3908482994854352,2.1995721765735206,False,32.64280474572874,3.4429789302206237,0.0,0.0,9.619859534804158,10.0,False,36.65382822939302,1.4986132240759338,0.0,0.0,9.990754827172893,0.0,False,38.952597436966,3.37390622740409,0.0,0.0,9.159374849360601,10.0
11,1.4888388083746373,0.29262459283568154,0.4105842354752078,0.14759284174028153,6,3,4.595336357124165,1.9540864740109596,ok,,0.2570312999887392,4.566759330755863,0.391304347826087,1.0,1.1754549829297756,2.0,True,30.84113218711044,0.0,0.0,0.0,0.0,0.0,True,31.85740828591308,0.0,0.0,0.0,0.0,0.0,True,1000000.0,0.0,0.0,0.0,0.0,0.0,ok,,8.449895499972627,0.5667593307558629,0.391304347826087,1.0,1.1754549829297756,2.0,False,29.275841211629114,2.0,0.0,0.0,0.0,10.0,False,30.29271006836138,2.0,0.0,0.0,0.0,10.0,False,inf,0.0,nan,nan,nan,nan
12,1.5381951434269334,0.1549543544455761,0.8399480053984831,0.2542095398816081,7,5,3.0155674219564554,7.021063339834435,ok,,0.938679700018838,4.586251178521888,0.3157894736842105,1.0,1.1283160558048166,2.142145649032861,True,33.233634660487624,0.0,0.0,0.0,0.0,0.0,True,34.98552199890834,0.0,0.0,0.0,0.0,0.0,True,105.780961369269,0.0,0.0,0.0,0.0,0.0,ok,,8.669617000035942,0.7073904754890066,0.3157894736842105,1.0,1.1283160558048166,2.0,False,33.1674634777808,0.7223620750969287,0.0,0.0,4.815747167312859,0.0,False,35.038700329426696,0.7562343536933421,0.0,0.0,5.041562357955614,0.0,False,1000000.0,2.25811862520975,0.0,0.0,1.7207908347316647,10.0
13,1.6000570498768356,0.343154712441707,0.8452300849333112,0.24533331032880845,5,2,4.82206397139591,8.610010947607975,ok,,0.8072993999812752,4.473769637798654,0.47368421052631576,1.0,1.0000854272723376,2.0,True,32.092671036302335,0.0,0.0,0.0,0.0,0.0,True,32.65573713561895,0.0,0.0,0.0,0.0,0.0,False,inf,0.0,nan,nan,nan,nan,ok,,7.666351099964231,4.473769637798654,0.47368421052631576,1.0,1.0000854272723376,2.0,True,30.536068371300082,0.0,0.0,0.0,0.0,0.0,True,31.08816465526207,0.0,0.0,0.0,0.0,0.0,False,inf,0.0,nan,nan,nan,nan
14,1.0546321714288351,0.30758034150698066,0.8926310493002316,0.22900534327386168,9,8,1.4361366916857512,3.20685065224166,ok,,0.4219770999625325,4.836519041292492,0.23684210526315788,1.0,1.3423840632607633,2.2572928727685713,True,32.45236239512027,0.0,0.0,0.0,0.0,0.0,True,35.54826181096795,0.0,0.0,0.0,0.0,0.0,True,39.969626934736034,0.0,0.0,0.0,0.0,0.0,ok,,7.465900200069882,-2.9395689238788787,0.23684210526315788,1.0,1.3423840632607633,2.2572928727685713,False,31.449671518050526,2.6330504518382645,0.0,0.0,4.22033634558843,10.0,False,34.522246097432195,2.674781853711302,0.0,0.0,4.498545691408681,10.0,False,39.38321016282598,2.4682556596218044,0.0,0.0,3.1217043974786947,10.0
15,0.8639517599292535,0.20595261598656328,0.7754225936198919,0.17272513605287293,8,4,1.0844289085002328,7.626207413337567,ok,,0.755910599953495,4.568160961403503,0.3050847457627119,1.0,1.0907084560848974,2.1723677595558946,True,36.218426261786504,0.0,0.0,0.0,0.0,0.0,True,39.92455040726867,0.0,0.0,0.0,0.0,0.0,True,46.65005872399517,0.0,0.0,0.0,0.0,0.0,ok,,7.839316600002348,-5.630290367602994,0.3050847457627119,1.0,1.0907084560848974,2.1723677595558946,False,36.158050231768385,3.3892104157488867,0.0,0.0,9.261402771659245,10.0,False,40.38181093851883,3.438244014625567,0.0,0.0,9.588293430837114,10.0,False,48.515521408527505,3.370996898632043,0.0,0.0,9.13997932421362,10.0
16,0.8479207647816376,0.18721422687055467,0.3885325963029985,0.2916781758004612,5,3,4.318943064317676,3.2794050722878896,ok,,0.3978847999824211,4.563608760768852,0.43902439024390244,1.0,1.1245843705249494,2.0,True,34.43454561674362,0.0,0.0,0.0,0.0,0.0,True,36.184844449569695,0.0,0.0,0.0,0.0,0.0,False,inf,0.0,nan,nan,nan,nan,ok,,6.891161500010639,1.5636087607688518,0.43902439024390244,1.0,1.1245843705249494,2.0,False,34.34239924606276,1.5,0.0,0.0,10.0,0.0,False,36.214261640068585,1.5,0.0,0.0,10.0,0.0,False,inf,0.0,nan,nan,nan,nan
17,1.66657949407796,0.28902203839971335,0.6020506207116973,0.14277929984447713,4,9,4.568886478595567,9.060981445883492,ok,,0.7752442000200972,4.484017171424071,0.3333333333333333,1.0,1.1506838380907376,2.0,True,32.84330817439434,0.0,0.0,0.0,0.0,0.0,True,34.84334476970557,0.0,0.0,0.0,0.0,0.0,False,inf,0.0,nan,nan,nan,nan,ok,,7.467307899962179,2.4949359845187464,0.3333333333333333,1.0,1.161602651185413,2.0,False,31.255945575847257,2.0,0.0,0.0,0.0,10.0,True,33.30081410903565,0.0,0.0,0.0,0.0,0.0,False,inf,0.0,nan,nan,nan,nan
18,1.7355304323243126,0.2935251473626891,0.8163141985915743,0.12733846496673804,9,4,3.5864713514904194,1.6101689051657833,ok,,0.22602719999849796,4.870795142027424,0.28125,1.0,1.262008253815707,2.3275368882117164,True,30.36627469350557,0.0,0.0,0.0,0.0,0.0,True,31.58262962346695,0.0,0.0,0.0,0.0,0.0,True,60.30918737581413,0.0,0.0,0.0,0.0,0.0,ok,,7.994207100011408,2.894104701093366,0.28125,1.0,1.2853178128816496,2.3275368882117164,True,28.79992460212652,0.0,0.0,0.0,0.0,0.0,True,29.991372673538102,0.0,0.0,0.0,0.0,0.0,False,62.27800881138317,2.0,0.0,0.0,0.0,10.0
19,1.067519579053534,0.3340875124499607,0.30740028821262455,0.20473359765266458,5,9,1.8072320849589907,9.325869460253701,ok,,0.8019554000347853,4.675815468064359,0.3050847457627119,1.0,1.1399898695513087,2.230740852750338,True,36.30010405680184,0.0,0.0,0.0,0.0,0.0,True,40.64370936266616,0.0,0.0,0.0,0.0,0.0,True,59.284029025171094,0.0,0.0,0.0,0.0,0.0,ok,,8.8618196999887,1.7524436395226672,0.3050847457627119,1.0,1.1504646128205431,2.230740852750338,False,34.03844923732964,0.9819347825395007,0.0,0.0,6.546231883596672,0.0,False,37.07014049542781,1.0741285190536813,0.0,0.0,7.1608567936912095,0.0,False,52.58637225048637,0.8777832702177438,0.0,0.0,5.851888468118292,0.0
20,1.6407371464147502,0.3005772266735949,0.7821745449363879,0.2018166284913803,6,10,3.4183151413074464,1.8161685938781993,ok,,0.259080299991183,5.09014448742449,0.26865671641791045,1.0,1.4253099950277703,2.396177775978809,True,31.02312844184953,0.0,0.0,0.0,0.0,0.0,True,33.566593837451094,0.0,0.0,0.0,0.0,0.0,True,59.53019386648704,0.0,0.0,0.0,0.0,0.0,ok,,9.544306399999186,5.0546282371627544,0.26865671641791045,1.0,1.469029299961797,2.316942220783047,True,29.425064568266666,0.0,0.0,0.0,0.0,0.0,True,31.92801549053242,0.0,0.0,0.0,0.0,0.0,True,61.266863003865325,0.0,0.0,0.0,0.0,0.0
21,0.8361404483864212,0.3321158704629278,0.573002400943162,0.29631397731781095,6,9,1.2654749099475828,4.200044644614978,ok,,0.4440217000665143,4.767688284057262,0.28125,1.0,1.2842594718279545,2.2021788122293073,True,34.7137995451708,0.0,0.0,0.0,0.0,0.0,True,40.680611048223284,0.0,0.0,0.0,0.0,0.0,True,43.49144998401595,0.0,0.0,0.0,0.0,0.0,ok,,7.851767899934202,-5.6986152472378535,0.28125,1.0,1.2842594718279545,2.235875280934192,False,33.43658652435371,3.5,0.0,0.0,10.0,10.0,False,37.729856098938455,3.5,0.0,0.0,10.0,10.0,False,41.75271955208472,3.5,0.0,0.0,10.0,10.0
22,1.4064853357718659,0.12513662876409273,0.8672926965045493,0.19100825337815125,7,10,2.5865268164949486,4.311711367772977,ok,,0.4171502999961376,4.756653561587367,0.25,1.0,1.319742565502837,2.186910996084529,True,33.93948562379933,0.0,0.0,0.0,0.0,0.0,True,38.39929562114263,0.0,0.0,0.0,0.0,0.0,True,84.33090379920407,0.0,0.0,0.0,0.0,0.0,ok,,8.212166899931617,-9.663588663507904,0.25,1.0,1.319742565502837,2.0,False,34.07421407518903,3.3435604716721565,0.0,0.0,8.95706981114771,10.0,False,39.72567029114255,3.415552366158413,0.0,0.0,9.43701577438942,10.0,False,1000000.0,7.474218391180172,7.633536285723812,5.300207998283819,7.305012515464623,10.0
