score,objective,generation,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
5.764006217042068,-5.764006217042068,79,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
5.704701529651487,-5.704701529651487,88,1.3933989059061536,0.2853667185729903,0.34566283812788695,0.23942384987168575,0.0,0.18125087576417787,0.12178662373958786,6.898355062643752,5.088798131974855,3.272912909750758,17.37691344561717,7.272857910103106,14.772926052795384,8.860883231023005,400.85167025960254,2313.30175925253
5.684110278730072,-5.684110278730072,21,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
5.6797251764030285,-5.6797251764030285,88,1.723386546691507,0.3947896147763892,0.7094808968835946,0.2598089247392751,0.0,0.4365142582362052,0.1339255549990596,6.435803280937783,4.760478525318369,3.165367701413473,17.330782392742492,9.701080174373017,16.57469271346698,9.587070982628253,337.1271813883516,2144.451250943297
5.648096497085774,-5.648096497085774,96,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
5.611737103405351,-5.611737103405351,83,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
5.596707368489071,-5.596707368489071,84,1.6346302146786578,0.3133195224952919,0.6251229467271584,0.13539147945950045,0.0,0.6006027453102498,0.13631550519504612,6.861468113203564,2.569128651074834,3.359229171967627,14.97480753674344,10.84789959802652,20.9360119524256,15.799240869259211,341.787107980746,2341.2704013444845
5.5815712103429425,-5.5815712103429425,3,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
5.531927350485288,-5.531927350485288,74,1.7357802163176728,0.3896009403617493,0.3010214540719807,0.11787325583306364,0.0,0.3415809681049416,0.0722662450203672,5.778510860195901,5.32513768825774,2.9857668662853376,14.288562340661883,10.291877395802672,18.95849233493209,8.19553832581619,392.47364737199626,2910.926473891447
5.530901079735625,-5.530901079735625,29,1.7782472999970604,0.3515292550236856,0.7882627263376512,0.22655311984941362,0.0,0.30568883047001666,0.08554565606489778,5.556745761665709,3.966386647854627,2.6423808438955128,12.599105650730376,9.942756983627238,17.33297637163497,10.024712116497316,365.218045904249,2947.174858397283
