generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
58,5,32768,1976.9063424999913,16.575393227056807,1482.6797568749935,0.0,-5.130820141934583,5.130820141934583,1.5150165722459077,0.38297875065267517,0.47379071566588526,0.13340621565009464,0.0,0.5937409714523703,0.10638175354500316,3.036564320698531,2.046251446883524,3.1885932790721476,17.755720802350993,11.69785270370156,14.637897440102215,7.7584484561739675,329.3773735089074,2710.486663903732
59,5,33280,2051.560791600001,16.221795686612392,1483.4362646953853,0.0,-5.130820141934583,5.130820141934583,1.5150165722459077,0.38297875065267517,0.47379071566588526,0.13340621565009464,0.0,0.5937409714523703,0.10638175354500316,3.036564320698531,2.046251446883524,3.1885932790721476,17.755720802350993,11.69785270370156,14.637897440102215,7.7584484561739675,329.3773735089074,2710.486663903732
60,5,33792,2085.237588799995,16.205347621537214,1453.3474103757544,0.0,-5.130820141934583,5.130820141934583,1.5150165722459077,0.38297875065267517,0.47379071566588526,0.13340621565009464,0.0,0.5937409714523703,0.10638175354500316,3.036564320698531,2.046251446883524,3.1885932790721476,17.755720802350993,11.69785270370156,14.637897440102215,7.7584484561739675,329.3773735089074,2710.486663903732
61,0,34816,2314.5282372999936,15.042374268293441,1497.635918252937,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
62,0,35328,2346.4025553999963,15.056239995433161,1462.2508678579688,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
63,0,35840,2377.8455563000025,15.072467555785286,1426.7073337800014,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
64,0,36352,2413.5675331999955,15.061521792929986,1393.7502656507017,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
65,0,36864,2444.8006835999986,15.07852981524748,1358.2226019999991,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
66,0,37376,2490.0561503999925,15.01010328381393,1330.30397076164,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
67,0,37888,2530.7756507000013,14.970904271787326,1299.5874963054061,0.0,-5.5815712103429425,5.5815712103429425,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
68,1,38912,2705.989879899993,14.379950305445377,1281.7846799526283,0.0,-5.390646197312672,5.390646197312672,1.7027517782360315,0.37363340969493203,0.4488036504015327,0.15480742555006902,0.0,0.2744067807052284,0.07082563709275803,4.612437675171783,3.354844993965827,2.89132634430541,14.621684346348047,8.500401514845594,13.322352534160018,9.23287512092637,482.72549295890775,2655.0718876887104
69,1,39424,2736.7042302999907,14.405648795916262,1243.9564683181775,0.0,-5.390646197312672,5.390646197312672,1.7027517782360315,0.37363340969493203,0.4488036504015327,0.15480742555006902,0.0,0.2744067807052284,0.07082563709275803,4.612437675171783,3.354844993965827,2.89132634430541,14.621684346348047,8.500401514845594,13.322352534160018,9.23287512092637,482.72549295890775,2655.0718876887104
70,1,39936,2772.7933503999957,14.402804303551486,1208.6535117128185,0.0,-5.390646197312672,5.390646197312672,1.7027517782360315,0.37363340969493203,0.4488036504015327,0.15480742555006902,0.0,0.2744067807052284,0.07082563709275803,4.612437675171783,3.354844993965827,2.89132634430541,14.621684346348047,8.500401514845594,13.322352534160018,9.23287512092637,482.72549295890775,2655.0718876887104
