generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
71,1,40448,2814.1053162000026,14.373307127900434,1175.5123472734188,0.0,-5.390646197312672,5.390646197312672,1.7027517782360315,0.37363340969493203,0.4488036504015327,0.15480742555006902,0.0,0.2744067807052284,0.07082563709275803,4.612437675171783,3.354844993965827,2.89132634430541,14.621684346348047,8.500401514845594,13.322352534160018,9.23287512092637,482.72549295890775,2655.0718876887104
72,1,40960,2846.1824864999944,14.391206535168202,1138.4729945999977,0.0,-5.496124023921361,5.496124023921361,1.7943761158190705,0.316001106894841,0.3801109943246812,0.20063640666612317,0.0,0.30498025439279064,0.10524198833690182,5.49454388137174,3.939444600400293,2.7607930122648368,15.239916135026213,9.769077718432504,13.704189775088814,10.150281119747163,440.0544924307182,2259.588827489646
73,1,41472,2909.9651231999887,14.251717200787157,1113.6903557925884,0.0,-5.496124023921361,5.496124023921361,1.7943761158190705,0.316001106894841,0.3801109943246812,0.20063640666612317,0.0,0.30498025439279064,0.10524198833690182,5.49454388137174,3.939444600400293,2.7607930122648368,15.239916135026213,9.769077718432504,13.704189775088814,10.150281119747163,440.0544924307182,2259.588827489646
74,1,41984,2972.613091799998,14.123600584217822,1087.5413750487799,0.0,-5.531927350485288,5.531927350485288,1.7357802163176728,0.3896009403617493,0.3010214540719807,0.11787325583306364,0.0,0.3415809681049416,0.0722662450203672,5.778510860195901,5.32513768825774,2.9857668662853376,14.288562340661883,10.291877395802672,18.95849233493209,8.19553832581619,392.47364737199626,2910.926473891447
75,2,43008,3137.5489141,13.707515381425301,1045.8496380333333,0.0,-5.684110278730072,5.684110278730072,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
76,2,43520,3164.2275665999914,13.753751613624576,1005.1075799788208,0.0,-5.684110278730072,5.684110278730072,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
77,2,44032,3183.5434309999982,13.831129040438093,962.4666186744181,0.0,-5.684110278730072,5.684110278730072,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
78,2,44544,3211.4694824999897,13.870285936930165,922.8360581896522,0.0,-5.684110278730072,5.684110278730072,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
79,2,45056,3237.3953335999977,13.91736113670663,882.9260000727267,0.0,-5.764006217042068,5.764006217042068,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
80,2,45568,3260.5358962000028,13.97561672395857,842.6104001415737,0.0,-5.764006217042068,5.764006217042068,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
81,2,46080,3287.796878699999,14.015464367196588,803.6836814599998,0.0,-5.764006217042068,5.764006217042068,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
82,3,47104,3478.8990215999947,13.539915849105677,756.2823959999988,0.0,-5.371082021944835,5.371082021944835,1.768862470674753,0.3555045468224056,0.6542348941088783,0.2504529147401628,0.0,0.332686296267828,0.08809102342315017,5.1863027502551375,1.4346328054910273,3.3205211239077403,15.119212742141888,9.572185773767627,17.606419997593928,12.547002517189094,458.427075312787,2498.9635230209033
83,3,47616,3526.9006276,13.50080567265711,720.5495905849463,0.0,-5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
84,3,48128,3579.525466399995,13.445357618422912,685.4410467574459,0.0,-5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
85,3,48640,3639.440827899991,13.364690429124513,651.2683586768404,0.0,-5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
86,3,49152,3681.1933266999986,13.352191976307381,613.5322211166665,0.0,-5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
87,3,49664,3725.4058854999894,13.331164851943257,576.0936936340189,0.0,-5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
88,3,50176,3789.857186699999,13.239549019442213,541.4081695285713,0.0,-5.704701529651487,5.704701529651487,1.3933989059061536,0.2853667185729903,0.34566283812788695,0.23942384987168575,0.0,0.18125087576417787,0.12178662373958786,6.898355062643752,5.088798131974855,3.272912909750758,17.37691344561717,7.272857910103106,14.772926052795384,8.860883231023005,400.85167025960254,2313.30175925253
89,4,51200,4002.7090131000004,12.791337025108115,480.32508157200004,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
90,4,51712,4064.100622699989,12.724094406315434,442.6248202940582,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
91,4,52224,4159.251148199997,12.556106409347516,407.76972041176447,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
92,4,52736,4215.476195800002,12.510093178213738,368.3425802155341,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
93,4,53248,4283.930003100002,12.42970822620068,329.53307716153864,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
94,4,53760,4345.1971835,12.372280872348584,289.6798122333334,0.0,-5.380232538224141,5.380232538224141,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
95,5,54784,4570.25483939999,11.987077728731725,213.56331025233595,0.0,-5.474659504764299,5.474659504764299,1.7143647954910854,0.3491951670789069,0.8243689798875244,0.1896135419886503,0.0,0.4979401745926412,0.07049892170955269,5.098749413155225,3.173448852852758,3.274832161757371,15.805346685616398,12.008397568343183,14.850497985507108,7.401683132288788,426.64339363515097,2303.1314346580575
96,5,55296,4605.739670900002,12.005889162466422,170.58295077407413,0.0,-5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
97,5,55808,4644.476962999994,12.01599242381689,127.82964118348606,0.0,-5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
98,5,56320,4691.6245475999895,12.004370645730937,85.30226450181799,0.0,-5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
99,5,56832,4726.005616099996,12.025377161294832,42.57662717207203,0.0,-5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
100,5,57344,4781.456886499989,11.992997398325517,0.0,0.0,-5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
