niche_rank,population_index,official_score,optimization_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
1,1024,5.764006217042068,5.764006217042068,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
2,1536,5.704701529651487,5.704701529651487,1.3933989059061536,0.2853667185729903,0.34566283812788695,0.23942384987168575,0.0,0.18125087576417787,0.12178662373958786,6.898355062643752,5.088798131974855,3.272912909750758,17.37691344561717,7.272857910103106,14.772926052795384,8.860883231023005,400.85167025960254,2313.30175925253
3,1270,5.684110278730072,5.684110278730072,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
4,2004,5.6797251764030285,5.6797251764030285,1.723386546691507,0.3947896147763892,0.7094808968835946,0.2598089247392751,0.0,0.4365142582362052,0.1339255549990596,6.435803280937783,4.760478525318369,3.165367701413473,17.330782392742492,9.701080174373017,16.57469271346698,9.587070982628253,337.1271813883516,2144.451250943297
5,2560,5.648096497085774,5.648096497085774,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
6,1913,5.611737103405351,5.611737103405351,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
