rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,mission3_prop_diameter_in,mission3_prop_pitch_in,motor_kv,motor_max_power
1,1024,-5.764006217042068,5.764006217042068,5.764006217042068,True,1.6423564735366678,0.37337265920757146,0.832749487608635,0.2791340035207447,0.0,0.1991337648265063,0.11674416969212822,7.222998396919671,5.005538330997602,3.163138656048649,11.698817919480165,7.67856592707368,12.179511815875086,6.906122494041282,547.6313627566278,2665.408491727087
2,1536,-5.704701529651487,5.704701529651487,5.704701529651487,True,1.3933989059061536,0.2853667185729903,0.34566283812788695,0.23942384987168575,0.0,0.18125087576417787,0.12178662373958786,6.898355062643752,5.088798131974855,3.272912909750758,17.37691344561717,7.272857910103106,14.772926052795384,8.860883231023005,400.85167025960254,2313.30175925253
3,1270,-5.684110278730072,5.684110278730072,5.684110278730072,True,1.8050831154599787,0.369163962751627,0.8273213993757964,0.24832651752978563,0.0,0.22249200050532814,0.06780462954919785,6.3065614842153295,4.288502346876037,2.9533600644082636,11.790093807503581,7.498341262292307,13.30154204275459,6.710949011039898,488.7239024974406,2644.0595258027315
4,2004,-5.6797251764030285,5.6797251764030285,5.6797251764030285,True,1.723386546691507,0.3947896147763892,0.7094808968835946,0.2598089247392751,0.0,0.4365142582362052,0.1339255549990596,6.435803280937783,4.760478525318369,3.165367701413473,17.330782392742492,9.701080174373017,16.57469271346698,9.587070982628253,337.1271813883516,2144.451250943297
5,2560,-5.648096497085774,5.648096497085774,5.648096497085774,True,1.6894657243404514,0.2752666906653462,0.45903647210324416,0.13280267776224966,0.0,0.3845150582073386,0.08535936402414664,7.416855802447266,1.6950237936768104,3.2734066814313287,17.85686690467343,7.851436026533634,19.761298206351174,8.283349319386382,326.4634646576118,1875.5555376410484
6,1913,-5.611737103405351,5.611737103405351,5.611737103405351,True,1.7274759440590337,0.34608350992315606,0.800764216276553,0.27276732307086626,0.0,0.5549791235019926,0.13891813287337604,6.963080259239405,3.40579798425167,2.7751459016423894,15.034137023775209,7.983321651467981,14.80115919436645,9.821943065231133,423.38321457864623,2550.854353286588
7,2003,-5.596707368489071,5.596707368489071,5.596707368489071,True,1.6346302146786578,0.3133195224952919,0.6251229467271584,0.13539147945950045,0.0,0.6006027453102498,0.13631550519504612,6.861468113203564,2.569128651074834,3.359229171967627,14.97480753674344,10.84789959802652,20.9360119524256,15.799240869259211,341.787107980746,2341.2704013444845
8,0,-5.5815712103429425,5.5815712103429425,5.5815712103429425,True,1.6831856674071028,0.3198523600366838,0.41690535778407334,0.0888440796887657,0.0,0.2804813929008832,0.07004395830051235,6.736670992118185,2.6391715310748367,2.319080318849694,17.932283694352737,8.911377668754497,12.576455475138424,9.816919832139378,323.97743218845716,1416.8359301675735
9,512,-5.531927350485288,5.531927350485288,5.531927350485288,True,1.7357802163176728,0.3896009403617493,0.3010214540719807,0.11787325583306364,0.0,0.3415809681049416,0.0722662450203672,5.778510860195901,5.32513768825774,2.9857668662853376,14.288562340661883,10.291877395802672,18.95849233493209,8.19553832581619,392.47364737199626,2910.926473891447
10,1524,-5.530901079735625,5.530901079735625,5.530901079735625,True,1.7782472999970604,0.3515292550236856,0.7882627263376512,0.22655311984941362,0.0,0.30568883047001666,0.08554565606489778,5.556745761665702,3.966386647854627,2.6423808438955128,12.599105650730376,9.942756983627238,17.33297637163497,10.024712116497316,365.218045904249,2947.174858397283
11,3072,-5.530901079735625,5.530901079735625,5.530901079735625,True,1.7782472999970604,0.3515292550236856,0.7882627263376512,0.22655311984941362,0.0,0.30568883047001666,0.08554565606489778,5.556745761665709,3.966386647854627,2.6423808438955128,12.599105650730376,9.942756983627238,17.33297637163497,10.024712116497316,365.218045904249,2947.174858397283
12,1387,-5.528413989367693,5.528413989367693,5.528413989367693,True,1.7977664889151845,0.2986609943184066,0.5138664893294552,0.29318038843406047,0.0,0.5632048701971768,0.07093067742505033,5.126151677567719,4.903101496522382,3.2158003565956736,14.588982756249607,10.174099587981424,11.842496686666436,5.5691300961717,582.8966298251723,2628.4677260587696
13,805,-5.496124023921361,5.496124023921361,5.496124023921361,True,1.7943761158190705,0.316001106894841,0.3801109943246812,0.20063640666612317,0.0,0.30498025439279064,0.10524198833690182,5.49454388137174,3.939444600400293,2.7607930122648368,15.239916135026213,9.769077718432504,13.704189775088814,10.150281119747163,440.0544924307182,2259.588827489646
14,2867,-5.489068796328697,5.489068796328697,5.489068796328697,True,1.4905469707991068,0.33729319504949673,0.42490823479655904,0.22259840154895655,0.0,0.22718216904524077,0.12873076541560738,6.577092222148288,0.9270617751154546,3.1294715830786393,17.847227765864844,8.213751453651708,15.24163176524646,7.397437398165382,350.05503369941624,2129.3518463736823
15,95,-5.478106114998501,5.478106114998501,5.478106114998501,True,1.6721867676850088,0.25185048007303734,0.810038162420019,0.15825334568996724,0.0,0.2994574103357703,0.09295367331254342,5.484281843915923,2.756485916990016,2.711237354929537,18.53471473232003,8.649566551131958,16.032439463844458,12.750750968057595,311.2455159185763,1569.2526751154155
16,747,-5.477981619888533,5.477981619888533,5.477981619888533,True,1.5567779062539646,0.24222902589874953,0.4892914523417901,0.16332786446879916,0.0,0.21047429459697517,0.07365652135378523,6.026170070288032,3.848485052738745,2.6383851008885544,14.527799446913612,6.626055539634173,17.763341132028028,12.084515632675846,433.4216070486839,1746.4015950321254
17,2571,-5.474659504764299,5.474659504764299,5.474659504764299,True,1.7143647954910854,0.3491951670789069,0.8243689798875244,0.1896135419886503,0.0,0.4979401745926412,0.07049892170955269,5.098749413155225,3.173448852852758,3.274832161757371,15.805346685616398,12.008397568343183,14.850497985507108,7.401683132288788,426.64339363515097,2303.1314346580575
18,606,-5.4370200672016225,5.4370200672016225,5.4370200672016225,True,1.8006944279422858,0.3341811248409762,0.3714253714393457,0.17502027800673498,0.0,0.3714400707243662,0.09424316689042755,5.614773677682798,1.7018385111034249,3.1831401505989274,15.37305331052771,9.7021809831762,22.844574797886317,9.786780409810131,328.6917141697087,2559.591689190226
19,622,-5.422877220349071,5.422877220349071,5.422877220349071,True,1.7650987470850348,0.3186899517849088,0.5210203632931983,0.15114841554313896,0.0,0.3296146467413753,0.08292440055399769,5.317116718337168,3.2042973521515066,2.9796304362640695,16.163806978621718,10.36102540197132,11.098104172092395,8.541793732738293,537.7567138714453,2209.743385667323
20,1988,-5.404322562277548,5.404322562277548,5.404322562277548,True,1.8216144554856508,0.2769156218665194,0.6268073809152631,0.285557636512919,0.0,0.3154079813086725,0.1322756853567142,5.349064438190574,1.8076811502504953,3.2851278480662636,16.5142560005188,8.613162704851593,11.540764639914514,9.00514065240969,482.36000328324735,1899.336852133274
21,1001,-5.40294899638181,5.40294899638181,5.40294899638181,True,1.4992087549718847,0.3778234455010812,0.4728686374078035,0.19720731532817337,0.0,0.49344544770084314,0.0770672633524686,5.276969319215695,2.7689762025313414,3.2248531050307805,16.084500458477592,12.731157528073066,19.699406307190657,9.379670332162162,376.20788993705577,2565.6177131473473
22,538,-5.391594177063235,5.391594177063235,5.391594177063235,True,1.8248536706946645,0.284347720133964,0.5666662628739861,0.1969108394034393,0.0,0.20516568104580152,0.1292681054127081,4.888821285905102,2.9960888132943424,2.557753993996136,17.890197613183375,11.440348748901673,18.050166694465897,13.409524343171825,321.19271969191266,2958.028918473054
23,337,-5.390941949920803,5.390941949920803,5.390941949920803,True,1.6869300189988023,0.28854354801169246,0.3855580177494319,0.1342804204425755,0.0,0.3265875700687002,0.05256103197957451,5.241382731280481,3.4280733058680823,2.7976221607404494,16.093188479390964,8.949322121609285,16.88001174728442,13.470530536874788,431.38905771767367,2719.455491858871
24,1013,-5.390646197312672,5.390646197312672,5.390646197312672,True,1.7027517782360315,0.37363340969493203,0.4488036504015327,0.15480742555006902,0.0,0.2744067807052284,0.07082563709275803,4.612437675171783,3.354844993965827,2.89132634430541,14.621684346348047,8.500401514845594,13.322352534160018,9.23287512092637,482.72549295890775,2655.0718876887104
25,2048,-5.380232538224141,5.380232538224141,5.380232538224141,True,1.8274323464333706,0.17508437928613135,0.7968609430335345,0.2155352940292561,0.0,0.3713811013633102,0.10754362698355689,5.342779926123626,2.0523965742505794,2.885066208042646,24.07389747104007,15.565918545437146,17.3778086155653,11.61403931715674,247.48128071040477,2051.1982464027406
26,2813,-5.378515078444909,5.378515078444909,5.378515078444909,True,1.6342346200382147,0.25883372392313314,0.5049558323000719,0.2568626493900965,0.0,0.2639679666848189,0.10641481025420249,4.373818210763183,3.8060124313124675,3.1392255869712304,18.766854647547007,9.670812760172552,14.759688610211015,7.962771762116219,295.6714220201228,2180.980552038273
27,1581,-5.371082021944835,5.371082021944835,5.371082021944835,True,1.768862470674753,0.3555045468224056,0.6542348941088783,0.2504529147401628,0.0,0.332686296267828,0.08809102342315017,5.1863027502551375,1.4346328054910273,3.3205211239077403,15.119212742141888,9.572185773767627,17.606419997593928,12.547002517189094,458.427075312787,2498.9635230209033
28,1287,-5.359172488887503,5.359172488887503,5.359172488887503,True,1.6979696358055905,0.27583437915853404,0.774048363465824,0.21446677122196506,0.0,0.42948866472978425,0.11058077928978906,5.188481149852095,3.191545638427556,2.8961656628421832,12.335205787271692,6.713940572565331,18.937162231263454,13.446142739609291,418.66037319643226,2970.5165309415997
29,621,-5.3455199573749805,5.3455199573749805,5.3455199573749805,True,1.4896631607075475,0.2857314859216728,0.6428372148780402,0.11855372224730291,0.0,0.35120072269030284,0.07314524224591462,4.435146499705269,4.348275089303733,2.4180365884054105,13.455772702238963,6.805545961328235,14.69071564747194,10.423547693959332,360.5202089450475,2280.632119331954
30,943,-5.334196454830409,5.334196454830409,5.334196454830409,True,1.5246419013017927,0.32251284792360485,0.5075611521851197,0.19972885826740544,0.0,0.186998750010504,0.11025344466547664,5.833093567581514,0.24151867071091715,3.141283201002257,15.991063598111332,9.841822583494194,15.049084351069027,10.71438470702137,431.0921146690571,2453.814873732987
31,1722,-5.334195856956396,5.334195856956396,5.334195856956396,True,1.5269227968291708,0.3257270912484921,0.6360682207069545,0.22992664207655839,0.0,0.43347858079952717,0.08787429867962786,4.707012060595183,2.8650003710086835,2.79074412294813,13.460093374994212,7.57358749063714,13.389094423461065,10.359280210427983,536.8676077861048,2874.1622109713007
32,491,-5.307224814816325,5.307224814816325,5.307224814816325,True,1.6398695600297835,0.2975170387289522,0.4830810675611428,0.11713040994932955,0.0,0.2685635323521228,0.09021157411257279,4.982086405462475,2.0467437149521785,2.5490189945778328,16.1247129435246,7.304451972471949,18.859747094529855,12.359931169551821,451.22472236561515,2296.848164209455
33,1217,-5.2916965642068154,5.2916965642068154,5.2916965642068154,True,1.6648044514133409,0.3426796422838062,0.824972515062105,0.2614992872823642,0.0,0.4190224102753316,0.07562650021175224,3.6537637621752523,3.52434044638494,2.919517988857405,11.198229251775448,8.157312972059572,15.103931325362979,6.74460556666991,364.25539298889106,2769.03794705649
34,3073,-5.2916965642068154,5.2916965642068154,5.2916965642068154,True,1.6648044514133409,0.3426796422838062,0.824972515062105,0.2614992872823642,0.0,0.4190224102753316,0.07562650021175224,3.6537637621752523,3.52434044638494,2.919517988857405,11.198229251775448,8.157312972059572,15.103931325362979,6.744605566669909,364.25539298889106,2769.03794705649
35,492,-5.28707350403444,5.28707350403444,5.28707350403444,True,1.6454852899647472,0.3021207445157964,0.5328189510295516,0.08181067844852496,0.0,0.23338589641723864,0.09569820761241313,5.488086545180295,0.7711031236287553,2.0104025279813786,17.237079256537605,9.313596173190986,22.454390485255743,9.84877334702551,328.6527618312373,1499.387453358046
36,1906,-5.281078146023764,5.281078146023764,5.281078146023764,True,1.820197070133868,0.3956921084904167,0.7895280250930772,0.17169555343837048,0.0,0.21191823103696,0.10651699544908391,4.697590833534726,1.3541618321445057,2.847147027017912,18.244620592262976,12.494986887031683,16.97873214550633,13.093169561209633,320.4244633845103,2793.9024600680636
37,992,-5.278314463472894,5.278314463472894,5.278314463472894,True,1.5956990974813698,0.22659839124822956,0.5632479537420818,0.1205136589830711,0.0,0.1635195054620729,0.1016444894193972,4.000761749072929,2.249103524519363,3.338383672047727,15.385505407965619,8.14616534051584,14.00438683402853,8.000866958769937,383.3074985976502,2966.6787941517277
38,1569,-5.271504321569651,5.271504321569651,5.271504321569651,True,1.65962900088314,0.3193775408912358,0.8188349748229083,0.246371216370057,0.0,0.3811753104709344,0.12140467655820039,4.277510137521887,2.9830805924983324,2.4493573153120183,18.834901220547405,9.974557769283063,15.69999912623876,10.89266316030213,343.63413083347575,2577.4613134873857
39,641,-5.269674687552628,5.269674687552628,5.269674687552628,True,1.583624874875765,0.2951985800444771,0.49861635258942505,0.22757261696413095,0.0,0.2670768604827179,0.12856773477513955,4.110785680473043,2.7950649615604206,2.4604212260181586,11.840252982780695,7.816174702015274,15.383010795339942,7.126207250620937,442.09578420508467,2245.701940721058
40,905,-5.265621872595998,5.265621872595998,5.265621872595998,True,1.785102512875524,0.38696494450988633,0.5805515214124354,0.14320130307137677,0.0,0.3193805174988043,0.06719936388445696,3.8847554226632326,2.8637602870639256,2.3490689199162396,11.483696760574741,8.020772744228003,12.630007722178767,8.89754807661393,474.6915517467331,2931.4999878406525
41,1127,-5.254218721053274,5.254218721053274,5.254218721053274,True,1.7686587584808726,0.312869766729447,0.8464010024947808,0.26381927357913576,0.0,0.26569123871673095,0.07437572653413996,5.308855201935678,0.8809251733356191,1.7053461786437905,13.379710343610572,7.121268234251955,11.532200871182763,9.073611127787643,434.34646915272396,2740.3309421641043
42,312,-5.252067584259604,5.252067584259604,5.252067584259604,True,1.7143210028718978,0.26241421819757116,0.5260516701203592,0.0933304410800338,0.0,0.22350732030347148,0.08944482312826006,4.552103057920128,1.6288774250300193,1.8062421540553504,16.567737655714154,8.938331076603065,13.875340926460922,7.6198876899072925,322.09324341694867,1377.7342421854726
43,3074,-5.252067584259604,5.252067584259604,5.252067584259604,True,1.7143210028718978,0.26241421819757116,0.5260516701203592,0.0933304410800338,0.0,0.2235073203034715,0.08944482312826006,4.552103057920128,1.6288774250300193,1.8062421540553504,16.567737655714154,8.938331076603065,13.875340926460922,7.6198876899072925,322.09324341694867,1377.7342421854726
44,1829,-5.247670894017209,5.247670894017209,5.247670894017209,True,1.5673591180204922,0.3828350256017264,0.7774718054210533,0.21348141430408846,0.0,0.5171755397188114,0.0831835038297414,4.2897616643401975,1.411946548462609,2.9249908651872616,14.495770831711983,9.375202689747825,16.508581112835294,7.776208668229867,319.53073866371835,2717.78575673873
