case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,wing_area,aspect_ratio,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_CL,coarse_CD,coarse_Cm,coarse_L,coarse_D,coarse_m_b,coarse_wing_L,coarse_tail_L,coarse_wing_D,coarse_tail_D,coarse_body_D,coarse_wing_m_b,coarse_tail_m_b,coarse_body_m_b,full_CL,full_CD,full_Cm,full_L,full_D,full_m_b,full_D_induced,full_D_profile,full_wing_L,full_tail_L,full_wing_D,full_tail_D,full_body_D,full_wing_m_b,full_tail_m_b,full_body_m_b
23,1.3167939382813652,0.2065691274134987,0.3598818742495618,0.2242265745257058,4,4,2.893636502799721,8.746351701210424,0.2720089748141661,6.374592151156642,30.13043101353636,-0.2401894400817307,-0.6369913463090906,0.19422927883371416,0.01774555839474305,-0.0007900151198490237,29.377491740909228,2.6840443331188233,-0.024683164261331887,31.498501319169108,-2.1210095782598812,1.4638681094458383,0.5261343871182733,0.6940418365547116,-0.537998823634487,0.6794579372079865,-0.16614227783483143,0.18308067842055284,0.016861344799014657,2.2592480432307702e-13,27.691228863021568,2.5503038430701883,7.05877023499113e-12,0.317937021343579,2.2323668217266093,30.191930100848204,-2.165628159248396,1.0903519430491928,0.49038549003052223,0.651629388646894,-0.5249316214816049,0.7070008067781075,-0.18206918528944385
24,0.9606135019511808,0.1620096711191022,0.5277695650666822,0.1944361109741276,3,7,4.173209522303061,3.380201422846807,0.15562867752367984,5.929359002555971,30.47683307634581,0.971723300377838,-0.3403196655069906,0.31072733344097303,0.023010735846136977,0.004498443923824374,27.51153680298417,2.037351201403089,0.0645265795216062,26.952473457467928,0.5590633455162451,1.1669545020302152,0.16030467528824585,0.7100920240846276,0.4391017762199164,-0.2628793075432566,-0.11169588915505363,0.3127570696974503,0.024081849273144003,1.9704475319495447e-13,27.691228863025103,2.1321852142706073,2.826447409454147e-12,0.5819645000639239,1.5502207142066835,27.11400134223891,0.7670071367075202,0.7173649622280462,0.20969126304410277,0.6231644889345344,0.4545618803204716,-0.35062525366479724,-0.10393662665284793
25,1.4737091636010042,0.3055709209066577,0.4579876559030416,0.2819469928587995,8,8,3.608983828511818,4.821636724632616,0.45032266627013917,4.822805649269146,29.450831892813863,-0.9288332049195382,-0.9750363301415216,0.11111105908674676,0.014795974235511003,0.003960840561199797,26.581673589325447,3.539717475443768,0.28955056542591306,35.28853413005744,-8.706860540731993,1.9135806083008653,0.9630505057348947,0.6630863614080077,-3.2726480836348166,3.779372237857169,-0.21717358879643905,0.1157490657647608,0.014037132128625543,6.787445343912289e-11,27.69122884418845,3.3581734377006045,4.961843963480206e-09,0.26259123056912587,3.095582207131478,36.26540532366949,-8.227303091189627,1.588015277249029,0.7572399713085003,0.7503269585739489,-3.255392093955666,3.4742932934219906,-0.21890119450448053
26,0.9555912244767238,0.2546852104292809,0.4650353365373976,0.2884123344209364,7,3,3.0646940301214265,3.5235981082672905,0.2433749520902286,3.7520483535971376,30.07978662933194,0.2410369523653428,-1.3529366849027036,0.213354639895519,0.019462107109847117,-0.003950989041600211,28.77620817663569,2.624951798672857,-0.13571911716393184,30.91318930949974,-2.136981132864046,1.5392971082279334,0.39394403735351996,0.6917106530914031,-0.8954375767309989,0.9027320369819479,-0.1430135774148808,0.2053104494220824,0.019359232940592084,2.408266048577988e-13,27.69122886303389,2.6110748453364456,8.272549312238198e-12,0.59382554067896,2.0172493046574864,30.29544415837209,-2.2992497165430064,0.9010571826812541,0.39538990798757123,0.7208022139886607,-0.8564062421487535,0.9758116459894256,-0.11940540383239956
27,1.274241063057968,0.240802172877227,0.5558355762245347,0.2054375432434346,9,10,3.2401642373402813,6.689329041381115,0.3068400167537463,5.291651017234134,30.07033654520132,-0.4838256974991078,-0.7612419975021347,0.16899918067680522,0.015749339837623264,-0.0021341215669590198,28.719658228930147,2.676436984229082,-0.08733216455930283,31.311954745763327,-2.5922965168331804,1.5538743564028334,0.4312865321427144,0.6912760956835342,-1.2238308865575107,1.3303238148690069,-0.19382509287079908,0.16294755937541786,0.01543139884205805,1.6166231819921145e-13,27.691228863030574,2.622404402066784,6.615513692409536e-12,0.33811376322255743,2.284290638844226,30.707364229646732,-2.7422772595663116,1.170011339880324,0.4182045837198064,0.6960747152440956,-1.20956678663012,1.4130039765822218,-0.20343718994548615
28,1.1200358395137064,0.130489128416179,0.6649187896620483,0.1503320012982517,4,6,0.8776943398821495,2.520117166681318,0.1461525004930269,8.583365166954676,30.595899864106432,0.8537733090770472,0.5330775362661485,0.31644337418733925,0.02233860573332253,0.019152740973603158,26.517636402474782,1.871952686940429,0.20943249680684894,25.85329687585783,0.6643395266169533,1.0428971983911584,0.11340425608072449,0.7156512324685464,0.7249446110581323,-0.40015842884015684,-0.1153536854111266,0.3304484533186073,0.02371724393563284,-9.176852605338537e-14,27.69122886277527,1.987479811813954,-1.0034750808074477e-12,0.4332500966244113,1.5542297151895426,26.79689258605365,1.0333740127824327,0.7589202038400751,0.16024371579202099,0.6350657955574466,0.7427912637355102,-0.6168667271365429,-0.12592453659997074
29,1.6433117989792878,0.2488548111635723,0.5119355034532085,0.1180640840796951,8,5,3.1004492133801773,6.760423337583728,0.40894604741786095,6.60349619641928,29.758083263868123,-0.9387775566790996,-0.6359437834779792,0.12935466729552275,0.014312860753690315,0.0019443276898377993,28.69221790747401,3.1747421891318903,0.10732416538389258,33.62562295965153,-4.933405052177513,1.8079530995818691,0.6897950095308822,0.6769940800191391,-2.0372957140423313,2.356082251132118,-0.21146237170589413,0.12484194063976452,0.01350239057538588,1.267321435569499e-13,27.69122886302187,2.9949693645007827,6.9954320114362645e-12,0.20964434680248964,2.7853250176982924,32.82108314194999,-4.836002363875489,1.5518552289442806,0.5891550941777742,0.6443146945762374,-2.0616237015248022,2.2904807379788723,-0.2288570364470747
30,0.9461267663216744,0.2398343713140414,0.864835857024288,0.2401204945654083,8,5,1.3332771393522922,8.959869142285925,0.2269137181841457,3.9449173241428643,30.174699366742832,0.2600400674585991,-1.0301053044598296,0.22706338241975296,0.018438386746389143,-0.007332207038047022,28.73424907045635,2.3333273361035634,-0.22253528987925347,29.425186025090202,-0.6909369546338521,1.4509393762170553,0.18630521927490706,0.6960827406116015,-0.6543565630315554,0.5600561116725467,-0.12823483852024467,0.21882139343805904,0.019732632773005205,-5.323455939237832e-12,27.69122886013706,2.497108904870407,-1.6156881388340594e-10,0.6028496643669055,1.8942592405035015,28.767972462533283,-0.9250566506672349,0.8611720438748868,0.23389609638750203,0.7991911002411127,-0.6227091874489622,0.7625855611736091,-0.13987637388621568
31,1.254584427962797,0.1909665198614069,0.6165021678371154,0.1097527321150227,10,3,2.0375061654571844,8.666109366889383,0.23958362208036926,6.5696564448747665,30.36553498865385,-0.104258548554738,-0.3643656984623836,0.21613891708172572,0.017145024589746656,-0.0031697409936459935,29.245433601408756,2.3198676342232405,-0.08190418699191516,29.78870821223711,-0.5432746108283556,1.3617898698273392,0.2531626283583294,0.7049151360375723,-0.21463106352218803,0.30664721646318716,-0.1739203399329143,0.2046526792506499,0.01675425840366506,-3.085485970859008e-11,27.691228858675437,2.266992083915276,-7.972703330860753e-10,0.3453513915672671,1.921640692348009,28.58415909071178,-0.6761115251269115,1.0017777806510946,0.2894154426478875,0.6304474690490269,-0.21167248249996273,0.40008647888996873,-0.18841399718727636
32,1.230085529233759,0.2869654274523763,0.7639118956597089,0.2257316666894896,10,1,4.024296237857154,1.0485969502558046,0.35299201969954813,4.2865286601045325,29.893403568673957,-0.7725578725838699,-0.7716102240176697,0.14068731443168825,0.014189321053327387,-0.0018321749466525261,27.181702207570865,2.7414689160651746,-0.10158234370100583,30.39793609041595,-3.2162338828450854,1.6450840524193477,0.413219731680103,0.6831651319657238,-2.1887161130336144,2.3195922766623434,-0.2324585073297345,0.14332462612647295,0.01466793734863239,-2.446880029533186e-13,27.69122886188994,2.8339387377464775,-1.35663702494071e-11,0.3643385248807405,2.4696002128657373,31.347109797132223,-3.4102840677663258,1.2841483133697533,0.399686727245695,0.7857651722502886,-2.2256533525411477,2.4582767347723884,-0.23262338224480697
33,0.9940411955577518,0.2225487167467784,0.8408493694914241,0.2078805172395075,9,8,0.5754702240322056,7.856666131593483,0.22122259246481107,4.466622904362991,30.25013543062839,0.2496642949975438,-0.8662269107411282,0.23223180267966406,0.018357840995918234,-0.006741016029970518,28.794657059874304,2.276207348596083,-0.18601187541775815,29.306888845498847,-0.5122317856245429,1.3982453922887865,0.1783944831365786,0.6995674731707177,-0.45088658074450366,0.4024513539187353,-0.13757664859198987,0.2233326972839844,0.01940706793185512,1.206603116066424e-13,27.691228863035434,2.406300403823647,3.3295033396996132e-12,0.5455807994200549,1.8607196044035919,28.547473325710914,-0.7024302905540162,0.8655140884898668,0.2274548907955983,0.767750625118127,-0.4176949177930387,0.5649937539070137,-0.14729883611064543
