generation,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,128,1.9392811000579968,66.00384028708989,0.9696405500289984,0.0,-0.04892367906066536,0.04892367906066536,1.3118142101410777,0.1894470979667924,0.8392027510330081,0.23476839853450654,90.0,18.0,4.401203960346908,2.6753481370077927,22.658830026518718,10.657226047478616,279.3708280660212,1063.3279718458652,0.9795903046615422,0.5084843839005758,6.0
2,192,2.2396042000036687,85.72943379892102,0.0,0.0,-0.0681198910081744,0.0681198910081744,1.3149551649860547,0.17985725002410136,0.8867018718633697,0.2702406959349208,69.0,5.0,4.2872429379180605,2.639873632828494,23.37152837611706,12.12335962572872,362.1726336776046,1002.2971950426652,0.5297514963895082,0.9315527421810418,6.0
