case_id,design_wing_span,design_wing_chord,design_tail_arm,design_nose_length,design_ducks_num,design_pucks_num,design_banner_length,design_batt_capacity,status,full_trim_velocity,full_trim_alpha,full_trim_elevator,coarse_trim_velocity,coarse_trim_alpha,coarse_trim_elevator,coarse_CD,coarse_D,coarse_CD_wing_profile,coarse_CD_tail_profile,coarse_CD_wing_induced,coarse_CD_tail_induced,coarse_CD_interaction,coarse_CD_body,coarse_D_wing_profile,coarse_D_tail_profile,coarse_D_wing_induced,coarse_D_tail_induced,coarse_D_interaction,coarse_D_body,full_CD,full_D,full_D_profile,full_D_induced,full_D_wing,full_D_tail,full_D_body,error
10,1.2948041585198693,0.13774775956154192,0.6509154794523571,0.2288867041947248,5,9,1.1614951040259713,1.3379312680220181,ok,30.502679354971896,0.3444922270816332,0.44750373097159546,30.48780430855284,0.32277125975950144,0.9122688317090306,0.02075717907504587,2.109789047281371,0.00873777826713824,0.0018511562623814532,0.0029099223765231184,3.066135408157435e-05,0.00020906068078727083,0.007018600134134212,0.888120144790952,0.18815414142059086,0.29576862714491403,0.0031164634068166887,0.02124922336255348,0.7133804471555439,0.02066891596207244,2.100816411995933,1.7726794253790255,0.3281369866169077,0.8841968881941327,0.19715344374307361,0.6913290934418191,
11,1.4888388083746373,0.29262459283568154,0.4105842354752078,0.14759284174028153,6,3,4.595336357124165,1.9540864740109596,ok,29.53531603862632,-0.8572778120931891,-0.9935077909318952,29.560182382140347,-0.8643736288929957,-0.829948570528541,0.013849315752622321,3.2238598807100756,0.006658520041072002,0.0033892161679655126,0.0017845054088256132,0.0005680931767948993,-0.0012491493633662264,0.0026981303213305216,1.5499780645301187,0.7889456942224086,0.415399251283134,0.1322413925631981,-0.2907784463509249,0.6280739244621412,0.013998734833022398,3.2586395831561803,3.002312933954663,0.25632664920151765,1.5542933948312307,0.789149770153066,0.6588697689703663,
12,1.5381951434269334,0.1549543544455761,0.8399480053984831,0.2542095398816081,7,5,3.0155674219564554,7.021063339834435,ok,30.305360328357146,-0.21665116854212077,0.2271028961159794,30.278613269319038,-0.360591190079521,0.3474430509805105,0.01793109027268787,2.404179640717253,0.00836629761715051,0.001586660937718119,0.0018621982210967369,1.4726289429560029e-08,-3.4284085319747755e-06,0.006119347178965052,1.1217434128906107,0.212737645350744,0.2496813624858044,1.9744836867942867e-06,-0.000459677011675628,0.8204749225180832,0.017450142438017124,2.3396931045628206,2.103235107666798,0.23645799689602284,1.0935274545863116,0.2200593178955088,0.7896483351849776,
13,1.6000570498768356,0.343154712441707,0.8452300849333112,0.24533331032880845,5,2,4.82206397139591,8.610010947607975,ok,29.265524883297815,-1.4083496284555257,-0.5262036691860652,29.30439054469445,-1.3031408039932615,-0.5496638448476047,0.012124536546008348,3.492282038365548,0.006312264250898746,0.002051648880247474,0.0009918379807971305,0.0003784880353261204,-0.0005861088950246298,0.002976406293763507,1.818148428286776,0.5909451884063882,0.2856833291864604,0.10901752512270957,-0.1688194479726041,0.8573070153358182,0.01241380646153307,3.5755992235976795,3.3502857212667765,0.22531350233090358,1.9224558584636076,0.586843241750334,0.840986621052835,
14,1.0546321714288351,0.30758034150698066,0.8926310493002316,0.22900534327386168,9,8,1.4361366916857512,3.20685065224166,ok,29.90582290727026,-0.5966614571860656,-0.9097323719890655,29.883226679179245,-0.5074736752710103,-1.1201363909434687,0.01584247396853029,2.815141310143476,0.006511628368223044,0.00191034228742298,0.0030519477844488377,0.0001787737465278968,-0.000653722109445497,0.004843503891353028,1.1570891043974636,0.3394598280875269,0.5423183463308433,0.03176734643967288,-0.11616368247218145,0.8606703673601505,0.01586491512437347,2.819127067021068,2.3271296050267396,0.4919974619943284,1.1516622021634397,0.34094202293568215,0.8345253799276178,
15,0.8639517599292535,0.20595261598656328,0.7754225936198919,0.17272513605287293,8,4,1.0844289085002328,7.626207413337567,ok,30.300407044476213,0.9298245305283321,-1.1360096320828985,30.283245094236353,0.8457304679629696,-1.242768688706771,0.024094272250096742,2.4108691410307266,0.0075053337764141885,0.0018450398800008933,0.00743217581625586,3.209666224445896e-07,-3.815578790397976e-05,0.0073495575987073385,0.7509825325651793,0.18461440397509116,0.7436623584285331,3.211587041602447e-05,-0.0038178622144957675,0.7353955924060029,0.02344270441334667,2.3456717480967266,1.6273037463017643,0.7183680017949629,0.725857148996693,0.19494315368084153,0.7065034436242298,
16,0.8479207647816376,0.18721422687055467,0.3885325963029985,0.2916781758004612,5,3,4.318943064317676,3.2794050722878896,ok,30.2855523381743,1.19877377225141,-0.897113160178969,30.303038212628792,1.1532397780625734,-1.0082829230874384,0.026588734894319434,2.3712038078276128,0.007782080761566768,0.003038561727388433,0.008105524207599621,2.1726786837928714e-05,0.0004350516172373956,0.007205789793689287,0.6940119418239606,0.27098126958428653,0.7228568768649971,0.001937611544389882,0.03879823750528535,0.6426178705046933,0.026503447947559274,2.3635962236964785,1.6151722467873326,0.7484239769091456,0.6794199452611276,0.274991120362808,0.6607611811633971,
17,1.66657949407796,0.28902203839971335,0.6020506207116973,0.14277929984447713,4,9,4.568886478595567,9.060981445883492,ok,29.504072294717897,-1.1609203695351598,-0.6574954844965984,29.518929526184913,-1.159608203752756,-0.5511659278108206,0.012754928090316824,3.2757068445269164,0.006690821710218423,0.0025034313784928976,0.0011517703105978123,0.00038651602744462947,-0.0006905040652623807,0.0027128927288254403,1.7183295990755656,0.6429285405033548,0.29579640614457053,0.09926462835811072,-0.17733450763009806,0.6967221780754125,0.012831924179680838,3.295478626146299,3.0894233358028984,0.20605529034340062,1.754126295934769,0.637491551484482,0.6978054883836478,
18,1.7355304323243126,0.2935251473626891,0.8163141985915743,0.12733846496673804,9,4,3.5864713514904194,1.6101689051657833,ok,29.46407073673944,-1.3168777878480582,-0.4545522552061054,29.483476813752617,-1.3021547570261691,-0.4365981319556942,0.012229772133085754,3.312741157632336,0.006656945688695603,0.001987542732340264,0.0009233328530797353,0.0002821638063395083,-0.0004609839818156805,0.0028407710344463227,1.803201051261192,0.538375902700922,0.2501079097227267,0.07643115867435554,-0.1248690975556816,0.7694942328288213,0.012339986110940287,3.342593080296645,3.1518586353999813,0.19073444489666308,1.8641508414951649,0.5324697169223362,0.7552380769824805,
19,1.067519579053534,0.3340875124499607,0.30740028821262455,0.20473359765266458,5,9,1.8072320849589907,9.325869460253701,ok,29.50544736866071,-0.10691628121705558,-1.8163131198837814,29.567063894389225,-0.1214440983697766,-1.6528024815485718,0.016809943128334205,3.196780643129841,0.006353800781984592,0.004535436090401877,0.004708570808848167,0.0008383495496562576,-0.0029636587584584945,0.0033374446559018087,1.2083150546723116,0.8625129895597675,0.895438366662913,0.15943061746594514,-0.5636049378366447,0.6346885526055492,0.017320426537946618,3.2938580286051575,2.801431692237615,0.49242633636754224,1.196146384550365,0.8754467407294975,0.7298385669577522,
