extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
0,7.025894840916739,-7.025894840916739,74,0,1.6743838194584404,0.37027876251095637,0.8578290567921869,0.27330767422680485,0.4143497540166195,14.465347810420095,11.05294991889458,1.9985677342289048,19.075432294178405,13.891740873970978,228.66423072326478,2903.1626391806035,0.9660741372607421,0.8318980779318824,8
1,3.430815902158031,-3.430815902158031,98,453,1.7592319495428064,0.3745364383503999,0.3503185754282361,0.20037384042734038,0.35395599362805363,7.90102168166054,6.397321514787932,4.1943549421513495,19.63749223556043,9.61201092490331,404.78468722208936,2963.5732317355923,0.8237781183968378,0.8809973141178489,6
2,2.2053239267481555,-2.2053239267481555,21,457,1.6480261690944433,0.3860422951728106,0.47408301830291755,0.15020671289414167,0.3885855141378939,6.7015829639247695,5.011090126287372,3.171064207330346,16.889557712711394,13.174537645206748,397.3710460588336,2498.712142929435,0.9351666243746877,0.6514941514469683,6
3,-2.654188240208976,2.654188240208976,16,180,1.5044895247335186,0.36542426705360415,0.8660287920798017,0.2568678560107946,0.3443916709782555,2.480822960221274,0.052642317476981226,3.1917884863791564,11.890206448733807,7.990292884388733,490.59716956820085,2549.9062426388264,0.794576816726476,0.658296906861557,8
4,-2.1328699619955733,2.1328699619955733,74,275,1.5954583547601295,0.3623060768371052,0.41935863953913244,0.29320269315300124,0.5363697362752226,3.2396211316239816,2.7886553142047674,2.9960766817907687,24.524061720101727,15.186229663902793,233.15490233580783,2695.590924347821,0.8658600468540978,0.819319892129942,8
5,-2.672632210814246,2.672632210814246,31,361,1.7224624472465364,0.23894883081316948,0.6092935748398305,0.19448547836393115,0.06478259539231657,1.4940496638229739,0.7293010785053848,2.8664565212093294,17.330779642798007,13.126587840094519,346.7551459558308,1173.7913433462381,0.9469001870602369,0.7769076195545495,6
6,-2.7776392070645173,2.7776392070645173,77,407,1.5959725932504747,0.17965345283687637,0.8832011342252987,0.15936047271295772,0.16841392998750776,1.1847595011033043,0.5511838974180856,3.3941276703816055,20.830622541854247,14.208313185687675,386.85375523782795,1368.916077364353,0.8217120204826265,0.7549395515756799,6
7,-7.039678475283184,7.039678475283184,85,228,1.153382227935159,0.3802459644526244,0.6372757347718809,0.2674716986715793,0.1940450834874341,0.44129825406749834,0.3126157018715148,3.4908100791539525,21.229027289952846,13.029331816238127,316.6070402057341,2702.111145290429,0.8703639967992983,0.9710951727115253,6
8,-12.337094468000004,12.337094468000004,9,286,1.716005827517104,0.28589887405678044,0.40106238070875405,0.2344167998491593,0.05048402625415477,1.807271769346082,0.5985202387350261,2.9538291941188994,14.130518301390111,10.885462756864626,470.52447797987446,2870.116489008069,0.7708509069269124,0.5724740587611115,8
9,-13.286862137939899,13.286862137939899,51,295,1.3174264963701368,0.18410171147435905,0.8881186567246915,0.08189877949655057,0.30773001616951073,1.10364551336259,0.9843229081077167,3.1101785260252655,15.96168804448098,11.060178030877648,358.52661058306694,2269.541522487998,0.8738126354292035,0.6248236666433513,8
10,-15.462515446621303,15.462515446621303,11,376,1.6677148818857968,0.26489471472799775,0.7389253841713072,0.2737980537302792,0.2112059911277145,1.051979816826094,0.804961107241815,1.0551275238394737,14.780384730547667,9.114629324986698,408.4695290774107,2733.5574124008417,0.9218170079402626,0.8782584224827588,8
