rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,512,-7.025894840916739,7.025894840916739,6.946130007621588,True,1.6743838194584404,0.37027876251095637,0.8578290567921869,0.27330767422680485,0.0,0.4143497540166195,14.465347810420095,11.05294991889458,1.9985677342289048,19.075432294178405,13.891740873970978,228.66423072326478,2903.1626391806035,0.9660741372607421,0.8318980779318824,8
2,0,-6.92704387961097,6.92704387961097,6.883672560301232,True,1.5830727946493774,0.29987193508168014,0.5997694614385323,0.2954798655724987,0.0,0.5707949706205433,13.570113646168823,10.962465578349628,2.6361244479387835,18.572788743042096,11.56438545569816,355.0539373606751,2782.512295080718,0.9320377869213772,0.6893753259712296,8
3,1024,-6.882438622479215,6.882438622479215,6.877142857142857,True,1.5656777829362416,0.39489721145008705,0.5217983789540802,0.08268320130292797,0.0,0.5597245834166478,15.86177444276761,5.334916014788995,2.955478127023724,19.365672833933196,11.508709328878327,378.1946466533757,2422.1198730522474,0.8272182069664394,0.6104501071879077,8
4,1241,-6.869745165012766,6.869745165012766,6.853127786692648,True,1.6709169908251613,0.2853541391133666,0.6313487289976937,0.12424514560629568,0.0,0.4659008442034386,15.044668270917686,5.827572696640261,2.5255671655260126,16.8165313504794,12.667754956873342,352.5078301196393,2533.2448619359443,0.8532089782153589,0.6968504463528766,8
5,714,-6.87998572961621,6.87998572961621,6.843979012642867,True,1.7187723467399156,0.34576260392766767,0.5672518163771101,0.11161107834810682,0.0,0.5372625318460564,15.456576336934791,9.964411655149592,1.876747596240646,21.931980174872216,14.773190609444761,295.4857188605747,2962.8051520414456,0.9013144571540852,0.7917272512340668,6
6,2560,-6.841523147875064,6.841523147875064,6.827109744428053,True,1.5189824876808715,0.29148615031016706,0.5272438810408036,0.22721642391531008,0.0,0.47898193501736963,15.030344618636466,10.44240666964283,4.126700879959902,24.525990468998074,16.38638730594264,308.62293024215614,2761.152660474181,0.8920418691455971,0.7992090031942534,6
7,1424,-6.84636325096568,6.84636325096568,6.82660426054259,True,1.824157742987104,0.35461051227256624,0.6336283513704714,0.08303193691201798,0.0,0.49734444267747846,15.492955527711295,5.37816101312692,2.1750237567715827,17.74201619438827,13.174643816393996,333.72852757769,2382.3413283252225,0.6767015766817216,0.6448580457548951,8
8,949,-6.8173197215091905,6.8173197215091905,6.816947493517718,True,1.7195264043564848,0.3563214035189187,0.5376636719474017,0.13726611642166972,0.0,0.5857660967266186,15.117436099561976,9.600523678858146,2.466020979817176,15.82249968851565,10.87106508403436,308.50004635836234,2846.2142268831813,0.8434954138550856,0.7333123710888576,8
9,620,-6.80696036946219,6.80696036946219,6.804367235174464,True,1.7901202833485275,0.35985144603749086,0.600893916539241,0.2048885441284778,0.0,0.444261569848575,14.234158219794846,5.788326529896938,2.9263958724490755,24.923983644048214,16.38317511983017,315.69142821929364,2301.597547852464,0.8570395060969498,0.6751273072746966,6
10,998,-6.800965397810975,6.800965397810975,6.7339327183698785,True,1.7360760043465717,0.3653354608548929,0.5318463735733656,0.21577227829613604,0.0,0.42893735542542466,13.83264619305157,8.543672748538862,3.491949028157836,20.290284352377057,13.865582306880306,351.58982273510065,1709.7872835004514,0.7383583833265073,0.795929479242735,6
11,288,-6.724499900003149,6.724499900003149,6.6868822802896375,True,1.7956939255431854,0.3472841537933449,0.8393328271877902,0.2125879652807612,0.0,0.4866541672392432,11.45240784894283,11.385299553415539,2.74189507204757,16.122280216148564,7.886600984714431,420.4803570099564,1469.3968063980876,0.7582625256272172,0.7798164083992611,8
12,59,-6.70904269958437,6.70904269958437,6.673394007136409,True,1.3752427965169094,0.3771083465775342,0.5545602262113906,0.1550047515545243,0.0,0.548826997323122,12.705073577338752,10.12296545003354,2.8302310029852187,16.964673619075285,9.60042319837915,309.3286013396838,1845.4124906547515,0.9331324478260452,0.9986504824736226,8
13,3072,-6.708860641410615,6.708860641410615,6.673143731842179,True,1.5571343606300014,0.37027876251095637,0.4457067181027862,0.1848981562654352,0.0,0.4691046108110216,13.9781847017852,6.540853558624505,1.309552739699911,19.075432294178405,13.891740873970978,228.66423072326478,2326.088279722782,0.9660741372607421,0.8318980779318824,8
14,889,-6.675749905093106,6.675749905093106,6.647959328927301,True,1.5831760039833795,0.3674476114062842,0.6906339461015161,0.09173877314203274,0.0,0.49677704807886625,13.045443043524752,8.17471757130916,3.1388453470841484,22.183228825991293,13.7188557461937,294.18585533034616,2263.939919045388,0.915018243826794,0.8418203597039791,6
15,1536,-6.643446107387463,6.643446107387463,6.627519394512772,True,1.8180304752137704,0.2267870190537993,0.47037997879090754,0.20676383388054936,0.0,0.5195921080784078,13.198788799366934,9.908443245553833,2.4016001057341088,14.874110221348886,6.371679424752594,434.83409016432006,2370.699193621464,0.8557244480538008,0.9132052929558432,8
16,696,-6.655240529441976,6.655240529441976,6.616643462811919,True,1.6702593370096848,0.3454397194087505,0.5063011919863152,0.1474396427720785,0.0,0.49153972430614407,12.879417641059206,5.908416263573423,3.2442351781341126,15.248285305224748,9.949564265760916,463.9700725627238,2378.902279433963,0.835663954414839,0.566530586871041,8
17,1421,-6.633413139099051,6.633413139099051,6.593113243062724,True,1.7443327389025671,0.27594835156462355,0.6817006546489928,0.10830325086893507,0.0,0.5355528378502348,10.98894216418479,9.979062153325032,3.0475312722646914,14.39774447848559,7.456881306237983,489.50393401742394,2880.747893935456,0.9023577590362436,0.7974918259247714,8
18,183,-6.591826436993729,6.591826436993729,6.538372299914804,True,1.5598043615963024,0.25938970691363505,0.443955035508963,0.27920566108237904,0.0,0.44034719183910315,13.136871661877823,9.426324436483807,3.103869673089448,17.28046418542784,11.5599194555026,329.1936701408725,1966.3886878437409,0.7779088211435224,0.8660308054616963,8
19,3044,-6.569896684457772,6.569896684457772,6.526074589127687,True,1.6320228358254938,0.33279906798741027,0.4809226701289747,0.20217747158112986,0.0,0.5070791404497207,11.807819011783572,8.37751151461486,4.398850168146711,22.631998925518317,11.89572838067947,379.74408645234,2558.4482596904763,0.8212357947749547,0.7957545575156254,6
20,525,-6.546186348470528,6.546186348470528,6.5204814177544375,True,1.625329308910498,0.21720588553633305,0.4651216049118987,0.11001048730710757,0.0,0.5372576494296482,14.35299724480104,7.431492895904958,4.427132067958107,23.571429649212753,17.63541126351427,310.0744400634433,2137.7285879325304,0.7747424684903337,0.7929116667835582,6
21,2048,-6.508956654613353,6.508956654613353,6.501668287959152,True,1.5282029833733495,0.29606272538866374,0.4304824831657649,0.09859848178091647,0.0,0.4201034934518196,12.016550220686081,8.446424584038578,2.4311534580117202,15.997413008510016,9.649650431416642,343.75274209223613,2376.625969313377,0.8391006084588672,0.776241128332205,8
22,1315,-6.54275136690966,6.54275136690966,6.488425510204081,True,1.8240256600372209,0.30940024802730803,0.7351072581372272,0.27513211536847726,0.0,0.605612135925234,11.540472182234545,9.059820880927994,3.3061536342395614,14.369833649520054,8.444230679916304,336.2963581345278,2133.491403097696,0.9645454572895615,0.8419708429428862,8
23,1932,-6.530239558105228,6.530239558105228,6.478959263629212,True,1.3077243805727923,0.3681389789283276,0.6840634049564167,0.14553906590522314,0.0,0.403870836139352,13.166502155684672,11.04333571034426,3.2444880646653473,16.223417478835977,8.746211002276377,333.8067270785162,2291.9484239332082,0.9537772826980986,0.8288463622947155,8
24,64,-6.537328791705824,6.537328791705824,6.477258031698437,True,1.4665983022247873,0.3594242021061092,0.8586292274670044,0.23702440044047451,0.0,0.5023110053614097,13.58901706708762,9.837968716208962,2.086437329083798,13.675310443435936,8.135314264924133,373.0100014428587,2130.196815715129,0.9235992885243887,0.7938611722271407,8
25,327,-6.503550590832644,6.503550590832644,6.4732663949779266,True,1.8224407245592062,0.38429717693697324,0.7684811122197559,0.17644355329480368,0.0,0.46952047995494384,14.063070474206059,9.08188693463989,3.4812736288091735,18.579079697302834,9.059162252164619,466.0824503254277,2632.5055648963653,0.8675131035663552,0.9140220629079612,6
26,2894,-6.493456620490216,6.493456620490216,6.471914175529367,True,1.7379394586880996,0.37422771453244236,0.6737340225173625,0.21880879472890674,0.0,0.5682033851543282,15.168488354296507,5.1657256779891005,4.037900227978494,17.71936971122089,13.99463957823139,344.0122501814717,2550.993806042359,0.7228537026498174,0.8031053071193648,6
27,1048,-6.473228278960411,6.473228278960411,6.450808908331847,True,1.281108278116165,0.3871392746694837,0.7242294633476629,0.1276066368258524,0.0,0.42704537856277097,14.257889621579043,9.224993833061184,3.6402909514464596,18.969811695903203,15.147044947476031,394.98833451698323,2729.787759316749,0.9330249053142657,0.7597659999484345,6
28,2743,-6.495561797822685,6.495561797822685,6.425056177128724,True,1.6365811579307588,0.3906162420476562,0.5055307979161335,0.23018240514364083,0.0,0.4495077760784988,10.484224164919585,9.484243016789245,3.6061383025359732,19.174334787022254,9.155046738945382,415.22428884990273,2822.626961251075,0.8611433119691938,0.98742681586815,6
29,99,-6.488353236752325,6.488353236752325,6.419477342367614,True,1.749304334894453,0.18889505576989626,0.3320880053525319,0.2381355386077307,0.0,0.45840889079055214,12.69106693234208,10.329391442623098,3.2014765201419317,14.075059284324794,8.000792514393472,373.4567772918275,1846.4521203876538,0.9000262494730611,0.8873313491369221,8
