rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,-5.515339449984708,5.515339449984708,5.5051233658667575,True,1.5239833805763001,0.399439355807086,0.795630897808458,0.15653937755519368,66.0,22.0,2.295377216768397,4.480442287194132,19.021845706348927,11.937258439722024,301.4069131732859,1967.8747888835744,0.8859223935909206,0.989350387801977
2,192,-5.51173278490877,5.51173278490877,5.503240769741429,True,1.52233194191573,0.39932339274858764,0.7966203652853797,0.187467004662311,67.0,22.0,2.259169462607826,4.409984246852135,16.669277119126473,10.777290020196745,351.6584810241382,1605.0047439936,0.9114140729193027,0.9973478810924306
3,485,-5.513613104430829,5.513613104430829,5.502372477616366,True,1.5187553107681648,0.39928586443556574,0.8213645259987773,0.13660176308586708,68.0,22.0,2.2566825435388496,4.487763145326465,18.93126066407035,11.832124984935326,302.89809130402193,1982.145395232136,0.9146019559293825,0.9867250158295326
4,136,-5.514002428890282,5.514002428890282,5.501397618000858,True,1.5191418090674111,0.3977034517035771,0.8140572448265734,0.18856351713071856,67.0,22.0,2.24321332480524,4.487524491822864,18.487884334139604,11.81441205066263,310.30670413641195,1809.7821372947817,0.9097787446386725,0.9912207673990103
5,234,-5.512074997293284,5.512074997293284,5.500556026778002,True,1.5234560257748089,0.3981435356575378,0.7995372273665128,0.20153832558619933,66.0,22.0,2.2366319166180233,4.424222540411017,18.961685294102917,12.437323680174305,290.05866816711705,2031.703118158426,0.881358928721976,0.9913178385760453
6,412,-5.511258107428791,5.511258107428791,5.500426608020477,True,1.5197536473459015,0.3941720536695361,0.7972780958625774,0.2326423013055878,66.0,22.0,2.2425423728129443,4.45737061174631,17.05192499729476,11.360848006267124,333.66582930588737,1771.2417360259058,0.9582341875461752,0.9989500666988913
7,210,-5.509190262283247,5.509190262283247,5.497991398523254,True,1.518413071380528,0.39471426488155015,0.7908356340940903,0.223805274952767,66.0,22.0,2.221712040985099,4.415836567708285,17.41026488775392,11.282206232976076,328.25060707982635,1808.0065326598922,0.8886128279439333,0.9978177207600288
8,91,-5.506139027548474,5.506139027548474,5.4975562342055895,True,1.5221916708176046,0.39735237984615235,0.8310914553409222,0.15496408255012642,68.0,22.0,2.296164107119141,4.499815125819586,18.96725770518453,11.973476224055455,301.34283641599137,1829.671778383521,0.9083031594646107,0.9916966196299731
9,416,-5.509721528631851,5.509721528631851,5.497439282358654,True,1.5206424247857437,0.39718224399346524,0.8297880623618107,0.14176653025869057,67.0,22.0,2.223586098131446,4.372229810223269,18.174673292247455,11.410134116542249,316.88818446088527,1875.0810971877338,0.9226088001101715,0.9916162749120179
10,274,-5.504277191135529,5.504277191135529,5.496135460068851,True,1.5232760551484112,0.39889289583074716,0.8122576692534239,0.11749232251293124,66.0,22.0,2.245180641024741,4.298126760478015,18.192830256891668,11.867196168641106,309.5113110780503,1932.5612641975247,0.9388974492764028,0.9849518822376844
11,314,-5.510258474565678,5.510258474565678,5.494979404525073,True,1.51277227199652,0.399289205089402,0.7751585304931327,0.2968417483747387,68.0,22.0,2.211966931971104,4.498862776517531,17.831764977591373,11.149226637194928,329.2204080131975,1794.4807935316965,0.9460806558910266,0.9986003608776859
12,458,-5.5040609195163706,5.5040609195163706,5.494947866836067,True,1.5214051709136243,0.3993462087642101,0.8344053571669496,0.15427496992653925,68.0,22.0,2.242585876466033,4.420162575697184,18.510486467028244,11.330538766149472,313.9918371575727,1938.7465909537616,0.9236261850092912,0.9877797289436756
13,71,-5.509669958124261,5.509669958124261,5.494850403104467,True,1.5200639853390294,0.3968892809024811,0.8346255655547672,0.15320418690470167,67.0,22.0,2.2101780689826587,4.487280491950157,18.731357960293938,11.63697166780219,310.41530393367674,1689.6313505876383,0.9553467725419902,0.9908875531165051
14,325,-5.506449647463665,5.506449647463665,5.4946914923201,True,1.5127994509089628,0.39598339790416315,0.7576417784479016,0.191682097774957,67.0,22.0,2.2103614909067835,4.470896825900851,17.976774563258246,12.607133110307457,302.5018074694956,1678.876404048004,0.9255857420562049,0.9964989122988526
15,387,-5.50333669689055,5.50333669689055,5.494544802863314,True,1.5195354562510157,0.39468374711370374,0.790986159179365,0.19158444091199858,66.0,22.0,2.2693869683976517,4.455834989980044,17.694586455002398,11.147678707758224,328.5368086574979,1807.427756308079,0.9364533680447067,0.9950143352013674
16,205,-5.508428458414535,5.508428458414535,5.494502729469481,True,1.5086853564061544,0.39522052268863245,0.8244665316228907,0.1171024568339007,68.0,22.0,2.2080561807924584,4.476139147819695,17.65376849744531,9.726387978564912,357.0130717215295,1577.0965329991611,0.9023322261485885,0.9985318916560588
17,164,-5.510761928778971,5.510761928778971,5.494325430965665,True,1.51309217415433,0.3958983731070188,0.8420525477953843,0.11703626196957473,66.0,22.0,2.2147745832485413,4.498837184222749,17.957127868811718,11.607546525470475,322.4861205950371,1790.9281478648907,0.9625497479697909,0.9881652935581946
18,231,-5.5106421184145615,5.5106421184145615,5.494277782453355,True,1.5147519643800513,0.3985077680791365,0.8093842328079951,0.13801299473970746,69.0,21.0,2.2200001967760854,4.4543002236604545,19.030546212379853,11.96752586521351,301.7882585660365,1927.60453544835,0.8980738353197726,0.9929900652645575
19,118,-5.506313676245995,5.506313676245995,5.494227573846298,True,1.5217999586237148,0.39632198924965795,0.7825250605204908,0.16101745579118984,67.0,22.0,2.207631940075636,4.495615446962546,19.753238147295317,12.98712518946353,280.11069117382993,1775.8982146833835,0.9549705903720068,0.991003747811559
20,328,-5.50307974411893,5.50307974411893,5.494179535033517,True,1.5201647469778157,0.39723163609581214,0.7789171576067847,0.21281359913132866,67.0,22.0,2.280698024503855,4.488963688410689,17.97019524406849,11.358898193791807,321.18206248294354,1921.791947189465,0.8899022360468813,0.9910702541827223
21,211,-5.503711308793846,5.503711308793846,5.494126870810308,True,1.523532035699672,0.39554297535944805,0.7942275342440303,0.1542196394708239,66.0,22.0,2.23773317771481,4.406426073941395,18.534811756959613,12.185627433336629,296.448558375408,2080.862972019387,0.9388258230124631,0.9906947524853259
22,18,-5.508116571594529,5.508116571594529,5.493460838139902,True,1.5191263450348256,0.3980055823953902,0.8524119133746875,0.1899025165195122,72.0,21.0,2.2187339204997754,4.469197343247853,18.834067678349673,11.865747259667447,301.25098228712096,2216.982036734241,0.9235126171115648,0.9984896021741895
23,333,-5.50523241343611,5.50523241343611,5.493373274102288,True,1.5215836932045068,0.3997998676939432,0.7795836374863243,0.14151823918564443,72.0,21.0,2.219182380114636,4.461050582516727,17.98904218819565,12.63791321574049,302.0974776276953,1756.837358911971,0.9375915596081692,0.9863137387154591
24,151,-5.5092015959980944,5.5092015959980944,5.493108716291072,True,1.5204963970540128,0.39838620678338155,0.7964105644646507,0.16832784064071488,66.0,22.0,2.2055165259391076,4.481882938697858,18.525834403064778,11.999059256388733,303.7493503404613,1754.5535837178227,0.9073230918302567,0.996287067600916
25,85,-5.511065517563814,5.511065517563814,5.4925079393379885,True,1.5220820490048488,0.39942687916645414,0.8468173528611358,0.15604384399686308,66.0,22.0,2.1950886777477416,4.436691374136837,19.01035750168459,12.249101224319311,297.63553794374883,1922.220724682532,0.8805220795927289,0.9904926349495776
26,153,-5.505940240037939,5.505940240037939,5.490682297327435,True,1.5220860500928128,0.39814789288866503,0.7903847432864096,0.16523918671372329,66.0,22.0,2.1925355225592593,4.478394227751247,19.658404245365087,11.707262642541211,297.2850125561957,1950.783235149608,0.9092634814438181,0.9749017064464399
27,293,-5.4984881447882525,5.4984881447882525,5.490401061810028,True,1.5227398241936558,0.39677880801523596,0.8128285894304026,0.1955259015998233,68.0,22.0,2.2258838311594484,4.450612768982619,16.875538132051442,12.539144587553343,318.4402381154133,1705.224649994644,0.9310916352776493,0.9934210960807912
28,181,-5.501395438874507,5.501395438874507,5.49019982133836,True,1.5235031114939948,0.3933242903192015,0.8064283455547377,0.2219654232202726,66.0,22.0,2.1838280410785913,4.407746372656603,17.516219138107754,11.111312326762835,327.6606833462428,1760.225781057108,0.9464983613039553,0.986401002011208
29,44,-5.505843450549633,5.505843450549633,5.489436211960864,True,1.5174975364452228,0.3992825771759745,0.8464602481799118,0.1762056045939721,69.0,22.0,2.18912897230682,4.477705880217638,18.082912624431106,12.161354021415574,310.99876561780167,1857.439235777299,0.8798109628426771,0.9952475219961667
30,313,-5.5058736281353315,5.5058736281353315,5.489262333269066,True,1.5187483369084387,0.3979454929753748,0.8028173104557443,0.15874157838032887,68.0,22.0,2.185002155963808,4.437489516229817,18.386928313205523,11.869387950946638,310.46865397798086,1772.2491600059159,0.9559248714093143,0.9947914553865231
