extra_shipping_containers,score,objective,generation,population_index,wing_span,wing_chord,tail_arm,nose_length,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
0,7.065087527663444,-7.065087527663444,89,0,1.6296821042794403,0.3942701861991808,0.5740011927860351,0.24706920569953605,0.4783517931691367,14.002068955016579,12.377293686396023,2.795619999534133,21.376684595914107,15.356158169158812,333.0515026206522,2054.145973354994,0.6734839466335467,0.5511583422419363,8
1,3.5200455193875215,-3.5200455193875215,92,4,1.8217331048145426,0.35205182217820186,0.3997218439802527,0.2238620998950172,0.38778645061696443,8.629609101199572,6.62175617450232,3.0814143192283465,13.086372972466052,9.870798045716596,335.30484227752976,2413.7298052486112,0.9377729170783919,0.7558417444401923,8
2,2.518422278021094,-2.518422278021094,50,246,1.6488807652744912,0.3734928195313093,0.38394609969109295,0.20739040386411334,0.1994736020803862,3.3714997094433414,2.9112117699842193,3.0457857853744104,24.54339127793339,14.911353694837171,245.95838059256437,2276.461722662108,0.8541501420720595,0.7040106537751853,8
3,-2.1791678486440844,2.1791678486440844,24,164,1.6130184355024213,0.3615277679263412,0.4515610084206485,0.23135683528721562,0.24242036533035005,4.764014216065554,0.7611008846963827,2.4832659143982876,14.18660096512792,9.920951935211072,377.61039150741647,1692.8447034170536,0.9704783833280757,0.8846348301512806,8
4,-2.500799910001011,2.500799910001011,95,390,1.7712340381269087,0.27826491996494596,0.6043451299721703,0.20846099929048936,0.1822251433145974,3.6070754272458956,2.1791737304549423,2.0793566941283643,14.395098945372993,7.081259473958946,475.44328240429365,2992.5668593496084,0.8942913133651018,0.8476685378700495,8
5,-2.5062954735543386,2.5062954735543386,23,136,1.6321878274966433,0.268110742890425,0.5158298316744461,0.2671435793325615,0.08241731558732682,2.1112355012084416,1.7320064030143731,3.2696654071471025,15.514424125995408,8.511191773816233,451.18757288279954,2278.082020800306,0.6982208588160574,0.6905699445061121,8
6,-2.9381367665862506,2.9381367665862506,73,274,1.2087928782463462,0.3184346284636146,0.8027970561661093,0.11077512490036852,0.3258748412607446,0.8136951909836618,0.8135308989601064,4.380116728046216,22.335281363860457,17.732121800240137,281.4590120926871,1247.1246159663078,0.9230322373191753,0.8892192972116724,6
7,-5.12597161403254,5.12597161403254,41,474,1.2367288576174529,0.34746594756841664,0.7309995504096152,0.19785622755065557,0.22725976288132368,0.2754639000504522,0.06341807756332685,1.3435080922208726,19.477454405277967,12.833765891203782,401.56231923028827,1097.4863730370998,0.7992347916588187,0.7980572055093944,6
8,-12.989070621740709,12.989070621740709,31,155,1.2632936029087753,0.1739698040112853,0.5918798055499792,0.1152221217006445,0.1905490724403411,0.6679610131819995,0.5420377925184052,3.378378378378378,18.418243806809187,12.98255715739753,275.5551599897444,1916.1331430077553,0.9029858219437301,0.7174538811668754,8
9,-19.494857142857143,19.494857142857143,41,86,1.4559174773257226,0.3793653678521514,0.7799410555511714,0.168389797154814,0.0596531394191086,0.08257794123692719,0.0715031779155737,4.201306643430144,23.05984052363783,9.898909816847082,269.39252549782395,2677.749967202544,0.7375627071596682,0.8548257886432111,6
10,-14.508334130381805,14.508334130381805,68,97,1.2526398294122827,0.2862350441545819,0.896759987063706,0.2538143179938197,0.08980581745883351,0.9192923989866619,0.5989766028071006,1.9333626983282453,19.366359793937626,9.022964101412104,442.23234159871936,2985.1887952536345,0.951876419500293,0.8015637951739762,6
