generation,island,estimated_completed_candidates,elapsed_seconds,estimated_candidates_per_second,eta_seconds,convergence,best_objective,best_score,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_diameter_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle
1,0,1024,0.4487486999714747,2281.9007610831895,62.376069296034984,0.0,1000000.0,-1000000.0,1.1557815402481706,0.14517320815473794,0.3094637643545866,0.16627226868644357,10.0,0.18521889449916779,0.015401131224073467,0.2708632395367445,0.06189847227096834,1.9539893688382328,10.00189823564142,4.0,459.50035182759166,1605.1701996475458,0.8101598797366023,0.6798348375596106
2,0,1536,0.5890088999876752,2607.7704429120513,54.385155098862015,0.0,1000000.0,-1000000.0,1.1557815402481706,0.14517320815473794,0.3094637643545866,0.16627226868644357,10.0,0.18521889449916779,0.015401131224073467,0.2708632395367445,0.06189847227096834,1.9539893688382328,10.00189823564142,4.0,459.50035182759166,1605.1701996475458,0.8101598797366023,0.6798348375596106
3,0,2048,0.6634075000183657,3087.092021032779,45.77511750126723,0.0,1000000.0,-1000000.0,1.1557815402481706,0.14517320815473794,0.3094637643545866,0.16627226868644357,10.0,0.18521889449916779,0.015401131224073467,0.2708632395367445,0.06189847227096834,1.9539893688382328,10.00189823564142,4.0,459.50035182759166,1605.1701996475458,0.8101598797366023,0.6798348375596106
4,0,2560,0.7353293999331072,3481.4329472381805,40.443116996320896,0.0,1000000.0,-1000000.0,1.1557815402481706,0.13059515785346867,0.657149480660172,0.2367849611448547,5.0,0.6009763928542097,0.0950684154994601,16.95087610328679,0.06189847227096834,2.8382591167103817,10.00189823564142,4.0,459.50035182759166,1860.6738415871682,0.6979443508911718,0.9400292798763407
5,0,3072,0.7904881000285968,3886.206509483023,36.098956567972586,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
6,0,3584,0.835260699968785,4290.875890765529,32.57516729878262,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
7,0,4096,0.8806368999648839,4651.17916381125,29.941654598806053,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
8,0,4608,0.9261026999447495,4975.69006145313,27.885981298336347,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
9,0,5120,0.9712165999226272,5271.738560078039,26.22284819791094,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
10,0,5632,1.0187943999189883,5528.10262840848,24.914153961655263,0.0,1000000.0,-1000000.0,1.1967121250531483,0.28374664029994096,0.6392326744073128,0.2367849611448547,5.0,0.4725208749453409,0.10101644524602062,17.793787235100115,0.8334443688799382,3.0503862325947493,10.00189823564142,4.0,459.50035182759166,2003.5868264387684,0.7010627685759483,0.6536329899043223
11,1,6656,1.581501099979505,4208.659734783781,32.481599514963676,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
12,1,7168,1.7055439000250772,4202.764877464958,32.405334100476466,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
13,1,7680,1.817336699925363,4225.964291765754,32.106281698681414,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
14,1,8192,1.870600500027649,4379.342355505045,30.86490825045621,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
15,1,8704,1.929487399989739,4511.042673845026,29.850305070429492,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
16,1,9216,1.9829919999465346,4647.522531734107,28.863550221444005,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
17,1,9728,2.0253935999935493,4803.017053095746,27.82251208412191,0.0,1000000.0,-1000000.0,1.5169812388826163,0.25129492890089755,0.6060715142637492,0.26305205771699547,2.0,0.19786487113237375,0.01849336362639442,0.417215133267284,0.11794348243390118,1.8059272554677885,10.013293377123773,4.0,232.91278751567006,2717.3475194722414,0.5036164466291666,0.7228041547350585
18,1,10240,2.06517509999685,4958.41732742934,26.84727629995905,0.0,1000000.0,-1000000.0,1.0722817799081787,0.25378544367512396,0.815091454423964,0.10527203755453231,4.0,0.23690011379510936,0.11257032568761924,1.527989918531496,1.0501249455602775,1.9471480851331595,10.00386990413465,4.0,293.3034644462168,2743.4237798778713,0.8704936159774661,0.7417305619695136
19,1,10752,2.1053382999962196,5107.017717779278,25.96583903328671,0.0,1000000.0,-1000000.0,1.0722817799081787,0.25378544367512396,0.815091454423964,0.10527203755453231,4.0,0.23690011379510936,0.11257032568761924,1.527989918531496,1.0501249455602775,1.9471480851331595,10.00386990413465,4.0,293.3034644462168,2743.4237798778713,0.8704936159774661,0.7417305619695136
20,1,11264,2.1446693999459967,5252.091534613041,25.15112296300305,0.0,1000000.0,-1000000.0,1.0722817799081787,0.25378544367512396,0.815091454423964,0.10527203755453231,4.0,0.23690011379510936,0.11257032568761924,1.527989918531496,1.0501249455602775,1.9471480851331595,10.00386990413465,4.0,293.3034644462168,2743.4237798778713,0.8704936159774661,0.7417305619695136
21,2,12288,4.217506899964064,2913.5696257200434,44.986740266283356,0.0,1000000.0,-1000000.0,1.4383301427504556,0.3551552666351199,0.6736185528201929,0.1697229960501628,3.0,0.2792109104921886,0.11607749625708938,9.06700934643736,1.5986334298657994,3.0204195308232205,10.02591451164335,4.0,493.45727900011707,1153.8068461641647,0.7005053039051201,0.6929468930169105
22,2,12800,4.335293099982664,2952.510869461441,44.21998961982317,0.0,1000000.0,-1000000.0,1.1412995427237285,0.13882219027727843,0.38814274296348594,0.19239639066436207,2.0,0.5069080607523513,0.14391479387340117,13.773862826546083,0.19854281362859894,1.9866405730755408,10.001016973085445,4.0,387.6581000164151,2102.481222260562,0.798018554204724,0.7390297516871163
23,2,13312,4.486314099980518,2967.2465421130028,43.82783774596352,0.0,1000000.0,-1000000.0,1.1412995427237285,0.13882219027727843,0.38814274296348594,0.19239639066436207,2.0,0.5069080607523513,0.14391479387340117,13.773862826546083,0.19854281362859894,1.9866405730755408,10.001016973085445,4.0,387.6581000164151,2102.481222260562,0.798018554204724,0.7390297516871163
24,2,13824,4.548297000001185,3039.3793545136564,42.61922744445555,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
25,2,14336,4.5917346000205725,3122.131666742187,41.32561140018515,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
26,2,14848,4.634285199921578,3203.9461016018736,40.1105374200109,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
27,2,15360,4.677652699989267,3283.6982531933686,38.98043916657723,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
28,2,15872,4.72141749993898,3361.702285427021,37.923643789832454,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
29,2,16384,4.764636799925938,3438.6671404323356,36.92593519942602,0.0,1000000.0,-1000000.0,1.146105904289085,0.1852256938785965,0.8137556270998914,0.2946886403486252,2.0,0.5627460525967256,0.14703075940350832,13.773862826546083,0.19854281362859894,2.562207166723262,10.001016973085445,4.0,387.6581000164151,2420.3190332189142,0.9141167184585147,0.7073204074149559
