test_name,sample_index,prop_diameter_in,prop_pitch_in,battery_capacity_mah,battery_capacity_ah,battery_cells,battery_voltage_v,motor_kv,motor_max_current_a,motor_max_power_w,motor_no_load_current_a,motor_resistance_ohm,commanded_throttle,commanded_throttle_percent,estimated_rpm,measured_static_thrust_g,measured_static_thrust_n,predicted_static_thrust_n,correction_factor,model_calculated_throttle,model_current_a,model_power_w,model_voltage_required_v,model_voltage_sag_v,raw_load_cell_g,zero_throttle_baseline_g
14x8.5_4200,47,14.0,8.5,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.68,68.0,7351.6484375,2083.03,20.427546,28.1346270546875,0.7260642183133746,0.6778253884564955,31.829167958643723,687.7928899272989,14.64705214406907,21.608886880768043,2978.62,895.59
14x8.5_4200,48,14.0,8.5,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.6,60.0,6574.0,1535.39,15.057032,22.444366000000002,0.6708602060757697,0.6010868604091216,25.837335034080525,561.1911485256973,13.05570505285298,21.720163777938502,2430.98,895.59
14x8.5_4200,49,14.0,8.5,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.46,46.0,5112.0,918.43,9.006722,13.461079999999999,0.6690935645579701,0.4608544764688265,16.29563956111515,356.83159498079175,10.091499463747073,21.897366693865003,1814.02,895.59
14x8.5_4500,15,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.44,44.0,4884.1015625,326.78,3.204617,12.282883554687496,0.2609010323782665,0.4390795849703191,15.038249139215914,329.92921597959236,9.633114991035146,21.939337014920255,1221.63,894.85
14x8.5_4500,16,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.47,47.0,5203.96875,497.61,4.879887,13.98668140625,0.3488952710268645,0.46911728341431874,16.85654579667238,369.2901689920747,10.27733694428522,21.90781987285768,1392.46,894.85
14x8.5_4500,17,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.52,52.0,5752.0,673.68,6.606544,17.118679999999998,0.38592601766024026,0.5210426062088916,20.198921825543298,441.3441261832114,11.384721210747154,21.849885355023915,1568.53,894.85
14x8.5_4500,18,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.56,56.0,6163.0,877.1,8.601413,19.645867,0.4378230291389024,0.5603747511373307,22.883081833609598,498.9280691799361,12.21805238626083,21.8033599148841,1771.95,894.85
14x8.5_4500,19,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.64,64.0,6986.0,1196.09,11.729636,25.249674000000002,0.46454603730725386,0.6403165883764157,28.798776198542868,624.9570934250665,13.89539580379207,21.70082121255859,2090.94,894.85
14x8.5_4500,20,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.72,72.0,7808.0,1664.57,16.323855,31.754863999999998,0.5140584132245063,0.7221389185317316,35.631262698017316,769.0078592840956,15.585484818552892,21.582391446567698,2559.42,894.85
14x8.5_4500,21,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.84,84.0,8950.984375,2168.22,21.262975,41.92720289062499,0.5071403178377646,0.8391464914512616,46.34510000360521,991.63150297807,17.9549530904423,21.39668493327084,3063.07,894.85
14x8.5_4500,22,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.9,90.0,9545.0,2454.08,24.066304,47.984865,0.5015394749990439,0.9020051626675096,52.75037912047637,1122.8266398537728,19.199775296696853,21.285660095245074,3348.93,894.85
14x8.5_4500,23,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.97,97.0,10184.0,2695.4,26.432844,54.795936000000005,0.4823869419805147,0.9708712321471893,59.97014440712455,1268.999290021168,20.54413769512938,21.160517496943175,3590.25,894.85
14x8.5_4500,24,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.99,99.0,10367.0,2883.54,28.277868,56.910318000000004,0.49688473011168205,0.9910334854450781,62.22226421588878,1314.226356080765,20.93209468899268,21.12148075359126,3778.39,894.85
14x8.5_4500,25,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.99,99.0,10367.0,2876.44,28.20824,56.910318000000004,0.4956612612848165,0.9910334854450781,62.22226421588878,1314.226356080765,20.93209468899268,21.12148075359126,3771.29,894.85
14x8.5_4500,26,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.99,99.0,10367.0,2820.38,27.65848,56.910318000000004,0.4860011500902174,0.9910334854450781,62.22226421588878,1314.226356080765,20.93209468899268,21.12148075359126,3715.23,894.85
14x8.5_4500,27,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.99,99.0,10367.0,2811.08,27.567278,56.910318000000004,0.4843985935907088,0.9910334854450781,62.22226421588878,1314.226356080765,20.93209468899268,21.12148075359126,3705.93,894.85
14x8.5_4500,28,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.94,94.0,9910.0,2817.33,27.628569,51.74327,0.5339548312273267,0.9410156647515462,56.72554102481865,1203.5320360052954,19.965300964089405,21.216757288903143,3712.18,894.85
14x8.5_4500,29,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.93,93.0,9819.0,2613.46,25.629288,50.806243,0.5044515493893141,0.9312660671642221,55.73447326236619,1183.4622269207503,19.774443879890168,21.23393579678565,3508.31,894.85
14x8.5_4500,30,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.88,88.0,9316.546875,2495.37,24.47122,45.632483171874995,0.5362675510738484,0.8777167773453423,50.26232936861897,1072.0344815883093,18.72063356797483,21.32878629094394,3390.22,894.85
14x8.5_4500,31,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.82,82.0,8768.0,2302.86,22.583342,40.26296,0.5608962182611511,0.8202236835932029,44.59138653895015,955.4633241046148,17.575000646161666,21.427082633324865,3197.71,894.85
14x8.5_4500,32,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.77,77.0,8265.5546875,2109.32,20.685363,35.69321988281249,0.5795319970547322,0.7685397746242802,39.775974787077516,855.6030853219089,16.53171307255478,21.510549770357322,3004.17,894.85
14x8.5_4500,33,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.71,71.0,7671.515625,1928.94,18.916439,30.672133453125,0.61673046085657,0.7084875943949447,34.49414262034871,745.1459710031168,15.304820945387117,21.602101527913955,2823.79,894.85
14x8.5_4500,34,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.67,67.0,7305.0,1678.41,16.459579,27.764564999999997,0.5928268280090109,0.6719512500592401,31.44051632820529,680.845357325099,14.551125184328209,21.65503105031111,2573.26,894.85
14x8.5_4500,35,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.62,62.0,6757.609375,1459.63,14.314081,23.694562234375,0.6041082700077818,0.6180563035892508,27.157112610066456,590.1044146780009,13.429916445991832,21.729276714758846,2354.48,894.85
14x8.5_4500,36,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.57,57.0,6254.9609375,1205.69,11.82378,20.272029023437497,0.5832558737129836,0.5692700123166932,23.54409374097622,513.0705923148848,12.405476533509466,21.79190237515641,2100.54,894.85
14x8.5_4500,37,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.47,47.0,5203.96875,825.28,8.093232,13.98668140625,0.5786384750555275,0.46911728341431874,16.85654579667238,369.2901689920747,10.27733694428522,21.90781987285768,1720.13,894.85
14x8.5_4500,38,14.0,8.5,4500.0,4.5,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.28,28.0,3147.6796875,243.44,2.387331,5.117317757812502,0.46651998429359043,0.2795371447115722,7.315527598723241,161.47708566149615,6.170278609848802,22.07319752162213,1138.29,894.85
14x7_4200,12,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.31,31.0,3513.0,121.57,1.192194,5.8716659999999985,0.2030418623947616,0.3117970500789124,7.6237421853834615,168.16767825291348,6.877749105735367,22.058416216557163,1021.49,899.92
14x7_4200,14,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.38,38.0,4244.3671875,162.74,1.595934,8.507827445312499,0.1875841994044321,0.3783166324302482,10.266041747612693,225.94885398110398,8.326501259307957,22.009344938972905,1062.66,899.92
14x7_4200,15,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.43,43.0,4792.7109375,282.08,2.76626,10.8366433515625,0.2552690819709538,0.42873162033044376,12.565235573397386,276.01607703628673,9.417795572058974,21.966645625065475,1182.0,899.92
14x7_4200,16,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.47,47.0,5249.0,454.83,4.460359,13.020016999999998,0.3425770488625323,0.47110812580619776,14.722510078176185,322.81432382261704,10.329790930481588,21.926581955691013,1354.75,899.92
14x7_4200,17,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.5,50.0,5569.0,606.49,5.947635,14.694576999999999,0.404750337488449,0.5010843516843573,16.37791996710777,358.6082926814541,10.97166210408911,21.895838629182283,1506.41,899.92
14x7_4200,18,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.55,55.0,6072.1796875,707.89,6.942029,17.4007621484375,0.39894970925876133,0.5484707764795598,19.04776530824799,416.12235309725503,11.98203287473966,21.846255787132538,1607.81,899.92
14x7_4200,19,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.61,61.0,6711.9140625,1015.0,9.95375,21.3959033203125,0.4652175629598339,0.6096648316926626,22.949427558064432,499.6961618916632,13.27471788419826,21.77379634535023,1914.92,899.92
14x7_4200,20,14.0,7.0,4200.0,4.2,6,22.2,520.0,100.0,2000.0,1.4,0.016,0.65,65.0,7123.171875,1281.4,12.566241,24.09292296875,0.5215739500059493,0.6493753187578535,25.578369231955218,555.6893846017473,14.10766135963436,21.72497314283512,2181.32,899.92
